UTC time,creation_time (UTC),version,coal,nat_gas,hydro,solar,wind,other
2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,1428.0,552.0,211.0,1350.0,1658.0,136.0
2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,1601.0,717.0,213.0,847.0,1603.0,136.0
2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,2017.0,888.0,216.0,299.0,1946.0,133.0
2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,2099.0,1000.0,212.0,5.0,2015.0,133.0
2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,2080.0,1008.0,212.0,0.0,1808.0,136.0
2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,2527.0,983.0,212.0,0.0,1515.0,137.0
2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,2680.0,832.0,211.0,0.0,1553.0,133.0
2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,2353.0,759.0,210.0,0.0,1356.0,135.0
2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,2203.0,682.0,214.0,0.0,1504.0,131.0
2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,2351.0,680.0,211.0,0.0,1323.0,132.0
2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,1930.0,695.0,213.0,0.0,1724.0,132.0
2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,1726.0,737.0,212.0,0.0,1793.0,131.0
2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,1729.0,730.0,211.0,0.0,2025.0,129.0
2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,2053.0,738.0,214.0,19.0,2017.0,129.0
2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,2326.0,688.0,212.0,298.0,1901.0,133.0
2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,1941.0,620.0,212.0,713.0,2089.0,134.0
2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,1635.0,608.0,212.0,992.0,2580.0,134.0
2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,1354.0,464.0,217.0,1332.0,2741.0,139.0
2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,1337.0,491.0,212.0,1904.0,2859.0,134.0
2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,1418.0,595.0,213.0,1784.0,2880.0,134.0
2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,1374.0,665.0,214.0,1869.0,2669.0,133.0
2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,1338.0,648.0,214.0,1810.0,2634.0,132.0
2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,1347.0,676.0,216.0,2089.0,2509.0,135.0
2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,1404.0,788.0,214.0,1739.0,2423.0,135.0
2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,1404.0,874.0,213.0,1321.0,1966.0,132.0
2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,1502.5,795.5,213.0,1084.0,1784.5,134.0
2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,1759.75,841.75,214.5,691.5,1865.25,133.5
2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,1929.375,920.875,213.25,348.25,1940.125,133.25
2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,2004.6875,964.4375,212.625,174.125,1874.0625,134.625
2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,2265.84375,973.71875,212.3125,87.0625,1694.53125,135.8125
2025-04-29 06:00:00,2025-05-01 22:23:48,3.0,2472.921875,902.859375,211.65625,43.53125,1623.765625,134.40625
2025-04-29 07:00:00,2025-05-01 22:23:48,3.0,2412.9609375,830.9296875,210.828125,21.765625,1489.8828125,134.703125
2025-04-29 08:00:00,2025-05-01 22:23:48,3.0,2307.98046875,756.46484375,212.4140625,10.8828125,1496.94140625,132.8515625
2025-04-29 09:00:00,2025-05-01 22:23:48,3.0,2329.490234375,718.232421875,211.70703125,5.44140625,1409.970703125,132.42578125
2025-04-29 10:00:00,2025-05-01 22:23:48,3.0,2129.7451171875,706.6162109375,212.353515625,2.720703125,1566.9853515625,132.212890625
2025-04-29 11:00:00,2025-05-01 22:23:48,3.0,1927.87255859375,721.80810546875,212.1767578125,1.3603515625,1679.99267578125,131.6064453125
2025-04-29 12:00:00,2025-05-01 22:23:48,3.0,1828.436279296875,725.904052734375,211.58837890625,0.68017578125,1852.496337890625,130.30322265625
2025-04-29 13:00:00,2025-05-01 22:23:48,3.0,1940.7181396484373,731.9520263671875,212.794189453125,9.840087890625,1934.7481689453125,129.651611328125
2025-04-29 14:00:00,2025-05-01 22:23:48,3.0,2133.3590698242188,709.9760131835938,212.3970947265625,153.9200439453125,1917.874084472656,131.3258056640625
