UTC time,creation_time (UTC),version,coal,nat_gas,hydro,solar,wind,other
2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,2093.0,724.0,246.0,1079.0,3254.0,95.0
2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,1924.0,1079.0,246.0,646.0,3162.0,87.0
2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,2459.0,1337.0,245.0,147.0,3114.0,89.0
2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,2889.0,1407.0,246.0,5.0,2910.0,90.0
2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,3406.0,1375.0,248.0,0.0,2649.0,90.0
2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,3486.0,1355.0,243.0,0.0,2662.0,92.0
2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,3249.0,1133.0,248.0,0.0,2678.0,90.0
2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,3031.0,1043.0,246.0,1.0,2700.0,94.0
2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,3200.0,1024.0,245.0,0.0,2575.0,102.0
2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,2813.0,1011.0,245.0,0.0,2339.0,100.0
2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,2859.0,1022.0,236.0,0.0,1821.0,101.0
2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,3133.0,925.0,234.0,0.0,1573.0,101.0
2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,3356.0,1006.0,241.0,0.0,1417.0,102.0
2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,3644.0,1048.0,250.0,10.0,1080.0,101.0
2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,3400.0,905.0,247.0,191.0,1399.0,99.0
2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,3495.0,608.0,245.0,374.0,1946.0,100.0
2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,3267.0,582.0,251.0,566.0,2055.0,97.0
2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,2521.0,561.0,247.0,701.0,2357.0,97.0
2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,1692.0,551.0,248.0,874.0,2649.0,96.0
2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,1463.0,510.0,248.0,1028.0,2797.0,99.0
2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,1390.0,513.0,249.0,1213.0,2971.0,99.0
2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,1591.0,545.0,249.0,1088.0,3187.0,96.0
2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,2111.0,571.0,251.0,1006.0,3018.0,97.0
2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,2737.0,603.0,249.0,961.0,3263.0,97.0
2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,2444.0,716.0,250.0,642.0,3366.0,100.0
2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,2184.0,897.5,248.0,644.0,3264.0,93.5
2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,2321.5,1117.25,246.5,395.5,3189.0,91.25
2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,2605.25,1262.125,246.25,200.25,3049.5,90.625
2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,3005.625,1318.5625,247.125,100.125,2849.25,90.3125
2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,3245.8125,1336.78125,245.0625,50.0625,2755.625,91.15625
2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,3247.40625,1234.890625,246.53125,25.03125,2716.8125,90.578125
2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,3139.203125,1138.9453125,246.265625,13.015625,2708.40625,92.2890625
2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,3169.6015625,1081.47265625,245.6328125,6.5078125,2641.703125,97.14453125
2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,2991.30078125,1046.236328125,245.31640625,3.25390625,2490.3515625,98.572265625
2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,2925.150390625,1034.1181640625,240.658203125,1.626953125,2155.67578125,99.7861328125
2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,3029.0751953125,979.55908203125,237.3291015625,0.8134765625,1864.337890625,100.39306640625
2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,3192.53759765625,992.779541015625,239.16455078125,0.40673828125,1640.6689453125,101.196533203125
2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,3418.268798828125,1020.3897705078124,244.582275390625,5.203369140625,1360.33447265625,101.0982666015625
2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,3409.1343994140625,962.6948852539062,245.7911376953125,98.1016845703125,1379.667236328125,100.04913330078124
2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,3452.0671997070312,785.3474426269531,245.39556884765625,236.05084228515625,1662.8336181640625,100.02456665039062
2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,3359.533599853516,683.6737213134766,248.19778442382807,401.0254211425781,1858.9168090820312,98.51228332519533
