,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,303.78,1428.0,552.0,211.0,1350.0,1658.0,136.0
1,2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,355.72,1601.0,717.0,213.0,847.0,1603.0,136.0
2,2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,404.11,2017.0,888.0,216.0,299.0,1946.0,133.0
3,2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,426.75,2099.0,1000.0,212.0,5.0,2015.0,133.0
4,2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,442.35,2080.0,1008.0,212.0,0.0,1808.0,136.0
5,2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,497.11,2527.0,983.0,212.0,0.0,1515.0,137.0
6,2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,502.96,2680.0,832.0,211.0,0.0,1553.0,133.0
7,2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,501.94,2353.0,759.0,210.0,0.0,1356.0,135.0
8,2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,476.13,2203.0,682.0,214.0,0.0,1504.0,131.0
9,2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,505.22,2351.0,680.0,211.0,0.0,1323.0,132.0
10,2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,434.52,1930.0,695.0,213.0,0.0,1724.0,132.0
11,2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,411.6,1726.0,737.0,212.0,0.0,1793.0,131.0
12,2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,392.44,1729.0,730.0,211.0,0.0,2025.0,129.0
13,2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,418.48,2053.0,738.0,214.0,19.0,2017.0,129.0
14,2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,427.66,2326.0,688.0,212.0,298.0,1901.0,133.0
15,2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,358.97,1941.0,620.0,212.0,713.0,2089.0,134.0
16,2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,293.87,1635.0,608.0,212.0,992.0,2580.0,134.0
17,2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,244.96,1354.0,464.0,217.0,1332.0,2741.0,139.0
18,2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,223.86,1337.0,491.0,212.0,1904.0,2859.0,134.0
19,2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,237.07,1418.0,595.0,213.0,1784.0,2880.0,134.0
20,2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,240.36,1374.0,665.0,214.0,1869.0,2669.0,133.0
21,2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,239.47,1338.0,648.0,214.0,1810.0,2634.0,132.0
22,2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,237.67,1347.0,676.0,216.0,2089.0,2509.0,135.0
23,2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,259.88,1404.0,788.0,214.0,1739.0,2423.0,135.0
24,2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,297.48,1404.0,874.0,213.0,1321.0,1966.0,132.0
25,2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,324.51,1502.5,795.5,213.0,1084.0,1784.5,134.0
26,2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,364.26,1759.75,841.75,214.5,691.5,1865.25,133.5
27,2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,395.38,1929.375,920.875,213.25,348.25,1940.125,133.25
28,2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,418.34,2004.6875,964.4375,212.625,174.125,1874.0625,134.625
29,2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,457.76,2265.84375,973.71875,212.3125,87.0625,1694.53125,135.8125
30,2025-04-29 06:00:00,2025-05-01 22:23:48,3.0,480.44,2472.921875,902.859375,211.65625,43.53125,1623.765625,134.40625
31,2025-04-29 07:00:00,2025-05-01 22:23:48,3.0,490.58,2412.9609375,830.9296875,210.828125,21.765625,1489.8828125,134.703125
32,2025-04-29 08:00:00,2025-05-01 22:23:48,3.0,483.63,2307.98046875,756.46484375,212.4140625,10.8828125,1496.94140625,132.8515625
33,2025-04-29 09:00:00,2025-05-01 22:23:48,3.0,494.18,2329.490234375,718.232421875,211.70703125,5.44140625,1409.970703125,132.42578125
34,2025-04-29 10:00:00,2025-05-01 22:23:48,3.0,464.7,2129.7451171875,706.6162109375,212.353515625,2.720703125,1566.9853515625,132.212890625
35,2025-04-29 11:00:00,2025-05-01 22:23:48,3.0,438.58,1927.87255859375,721.80810546875,212.1767578125,1.3603515625,1679.99267578125,131.6064453125
36,2025-04-29 12:00:00,2025-05-01 22:23:48,3.0,415.15,1828.436279296875,725.904052734375,211.58837890625,0.68017578125,1852.496337890625,130.30322265625
37,2025-04-29 13:00:00,2025-05-01 22:23:48,3.0,416.89,1940.7181396484373,731.9520263671875,212.794189453125,9.840087890625,1934.7481689453125,129.651611328125
38,2025-04-29 14:00:00,2025-05-01 22:23:48,3.0,422.58,2133.3590698242188,709.9760131835938,212.3970947265625,153.9200439453125,1917.874084472656,131.3258056640625
39,2025-04-29 15:00:00,2025-05-01 22:23:48,3.0,389.47,2037.1795349121087,664.9880065917969,212.19854736328125,433.46002197265625,2003.437042236328,132.66290283203125
40,2025-04-29 16:00:00,2025-05-01 22:23:48,3.0,338.89,1836.0897674560547,636.4940032958984,212.09927368164065,712.7300109863281,2291.718521118164,133.33145141601562
41,2025-04-29 17:00:00,2025-05-01 22:23:48,3.0,290.27,1595.0448837280271,550.2470016479492,214.5496368408203,1022.365005493164,2516.359260559082,136.1657257080078
42,2025-04-29 18:00:00,2025-05-01 22:23:48,3.0,254.76,1466.0224418640137,520.6235008239746,213.27481842041016,1463.182502746582,2687.679630279541,135.0828628540039
43,2025-04-29 19:00:00,2025-05-01 22:23:48,3.0,245.56,1442.0112209320068,557.8117504119873,213.13740921020508,1623.591251373291,2783.8398151397705,134.54143142700195
44,2025-04-29 20:00:00,2025-05-01 22:23:48,3.0,242.93,1408.0056104660034,611.4058752059937,213.5687046051025,1746.2956256866455,2726.4199075698853,133.77071571350098
45,2025-04-29 21:00:00,2025-05-01 22:23:48,3.0,241.21,1373.0028052330017,629.7029376029968,213.78435230255127,1778.1478128433228,2680.2099537849426,132.8853578567505
46,2025-04-29 22:00:00,2025-05-01 22:23:48,3.0,239.42,1360.0014026165009,652.8514688014984,214.89217615127563,1933.5739064216607,2594.604976892472,133.94267892837524
47,2025-04-29 23:00:00,2025-05-01 22:23:48,3.0,249.51,1382.0007013082504,720.4257344007492,214.44608807563785,1836.2869532108307,2508.802488446236,134.47133946418762
