,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2025-04-19 00:00:00,2025-04-24 22:29:03,3.0,398.22,2029.0,633.0,222.0,1228.0,412.0,143.0
1,2025-04-19 01:00:00,2025-04-24 22:29:03,3.0,421.5,2076.0,993.0,224.0,1027.0,348.0,146.0
2,2025-04-19 02:00:00,2025-04-24 22:29:03,3.0,543.95,2806.0,1269.0,225.0,300.0,192.0,145.0
3,2025-04-19 03:00:00,2025-04-24 22:29:03,3.0,619.37,3851.0,1319.0,222.0,0.0,111.0,144.0
4,2025-04-19 04:00:00,2025-04-24 22:29:03,3.0,627.17,3865.0,1285.0,223.0,0.0,57.0,140.0
5,2025-04-19 05:00:00,2025-04-24 22:29:03,3.0,636.4,3953.0,1152.0,222.0,0.0,50.0,140.0
6,2025-04-19 06:00:00,2025-04-24 22:29:03,3.0,633.13,4003.0,1038.0,222.0,0.0,136.0,139.0
7,2025-04-19 07:00:00,2025-04-24 22:29:03,3.0,608.98,3678.0,982.0,221.0,0.0,298.0,138.0
8,2025-04-19 08:00:00,2025-04-24 22:29:03,3.0,573.92,3466.0,974.0,222.0,0.0,556.0,138.0
9,2025-04-19 09:00:00,2025-04-24 22:29:03,3.0,550.82,3296.0,855.0,219.0,0.0,758.0,137.0
10,2025-04-19 10:00:00,2025-04-24 22:29:03,3.0,519.86,2887.0,850.0,220.0,0.0,883.0,136.0
11,2025-04-19 11:00:00,2025-04-24 22:29:03,3.0,480.53,2535.0,855.0,224.0,0.0,1080.0,134.0
12,2025-04-19 12:00:00,2025-04-24 22:29:03,3.0,438.82,2276.0,854.0,218.0,0.0,1357.0,139.0
13,2025-04-19 13:00:00,2025-04-24 22:29:03,3.0,427.18,2202.0,859.0,227.0,6.0,1415.0,137.0
14,2025-04-19 14:00:00,2025-04-24 22:29:03,3.0,350.72,1893.0,799.0,217.0,556.0,1567.0,136.0
15,2025-04-19 15:00:00,2025-04-24 22:29:03,3.0,244.86,1457.0,743.0,221.0,1906.0,1504.0,138.0
16,2025-04-19 16:00:00,2025-04-24 22:29:03,3.0,225.16,1456.0,525.0,222.0,2285.0,1510.0,142.0
17,2025-04-19 17:00:00,2025-04-24 22:29:03,3.0,208.01,1376.0,264.0,219.0,2389.0,1503.0,144.0
18,2025-04-19 18:00:00,2025-04-24 22:29:03,3.0,199.52,1302.0,258.0,219.0,2469.0,1459.0,143.0
19,2025-04-19 19:00:00,2025-04-24 22:29:03,3.0,192.45,1280.0,272.0,220.0,2524.0,1564.0,142.0
20,2025-04-19 20:00:00,2025-04-24 22:29:03,3.0,194.29,1319.0,288.0,223.0,2557.0,1603.0,144.0
