datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,4.23614217037186,283.5505238631356,274.3896717429036,592.3600879555903,6.577571530384182,,,,365.94669,570.60907,
2025-05-07 00:00:00,2025-05-08 22:24:46,3.0,4.23614217037186,283.5505238631356,274.3896717429036,592.3600879555903,6.577571530384182,,,,9301.85008,2891.61996,
2025-05-07 01:00:00,2025-05-08 22:24:46,3.0,3.349708360901115,280.8854004278206,275.0664356578017,502.6258236351237,7.244741967543526,,,,4379.58984,2958.66004,
2025-05-07 02:00:00,2025-05-08 22:24:46,3.0,3.349708360901115,280.8854004278206,275.0664356578017,502.6258236351237,7.244741967543526,,,,184.88393,748.32108,
2025-05-07 03:00:00,2025-05-08 22:24:46,3.0,3.349708360901115,280.8854004278206,275.0664356578017,502.6258236351237,7.244741967543526,,,,127.30443,731.1641,
2025-05-07 04:00:00,2025-05-08 22:24:46,3.0,2.598912785560342,279.53334936832874,275.1246933538539,82.34819188386975,7.749013346441037,,,,55.02891,737.69342,
2025-05-07 05:00:00,2025-05-08 22:24:46,3.0,2.598912785560342,279.53334936832874,275.1246933538539,82.34819188386975,7.749013346441037,,,,16.55856,724.3986,
2025-05-07 06:00:00,2025-05-08 22:24:46,3.0,2.598912785560342,279.53334936832874,275.1246933538539,82.34819188386975,7.749013346441037,,,,0.0,690.87264,
2025-05-07 07:00:00,2025-05-08 22:24:46,3.0,2.358027213926189,278.6833434794635,274.96424439699814,41.173868673259385,8.131672259370458,,,,0.0,664.5446,
2025-05-07 08:00:00,2025-05-08 22:24:46,3.0,2.358027213926189,278.6833434794635,274.96424439699814,41.173868673259385,8.131672259370458,,,,8.07241,651.48774,
2025-05-07 09:00:00,2025-05-08 22:24:46,3.0,2.358027213926189,278.6833434794635,274.96424439699814,41.173868673259385,8.131672259370458,,,,0.0,645.58277,
2025-05-07 10:00:00,2025-05-08 22:24:46,3.0,2.1196007900851845,278.0834495816783,274.7326371142796,0.0,8.403271572533608,,,,14.08627,604.10345,
2025-05-07 11:00:00,2025-05-08 22:24:46,3.0,2.1196007900851845,278.0834495816783,274.7326371142796,0.0,8.403271572533608,,,,31.75625,576.68352,
2025-05-07 12:00:00,2025-05-08 22:24:46,3.0,2.1196007900851845,278.0834495816783,274.7326371142796,0.0,8.403271572533608,,,,33.10966,533.98136,
2025-05-07 13:00:00,2025-05-08 22:24:46,3.0,2.1088425428317388,281.977003120649,275.6766939489106,0.006033690285822,8.594440449880098,,,,23.90948,487.30338,
2025-05-07 14:00:00,2025-05-08 22:24:46,3.0,2.1088425428317388,281.977003120649,275.6766939489106,0.006033690285822,8.594440449880098,,,,11.3084,465.92363,
2025-05-07 15:00:00,2025-05-08 22:24:46,3.0,2.1088425428317388,281.977003120649,275.6766939489106,0.006033690285822,8.594440449880098,,,,22.69394,467.00471,
2025-05-07 16:00:00,2025-05-08 22:24:46,3.0,2.655097481403601,286.09974908221665,275.6299782919731,168.34199077469327,8.69755476517011,,,,70.19864,454.0019,
2025-05-07 17:00:00,2025-05-08 22:24:46,3.0,2.655097481403601,286.09974908221665,275.6299782919731,168.34199077469327,8.69755476517011,,,,142.68748,438.42277,
2025-05-07 18:00:00,2025-05-08 22:24:46,3.0,2.655097481403601,286.09974908221665,275.6299782919731,168.34199077469327,8.69755476517011,,,,245.38968,418.94446,
2025-05-07 19:00:00,2025-05-08 22:24:46,3.0,3.1291960840509496,288.6455952511316,275.2197765435616,423.27490735941655,8.776919733157756,,,,361.79153,425.21885,
2025-05-07 20:00:00,2025-05-08 22:24:46,3.0,3.1291960840509496,288.6455952511316,275.2197765435616,423.27490735941655,8.776919733157756,,,,421.20057,459.42751,
2025-05-07 21:00:00,2025-05-08 22:24:46,3.0,3.1291960840509496,288.6455952511316,275.2197765435616,423.27490735941655,8.776919733157756,,,,449.08909,498.55243,
2025-05-07 22:00:00,2025-05-08 22:24:46,3.0,3.449524979130226,288.87550186650657,275.15739152235324,843.4276523043709,8.905120392047978,,,,418.57166,533.07689,
2025-05-07 23:00:00,2025-05-08 22:24:46,3.0,3.449524979130226,288.87550186650657,275.15739152235324,843.4276523043709,8.905120392047978,,,,365.94669,570.60907,
2025-05-08 00:00:00,2025-05-08 22:24:46,3.0,3.449524979130226,288.87550186650657,275.15739152235324,843.4276523043709,8.905120392047978,,,,9301.85008,2891.61996,
2025-05-08 01:00:00,2025-05-08 22:24:46,3.0,2.7195771907760644,285.16709732213474,275.7627352622186,713.0725291570295,9.09333366797282,,,,4379.58984,2958.66004,
2025-05-08 02:00:00,2025-05-08 22:24:46,3.0,2.7195771907760644,285.16709732213474,275.7627352622186,713.0725291570295,9.09333366797282,,,,672.71002,2903.99999,
2025-05-08 03:00:00,2025-05-08 22:24:46,3.0,2.7195771907760644,285.16709732213474,275.7627352622186,713.0725291570295,9.09333366797282,,,,127.30443,731.1641,
2025-05-08 04:00:00,2025-05-08 22:24:46,3.0,2.422395721093525,283.4447573192066,275.72083900181525,120.30823433437492,9.261626494571308,,,,55.02891,737.69342,
2025-05-08 05:00:00,2025-05-08 22:24:46,3.0,2.422395721093525,283.4447573192066,275.72083900181525,120.30823433437492,9.261626494571308,,,,16.55856,724.3986,
2025-05-08 06:00:00,2025-05-08 22:24:46,3.0,2.422395721093525,283.4447573192066,275.72083900181525,120.30823433437492,9.261626494571308,,,,0.0,690.87264,
2025-05-08 07:00:00,2025-05-08 22:24:46,3.0,2.232191603477313,282.1995850145129,275.42104414671064,60.15412044842289,9.346505110877528,,,,0.0,664.5446,
2025-05-08 08:00:00,2025-05-08 22:24:46,3.0,2.232191603477313,282.1995850145129,275.42104414671064,60.15412044842289,9.346505110877528,,,,8.07241,651.48774,
2025-05-08 09:00:00,2025-05-08 22:24:46,3.0,2.232191603477313,282.1995850145129,275.42104414671064,60.15412044842289,9.346505110877528,,,,0.0,645.58277,
2025-05-08 10:00:00,2025-05-08 22:24:46,3.0,2.032232432424673,281.2467160997933,275.06827194915866,0.0,9.36304521409264,,,,14.08627,604.10345,
2025-05-08 11:00:00,2025-05-08 22:24:46,3.0,2.032232432424673,281.2467160997933,275.06827194915866,0.0,9.36304521409264,,,,31.75625,576.68352,
2025-05-08 12:00:00,2025-05-08 22:24:46,3.0,2.032232432424673,281.2467160997933,275.06827194915866,0.0,9.36304521409264,,,,33.10966,533.98136,
2025-05-08 13:00:00,2025-05-08 22:24:46,3.0,1.8664330430152856,286.4803955262308,275.86705483876955,0.0143982825860994,9.364147746955098,,,,23.90948,487.30338,
2025-05-08 14:00:00,2025-05-08 22:24:46,3.0,1.8664330430152856,286.4803955262308,275.86705483876955,0.0143982825860994,9.364147746955098,,,,11.3084,465.92363,
2025-05-08 15:00:00,2025-05-08 22:24:46,3.0,1.8664330430152856,286.4803955262308,275.86705483876955,0.0143982825860994,9.364147746955098,,,,22.69394,467.00471,
2025-05-08 16:00:00,2025-05-08 22:24:46,3.0,2.644315633407081,290.8385046639471,275.047923140565,204.80215519663864,9.365039101019311,,,,70.19864,454.0019,
2025-05-08 17:00:00,2025-05-08 22:24:46,3.0,2.644315633407081,290.8385046639471,275.047923140565,204.80215519663864,9.365039101019311,,,,142.68748,438.42277,
2025-05-08 18:00:00,2025-05-08 22:24:46,3.0,2.644315633407081,290.8385046639471,275.047923140565,204.80215519663864,9.365039101019311,,,,245.38968,418.94446,
2025-05-08 19:00:00,2025-05-08 22:24:46,3.0,3.338607807925148,293.15131125933345,273.96332983814006,479.2912178857357,9.411074705471812,,,,361.79153,425.21885,
2025-05-08 20:00:00,2025-05-08 22:24:46,3.0,3.338607807925148,293.15131125933345,273.96332983814006,479.2912178857357,9.411074705471812,,,,421.20057,459.42751,
2025-05-08 21:00:00,2025-05-08 22:24:46,3.0,3.338607807925148,293.15131125933345,273.96332983814006,479.2912178857357,9.411074705471812,,,,449.08909,498.55243,
2025-05-08 22:00:00,2025-05-08 22:24:46,3.0,3.708361769425101,292.6440468193208,273.9749589532813,927.525566452032,9.524484856632064,,,,418.57166,533.07689,
2025-05-08 23:00:00,2025-05-08 22:24:46,3.0,3.708361769425101,292.6440468193208,273.9749589532813,927.525566452032,9.524484856632064,,,,365.94669,570.60907,
2025-05-09 00:00:00,2025-05-08 22:24:46,3.0,3.708361769425101,292.6440468193208,273.9749589532813,927.525566452032,9.524484856632064,,,,9301.85008,2891.61996,
2025-05-09 01:00:00,2025-05-08 22:24:46,3.0,2.592169402527104,288.1752852988016,275.23450842023044,776.3387794021703,9.7666540674737,,,,4379.58984,2958.66004,
2025-05-09 02:00:00,2025-05-08 22:24:46,3.0,2.592169402527104,288.1752852988016,275.23450842023044,776.3387794021703,9.7666540674737,,,,672.71002,2903.99999,
2025-05-09 03:00:00,2025-05-08 22:24:46,3.0,2.592169402527104,288.1752852988016,275.23450842023044,776.3387794021703,9.7666540674737,,,,0.0,2989.72996,
2025-05-09 04:00:00,2025-05-08 22:24:46,3.0,2.064652959434473,286.2959064340017,275.1422935780705,125.71389050986446,9.937784997652276,,,,55.02891,737.69342,
2025-05-09 05:00:00,2025-05-08 22:24:46,3.0,2.064652959434473,286.2959064340017,275.1422935780705,125.71389050986446,9.937784997652276,,,,16.55856,724.3986,
2025-05-09 06:00:00,2025-05-08 22:24:46,3.0,2.064652959434473,286.2959064340017,275.1422935780705,125.71389050986446,9.937784997652276,,,,0.0,690.87264,
2025-05-09 07:00:00,2025-05-08 22:24:46,3.0,1.9027536847748407,284.9698407453077,274.8170248822364,62.85708584700247,9.970851976920065,,,,0.0,664.5446,
2025-05-09 08:00:00,2025-05-08 22:24:46,3.0,1.9027536847748407,284.9698407453077,274.8170248822364,62.85708584700247,9.970851976920065,,,,8.07241,651.48774,
2025-05-09 09:00:00,2025-05-08 22:24:46,3.0,1.9027536847748407,284.9698407453077,274.8170248822364,62.85708584700247,9.970851976920065,,,,0.0,645.58277,
2025-05-09 10:00:00,2025-05-08 22:24:46,3.0,1.8813510505567224,283.8983153926369,274.4834246771107,0.0,9.97863573321948,,,,14.08627,604.10345,
2025-05-09 11:00:00,2025-05-08 22:24:46,3.0,1.8813510505567224,283.8983153926369,274.4834246771107,0.0,9.97863573321948,,,,31.75625,576.68352,
2025-05-09 12:00:00,2025-05-08 22:24:46,3.0,1.8813510505567224,283.8983153926369,274.4834246771107,0.0,9.97863573321948,,,,33.10966,533.98136,
2025-05-09 13:00:00,2025-05-08 22:24:46,3.0,1.6833017674346171,289.45072271849307,275.2571767608124,0.0177752324338818,9.982358207146673,,,,23.90948,487.30338,
2025-05-09 14:00:00,2025-05-08 22:24:46,3.0,1.6833017674346171,289.45072271849307,275.2571767608124,0.0177752324338818,9.982358207146673,,,,11.3084,465.92363,
2025-05-09 15:00:00,2025-05-08 22:24:46,3.0,1.6833017674346171,289.45072271849307,275.2571767608124,0.0177752324338818,9.982358207146673,,,,22.69394,467.00471,
2025-05-09 16:00:00,2025-05-08 22:24:46,3.0,2.4353819083079613,293.6544630067002,274.16392684136224,208.91061289814945,9.986863448397676,,,,70.19864,454.0019,
2025-05-09 17:00:00,2025-05-08 22:24:46,3.0,2.4353819083079613,293.6544630067002,274.16392684136224,208.91061289814945,9.986863448397676,,,,142.68748,438.42277,
2025-05-09 18:00:00,2025-05-08 22:24:46,3.0,2.4353819083079613,293.6544630067002,274.16392684136224,208.91061289814945,9.986863448397676,,,,245.38968,418.94446,
2025-05-09 19:00:00,2025-05-08 22:24:46,3.0,3.050286663065732,295.6462946845777,272.8398531978163,484.7094849104773,10.002713093363353,,,,361.79153,425.21885,
2025-05-09 20:00:00,2025-05-08 22:24:46,3.0,3.050286663065732,295.6462946845777,272.8398531978163,484.7094849104773,10.002713093363353,,,,421.20057,459.42751,
2025-05-09 21:00:00,2025-05-08 22:24:46,3.0,3.050286663065732,295.6462946845777,272.8398531978163,484.7094849104773,10.002713093363353,,,,449.08909,498.55243,
2025-05-09 22:00:00,2025-05-08 22:24:46,3.0,3.5092203932469386,294.89718209511307,272.94222164027934,948.4964880633474,10.06647507566871,,,,418.57166,533.07689,
2025-05-09 23:00:00,2025-05-08 22:24:46,3.0,3.5092203932469386,294.89718209511307,272.94222164027934,948.4964880633474,10.06647507566871,,,,365.94669,570.60907,
