,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,398.18,776.0,18.0,59.0,527.0,71.0,314.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,407.2,779.0,36.0,62.0,523.0,43.0,312.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,405.66,778.0,135.0,60.0,524.0,11.0,366.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,404.07,781.0,179.0,61.0,523.0,0.0,398.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,420.78,775.0,180.0,59.0,522.0,0.0,313.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,448.15,779.0,181.0,60.0,516.0,0.0,207.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,466.09,776.0,166.0,59.0,524.0,0.0,127.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,474.1,774.0,115.0,59.0,517.0,0.0,102.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,475.24,760.0,67.0,61.0,518.0,0.0,86.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,472.83,762.0,44.0,60.0,516.0,0.0,96.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,473.39,771.0,51.0,62.0,517.0,0.0,101.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,459.79,769.0,44.0,61.0,517.0,0.0,144.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,455.89,770.0,98.0,60.0,518.0,0.0,161.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,464.18,777.0,92.0,60.0,515.0,4.0,136.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,443.68,777.0,80.0,59.0,519.0,37.0,175.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,423.88,777.0,174.0,59.0,517.0,86.0,226.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,390.43,734.0,165.0,58.0,514.0,105.0,322.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,327.62,725.0,53.0,59.0,520.0,111.0,617.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,309.35,775.0,113.0,59.0,522.0,140.0,839.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,309.49,780.0,176.0,60.0,516.0,137.0,894.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,298.8,778.0,47.0,60.0,521.0,136.0,896.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,300.02,780.0,28.0,59.0,519.0,123.0,889.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,295.72,777.0,25.0,59.0,517.0,135.0,909.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,296.13,779.0,37.0,59.0,518.0,132.0,919.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,298.22,779.0,52.0,59.0,518.0,88.0,950.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,343.75,779.0,44.0,60.5,520.5,65.5,631.0
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,372.94,778.5,89.5,60.25,522.25,38.25,498.5
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,388.33,779.75,134.25,60.625,522.625,19.125,448.25
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,404.06,777.375,157.125,59.8125,522.3125,9.5625,380.625
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,425.12,778.1875,169.0625,59.90625,519.15625,4.78125,293.8125
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,444.59,777.09375,167.53125,59.453125,521.578125,2.390625,210.40625
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,458.58,775.546875,141.265625,59.2265625,519.2890625,1.1953125,156.203125
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,466.48,767.7734375,104.1328125,60.11328125,518.64453125,0.59765625,121.1015625
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,469.56,764.88671875,74.06640625,60.056640625,517.322265625,0.298828125,108.55078125
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,471.46,767.943359375,62.533203125,61.0283203125,517.1611328125,0.1494140625,104.775390625
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,465.58,768.4716796875,53.2666015625,61.01416015625,517.08056640625,0.07470703125,124.3876953125
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,460.61,769.23583984375,75.63330078125,60.507080078125,517.540283203125,0.037353515625,142.69384765625
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,462.4,773.117919921875,83.816650390625,60.2535400390625,516.2701416015625,2.0186767578125,139.346923828125
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,452.83,775.0589599609375,81.9083251953125,59.62677001953125,517.6350708007812,19.50933837890625,157.1734619140625
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,437.4,776.0294799804688,127.95416259765624,59.313385009765625,517.3175354003906,52.754669189453125,191.58673095703125
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,412.79,755.0147399902344,146.47708129882812,58.65669250488281,515.6587677001953,78.87733459472656,256.7933654785156
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,367.21,740.0073699951172,99.73854064941406,58.828346252441406,517.8293838500977,94.93866729736328,436.8966827392578
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,334.99,757.5036849975586,106.36927032470705,58.9141731262207,519.9146919250488,117.46933364868164,637.9483413696289
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,321.26,768.7518424987793,141.18463516235352,59.45708656311035,517.9573459625244,127.23466682434082,765.9741706848145
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,309.9,773.3759212493896,94.09231758117676,59.728543281555176,519.4786729812622,131.6173334121704,830.9870853424072
