,UTC time,creation_time (UTC),version,carbon_intensity,hydro
0,2025-04-19 00:00:00,2025-04-24 19:42:06,3.0,0.0,509.0
1,2025-04-19 01:00:00,2025-04-24 19:42:06,3.0,0.0,430.0
2,2025-04-19 02:00:00,2025-04-24 19:42:06,3.0,0.0,503.0
3,2025-04-19 03:00:00,2025-04-24 19:42:06,3.0,0.0,65.0
4,2025-04-19 04:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
5,2025-04-19 05:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
6,2025-04-19 06:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
7,2025-04-19 07:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
8,2025-04-19 08:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
9,2025-04-19 09:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
10,2025-04-19 10:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
11,2025-04-19 11:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
12,2025-04-19 12:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
13,2025-04-19 13:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
14,2025-04-19 14:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
15,2025-04-19 15:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
16,2025-04-19 16:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
17,2025-04-19 17:00:00,2025-04-24 19:42:06,3.0,0.0,35.0
18,2025-04-19 18:00:00,2025-04-24 19:42:06,3.0,0.0,70.0
19,2025-04-19 19:00:00,2025-04-24 19:42:06,3.0,0.0,97.0
20,2025-04-19 20:00:00,2025-04-24 19:42:06,3.0,0.0,121.0
21,2025-04-19 21:00:00,2025-04-24 19:42:06,3.0,0.0,187.0
22,2025-04-19 22:00:00,2025-04-24 19:42:06,3.0,0.0,296.0
23,2025-04-19 23:00:00,2025-04-24 19:42:06,3.0,0.0,456.0
24,2025-04-20 00:00:00,2025-04-24 19:42:06,3.0,0.0,447.0
25,2025-04-20 01:00:00,2025-04-24 19:42:06,3.0,0.0,438.5
26,2025-04-20 02:00:00,2025-04-24 19:42:06,3.0,0.0,470.75
27,2025-04-20 03:00:00,2025-04-24 19:42:06,3.0,0.0,267.875
28,2025-04-20 04:00:00,2025-04-24 19:42:06,3.0,0.0,151.4375
29,2025-04-20 05:00:00,2025-04-24 19:42:06,3.0,0.0,75.71875
30,2025-04-20 06:00:00,2025-04-24 19:42:06,3.0,0.0,37.859375
31,2025-04-20 07:00:00,2025-04-24 19:42:06,3.0,0.0,18.9296875
32,2025-04-20 08:00:00,2025-04-24 19:42:06,3.0,0.0,9.46484375
33,2025-04-20 09:00:00,2025-04-24 19:42:06,3.0,0.0,4.732421875
34,2025-04-20 10:00:00,2025-04-24 19:42:06,3.0,0.0,2.3662109375
35,2025-04-20 11:00:00,2025-04-24 19:42:06,3.0,0.0,1.18310546875
36,2025-04-20 12:00:00,2025-04-24 19:42:06,3.0,0.0,0.591552734375
37,2025-04-20 13:00:00,2025-04-24 19:42:06,3.0,0.0,0.2957763671875
38,2025-04-20 14:00:00,2025-04-24 19:42:06,3.0,0.0,0.14788818359375
39,2025-04-20 15:00:00,2025-04-24 19:42:06,3.0,0.0,0.073944091796875
40,2025-04-20 16:00:00,2025-04-24 19:42:06,3.0,0.0,0.0369720458984375
41,2025-04-20 17:00:00,2025-04-24 19:42:06,3.0,0.0,0.0184860229492187
42,2025-04-20 18:00:00,2025-04-24 19:42:06,3.0,0.0,35.00924301147461
43,2025-04-20 19:00:00,2025-04-24 19:42:06,3.0,0.0,66.0046215057373
44,2025-04-20 20:00:00,2025-04-24 19:42:06,3.0,0.0,93.50231075286864
45,2025-04-20 21:00:00,2025-04-24 19:42:06,3.0,0.0,140.25115537643433
46,2025-04-20 22:00:00,2025-04-24 19:42:06,3.0,0.0,218.1255776882172
47,2025-04-20 23:00:00,2025-04-24 19:42:06,3.0,0.0,337.0627888441086
