datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2025-05-06 00:00:00,DSWRF,surface,31.5,-82.75,0.13646003483471866,0.0683543186741174,0.0,22.23277448737774,502.77739910780986,693.9939299749094,762.4641377864622,512.5587090003671,0.15820787451922885,0.07911004692208554,0.0,11.614395033855422,186.81725400574618,187.34530218694016,129.15777605622463,99.28709939562742,0.15171195272710408,0.0750579879945885,0.0,17.514214359337004,462.82988883181764,669.5393997056615,730.5342971316309,455.2871780734033,0.1225554347550461,0.06135632859054836,0.0,15.78322398613637,404.2889982207023,574.250719418452,605.5807898846535,389.6695925394936
