datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2025-04-29 00:00:00,APCP,surface,31.5,-82.75,0.0011959034227971793,0.0013954008287473847,0.002190680354940174,0.0057344716315255355,0.00908562185567177,0.023859235815731093,0.027737162120345663,0.028313103077859572,0.028313103077859572,0.028313103077859572,0.028313103077859572,0.028313103077859572,0.028313103077859572,0.029651272468391703,0.03347652373895699,0.04513509054593587,0.04895563880123939,0.05163375485716892,0.05201811287509951,0.054317777000337825,0.059095091488093734,0.06520879809151649,0.07610692464969392,0.08570075485673023,0.13319990640161486,0.20737147130643344,0.29414764849163866,0.36658451336257364,0.3702908234406255,0.37948872715977233,0.46774560503977486,1.1149172973717372
