datetime,param,level,latitude,longitude,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2025-04-29 00:00:00,UGRD,10 m above ground,31.5,-82.75,3.8899975855577016,3.1189130933740055,2.6895384425372773,2.8657572708606756,3.4953214259208814,3.3194235006715473,3.4105393059945905,3.597635812960454,3.939247567501366,3.3707915163079596,2.776443014992656,2.7892324384720433,3.111288170576481,3.337261725184004,3.7580105314012107,3.9998232192933765,4.175671797761515,3.8711564334678337,3.365274079584908,3.37168239496995,3.849027837707163,3.946623682356201,4.4673849744380245,4.465264666679722,5.100429940992964,4.919356678889642,4.4832356474227995,4.281035258385123,5.196824188863061,5.115412148580436,4.910105005083675,4.681744951453787
