datetime,param,level,latitude,longitude,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2025-05-04 00:00:00,DPT,2 m above ground,31.5,-82.75,290.67458951277877,290.38135447895235,289.81953792252966,289.5379226383745,288.61290716768383,287.0054647588555,285.4729423394863,286.3065326879419,284.9989230819101,284.0712372178634,283.3011234112739,283.9709051740234,284.2634533492368,283.5428484755495,283.39874043663326,285.07770988102016,284.1202319382692,283.93263510340256,283.50450228673367,284.0038117254999,283.9798071061141,283.3542383003118,283.76489137127055,286.05221722378263,285.07957985685516,284.502164862193,284.26656192015696,284.90451294664956,285.7706093128203,287.11406106856214,287.66773578896533,287.9835697574661
