,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,378.8,201.0,63.0
1,2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,383.24,212.0,63.0
2,2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,386.26,220.0,63.0
3,2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,390.14,231.0,63.0
4,2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,390.82,233.0,63.0
5,2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,391.48,235.0,63.0
6,2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,391.15,234.0,63.0
7,2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,391.48,235.0,63.0
8,2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,391.48,235.0,63.0
9,2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,388.06,225.0,63.0
10,2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,382.85,211.0,63.0
11,2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,380.86,206.0,63.0
12,2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,384.77,216.0,63.0
13,2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,385.39,228.0,66.0
14,2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,379.55,235.0,73.0
15,2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,377.73,230.0,73.0
16,2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,377.73,230.0,73.0
17,2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,348.5,172.0,75.0
18,2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,341.19,162.0,76.0
19,2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,341.19,162.0,76.0
20,2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,341.19,162.0,76.0
21,2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,342.43,164.0,76.0
22,2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,348.9,175.0,76.0
23,2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,369.13,217.0,76.0
24,2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,356.86,190.0,76.0
25,2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,370.27,201.0,69.5
26,2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,378.45,210.5,66.25
27,2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,384.47,220.75,64.625
28,2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,387.7,226.875,63.8125
29,2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,389.62,230.9375,63.40625
30,2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,390.39,232.46875,63.203125
31,2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,390.94,233.734375,63.1015625
32,2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,391.21,234.3671875,63.05078125
33,2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,389.66,229.68359375,63.025390625
34,2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,386.37,220.341796875,63.0126953125
35,2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,383.69,213.1708984375,63.00634765625
36,2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,384.23,214.58544921875,63.003173828125
37,2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,384.83,221.292724609375,64.5015869140625
38,2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,382.09,228.1463623046875,68.75079345703125
39,2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,379.89,229.0731811523437,70.87539672851562
40,2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,378.8,229.53659057617188,71.93769836425781
41,2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,365.16,200.768295288086,73.4688491821289
42,2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,354.02,181.38414764404297,74.73442459106445
43,2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,347.84,171.69207382202148,75.36721229553223
44,2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,344.58,166.84603691101074,75.68360614776611
45,2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,343.51,165.42301845550537,75.84180307388306
46,2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,346.26,170.21150922775269,75.92090153694153
47,2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,358.69,193.6057546138764,75.96045076847076
