UTC time,creation_time (UTC),version,nat_gas,hydro
2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,63.0,43.0
2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,81.0,43.0
2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,58.0,43.0
2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,56.0,43.0
2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,47.0,44.0
2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,81.0,43.0
2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,68.0,43.0
2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,41.0,44.0
2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,61.0,44.0
2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,84.0,43.0
2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,46.0,44.0
2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,41.0,43.0
2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,39.0,44.0
2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,52.0,44.0
2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,60.0,44.0
2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,43.0,44.0
2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,41.0,44.0
2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,47.0,44.0
2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,68.0,39.0
2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,67.0,34.0
2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,77.0,33.0
2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,112.0,33.0
2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,122.0,33.0
2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,132.0,33.0
2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,168.0,33.0
2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,124.5,38.0
2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,91.25,40.5
2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,73.625,41.75
2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,60.3125,42.875
2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,70.65625,42.9375
2025-04-29 06:00:00,2025-05-01 22:23:48,3.0,69.328125,42.96875
2025-04-29 07:00:00,2025-05-01 22:23:48,3.0,55.1640625,43.484375
2025-04-29 08:00:00,2025-05-01 22:23:48,3.0,58.08203125,43.7421875
2025-04-29 09:00:00,2025-05-01 22:23:48,3.0,71.041015625,43.37109375
2025-04-29 10:00:00,2025-05-01 22:23:48,3.0,58.5205078125,43.685546875
2025-04-29 11:00:00,2025-05-01 22:23:48,3.0,49.76025390625,43.3427734375
2025-04-29 12:00:00,2025-05-01 22:23:48,3.0,44.380126953125,43.67138671875
2025-04-29 13:00:00,2025-05-01 22:23:48,3.0,48.1900634765625,43.835693359375
2025-04-29 14:00:00,2025-05-01 22:23:48,3.0,54.09503173828125,43.9178466796875
2025-04-29 15:00:00,2025-05-01 22:23:48,3.0,48.54751586914063,43.95892333984375
2025-04-29 16:00:00,2025-05-01 22:23:48,3.0,44.77375793457031,43.97946166992188
2025-04-29 17:00:00,2025-05-01 22:23:48,3.0,45.88687896728516,43.98973083496094
2025-04-29 18:00:00,2025-05-01 22:23:48,3.0,56.94343948364258,41.49486541748047
2025-04-29 19:00:00,2025-05-01 22:23:48,3.0,61.97171974182129,37.74743270874024
2025-04-29 20:00:00,2025-05-01 22:23:48,3.0,69.48585987091064,35.37371635437012
2025-04-29 21:00:00,2025-05-01 22:23:48,3.0,90.74292993545532,34.18685817718506
2025-04-29 22:00:00,2025-05-01 22:23:48,3.0,106.37146496772766,33.59342908859253
2025-04-29 23:00:00,2025-05-01 22:23:48,3.0,119.18573248386384,33.296714544296265
