,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,300.96,63.0,43.0
1,2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,328.4,81.0,43.0
2,2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,291.6,58.0,43.0
3,2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,287.6,56.0,43.0
4,2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,264.68,47.0,44.0
5,2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,328.4,81.0,43.0
6,2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,309.48,68.0,43.0
7,2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,248.78,41.0,44.0
8,2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,294.72,61.0,44.0
9,2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,332.22,84.0,43.0
10,2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,262.18,46.0,44.0
11,2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,251.45,41.0,43.0
12,2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,242.96,39.0,44.0
13,2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,276.42,52.0,44.0
14,2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,292.85,60.0,44.0
15,2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,254.32,43.0,44.0
16,2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,248.78,41.0,44.0
17,2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,264.68,47.0,44.0
18,2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,320.15,68.0,39.0
19,2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,333.13,67.0,34.0
20,2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,350.2,77.0,33.0
21,2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,383.94,112.0,33.0
22,2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,390.79,122.0,33.0
23,2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,396.8,132.0,33.0
24,2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,413.49,168.0,33.0
25,2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,381.03,124.5,38.0
26,2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,346.75,91.25,40.5
27,2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,321.37,73.625,41.75
28,2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,296.37,60.3125,42.875
29,2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,313.86,70.65625,42.9375
30,2025-04-29 06:00:00,2025-05-01 22:23:48,3.0,311.69,69.328125,42.96875
31,2025-04-29 07:00:00,2025-05-01 22:23:48,3.0,284.59,55.1640625,43.484375
32,2025-04-29 08:00:00,2025-05-01 22:23:48,3.0,289.81,58.08203125,43.7421875
33,2025-04-29 09:00:00,2025-05-01 22:23:48,3.0,313.35,71.041015625,43.37109375
34,2025-04-29 10:00:00,2025-05-01 22:23:48,3.0,290.82,58.5205078125,43.685546875
35,2025-04-29 11:00:00,2025-05-01 22:23:48,3.0,273.06,49.76025390625,43.3427734375
36,2025-04-29 12:00:00,2025-05-01 22:23:48,3.0,258.88,44.380126953125,43.67138671875
37,2025-04-29 13:00:00,2025-05-01 22:23:48,3.0,268.02,48.1900634765625,43.835693359375
38,2025-04-29 14:00:00,2025-05-01 22:23:48,3.0,281.19,54.09503173828125,43.9178466796875
39,2025-04-29 15:00:00,2025-05-01 22:23:48,3.0,268.56,48.54751586914063,43.95892333984375
40,2025-04-29 16:00:00,2025-05-01 22:23:48,3.0,259.09,44.77375793457031,43.97946166992188
41,2025-04-29 17:00:00,2025-05-01 22:23:48,3.0,261.92,45.88687896728516,43.98973083496094
42,2025-04-29 18:00:00,2025-05-01 22:23:48,3.0,293.57,56.94343948364258,41.49486541748047
43,2025-04-29 19:00:00,2025-05-01 22:23:48,3.0,313.6,61.97171974182129,37.74743270874024
44,2025-04-29 20:00:00,2025-05-01 22:23:48,3.0,332.8,69.48585987091064,35.37371635437012
45,2025-04-29 21:00:00,2025-05-01 22:23:48,3.0,362.48,90.74292993545532,34.18685817718506
46,2025-04-29 22:00:00,2025-05-01 22:23:48,3.0,378.15,106.37146496772766,33.59342908859253
47,2025-04-29 23:00:00,2025-05-01 22:23:48,3.0,388.24,119.18573248386384,33.296714544296265
