UTC time,creation_time (UTC),version,nat_gas,hydro
2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,201.0,63.0
2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,212.0,63.0
2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,220.0,63.0
2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,231.0,63.0
2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,233.0,63.0
2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,235.0,63.0
2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,234.0,63.0
2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,235.0,63.0
2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,235.0,63.0
2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,225.0,63.0
2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,211.0,63.0
2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,206.0,63.0
2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,216.0,63.0
2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,228.0,66.0
2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,235.0,73.0
2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,230.0,73.0
2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,230.0,73.0
2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,172.0,75.0
2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,162.0,76.0
2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,162.0,76.0
2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,162.0,76.0
2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,164.0,76.0
2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,175.0,76.0
2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,217.0,76.0
2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,190.0,76.0
2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,201.0,69.5
2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,210.5,66.25
2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,220.75,64.625
2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,226.875,63.8125
2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,230.9375,63.40625
2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,232.46875,63.203125
2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,233.734375,63.1015625
2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,234.3671875,63.05078125
2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,229.68359375,63.025390625
2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,220.341796875,63.0126953125
2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,213.1708984375,63.00634765625
2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,214.58544921875,63.003173828125
2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,221.292724609375,64.5015869140625
2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,228.1463623046875,68.75079345703125
2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,229.07318115234372,70.87539672851562
2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,229.53659057617188,71.93769836425781
2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,200.76829528808597,73.4688491821289
2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,181.38414764404297,74.73442459106445
2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,171.69207382202148,75.36721229553223
2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,166.84603691101074,75.68360614776611
2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,165.42301845550537,75.84180307388306
2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,170.21150922775269,75.92090153694153
2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,193.60575461387637,75.96045076847076
