,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2025-04-19 00:00:00,2025-04-24 22:29:03,3.0,151.36,36.0,52.0
1,2025-04-19 01:00:00,2025-04-24 22:29:03,3.0,148.0,38.0,57.0
2,2025-04-19 02:00:00,2025-04-24 22:29:03,3.0,162.94,48.0,61.0
3,2025-04-19 03:00:00,2025-04-24 22:29:03,3.0,178.83,58.0,62.0
4,2025-04-19 04:00:00,2025-04-24 22:29:03,3.0,203.77,76.0,62.0
5,2025-04-19 05:00:00,2025-04-24 22:29:03,3.0,223.54,87.0,57.0
6,2025-04-19 06:00:00,2025-04-24 22:29:03,3.0,223.54,87.0,57.0
7,2025-04-19 07:00:00,2025-04-24 22:29:03,3.0,231.58,87.0,52.0
8,2025-04-19 08:00:00,2025-04-24 22:29:03,3.0,243.86,87.0,45.0
9,2025-04-19 09:00:00,2025-04-24 22:29:03,3.0,239.92,83.0,45.0
10,2025-04-19 10:00:00,2025-04-24 22:29:03,3.0,227.69,72.0,45.0
11,2025-04-19 11:00:00,2025-04-24 22:29:03,3.0,217.25,64.0,45.0
12,2025-04-19 12:00:00,2025-04-24 22:29:03,3.0,217.25,64.0,45.0
13,2025-04-19 13:00:00,2025-04-24 22:29:03,3.0,169.4,38.0,45.0
14,2025-04-19 14:00:00,2025-04-24 22:29:03,3.0,153.77,32.0,45.0
15,2025-04-19 15:00:00,2025-04-24 22:29:03,3.0,144.39,32.0,50.0
16,2025-04-19 16:00:00,2025-04-24 22:29:03,3.0,147.11,33.0,50.0
17,2025-04-19 17:00:00,2025-04-24 22:29:03,3.0,146.28,34.0,52.0
18,2025-04-19 18:00:00,2025-04-24 22:29:03,3.0,149.76,34.0,50.0
19,2025-04-19 19:00:00,2025-04-24 22:29:03,3.0,149.76,34.0,50.0
20,2025-04-19 20:00:00,2025-04-24 22:29:03,3.0,148.0,34.0,51.0
21,2025-04-19 21:00:00,2025-04-24 22:29:03,3.0,152.35,35.0,50.0
22,2025-04-19 22:00:00,2025-04-24 22:29:03,3.0,152.35,35.0,50.0
23,2025-04-19 23:00:00,2025-04-24 22:29:03,3.0,154.88,36.0,50.0
24,2025-04-20 00:00:00,2025-04-24 22:29:03,3.0,154.88,36.0,50.0
25,2025-04-20 01:00:00,2025-04-24 22:29:03,3.0,151.27,37.0,53.5
26,2025-04-20 02:00:00,2025-04-24 22:29:03,3.0,157.64,42.5,57.25
27,2025-04-20 03:00:00,2025-04-24 22:29:03,3.0,169.22,50.25,59.625
28,2025-04-20 04:00:00,2025-04-24 22:29:03,3.0,188.45,63.125,60.8125
29,2025-04-20 05:00:00,2025-04-24 22:29:03,3.0,207.31,75.0625,58.90625
30,2025-04-20 06:00:00,2025-04-24 22:29:03,3.0,215.72,81.03125,57.953125
31,2025-04-20 07:00:00,2025-04-24 22:29:03,3.0,223.65,84.015625,54.9765625
32,2025-04-20 08:00:00,2025-04-24 22:29:03,3.0,233.5,85.5078125,49.98828125
33,2025-04-20 09:00:00,2025-04-24 22:29:03,3.0,236.62,84.25390625,47.494140625
34,2025-04-20 10:00:00,2025-04-24 22:29:03,3.0,232.42,78.126953125,46.2470703125
35,2025-04-20 11:00:00,2025-04-24 22:29:03,3.0,225.33,71.0634765625,45.62353515625
36,2025-04-20 12:00:00,2025-04-24 22:29:03,3.0,221.43,67.53173828125,45.311767578125
37,2025-04-20 13:00:00,2025-04-24 22:29:03,3.0,199.38,52.765869140625,45.1558837890625
38,2025-04-20 14:00:00,2025-04-24 22:29:03,3.0,179.3,42.3829345703125,45.07794189453125
39,2025-04-20 15:00:00,2025-04-24 22:29:03,3.0,162.41,37.19146728515625,47.538970947265625
40,2025-04-20 16:00:00,2025-04-24 22:29:03,3.0,154.84,35.095733642578125,48.76948547363281
41,2025-04-20 17:00:00,2025-04-24 22:29:03,3.0,150.5,34.54786682128906,50.384742736816406
42,2025-04-20 18:00:00,2025-04-24 22:29:03,3.0,150.14,34.27393341064453,50.1923713684082
43,2025-04-20 19:00:00,2025-04-24 22:29:03,3.0,149.95,34.136966705322266,50.0961856842041
44,2025-04-20 20:00:00,2025-04-24 22:29:03,3.0,148.97,34.06848335266113,50.54809284210205
45,2025-04-20 21:00:00,2025-04-24 22:29:03,3.0,150.67,34.534241676330566,50.27404642105103
46,2025-04-20 22:00:00,2025-04-24 22:29:03,3.0,151.51,34.76712083816528,50.13702321052551
47,2025-04-20 23:00:00,2025-04-24 22:29:03,3.0,153.21,35.38356041908264,50.06851160526276
