UTC time,creation_time (UTC),version,nat_gas,hydro
2025-05-03 00:00:00,2025-05-08 01:08:32,3.0,163.0,82.0
2025-05-03 01:00:00,2025-05-08 01:08:32,3.0,164.0,82.0
2025-05-03 02:00:00,2025-05-08 01:08:32,3.0,208.0,82.0
2025-05-03 03:00:00,2025-05-08 01:08:32,3.0,234.0,82.0
2025-05-03 04:00:00,2025-05-08 01:08:32,3.0,205.0,76.0
2025-05-03 05:00:00,2025-05-08 01:08:32,3.0,217.0,76.0
2025-05-03 06:00:00,2025-05-08 01:08:32,3.0,227.0,76.0
2025-05-03 07:00:00,2025-05-08 01:08:32,3.0,223.0,76.0
2025-05-03 08:00:00,2025-05-08 01:08:32,3.0,239.0,76.0
2025-05-03 09:00:00,2025-05-08 01:08:32,3.0,215.0,76.0
2025-05-03 10:00:00,2025-05-08 01:08:32,3.0,213.0,76.0
2025-05-03 11:00:00,2025-05-08 01:08:32,3.0,224.0,76.0
2025-05-03 12:00:00,2025-05-08 01:08:32,3.0,219.0,76.0
2025-05-03 13:00:00,2025-05-08 01:08:32,3.0,215.0,76.0
2025-05-03 14:00:00,2025-05-08 01:08:32,3.0,200.0,76.0
2025-05-03 15:00:00,2025-05-08 01:08:32,3.0,184.0,75.0
2025-05-03 16:00:00,2025-05-08 01:08:32,3.0,213.0,75.0
2025-05-03 17:00:00,2025-05-08 01:08:32,3.0,197.0,75.0
2025-05-03 18:00:00,2025-05-08 01:08:32,3.0,186.0,75.0
2025-05-03 19:00:00,2025-05-08 01:08:32,3.0,176.0,75.0
2025-05-03 20:00:00,2025-05-08 01:08:32,3.0,165.0,68.0
2025-05-03 21:00:00,2025-05-08 01:08:32,3.0,163.0,64.0
2025-05-03 22:00:00,2025-05-08 01:08:32,3.0,162.0,58.0
2025-05-03 23:00:00,2025-05-08 01:08:32,3.0,164.0,58.0
2025-05-04 00:00:00,2025-05-08 01:08:32,3.0,165.0,58.0
2025-05-04 01:00:00,2025-05-08 01:08:32,3.0,164.5,70.0
2025-05-04 02:00:00,2025-05-08 01:08:32,3.0,186.25,76.0
2025-05-04 03:00:00,2025-05-08 01:08:32,3.0,210.125,79.0
2025-05-04 04:00:00,2025-05-08 01:08:32,3.0,207.5625,77.5
2025-05-04 05:00:00,2025-05-08 01:08:32,3.0,212.28125,76.75
2025-05-04 06:00:00,2025-05-08 01:08:32,3.0,219.640625,76.375
2025-05-04 07:00:00,2025-05-08 01:08:32,3.0,221.3203125,76.1875
2025-05-04 08:00:00,2025-05-08 01:08:32,3.0,230.16015625,76.09375
2025-05-04 09:00:00,2025-05-08 01:08:32,3.0,222.580078125,76.046875
2025-05-04 10:00:00,2025-05-08 01:08:32,3.0,217.7900390625,76.0234375
2025-05-04 11:00:00,2025-05-08 01:08:32,3.0,220.89501953125,76.01171875
2025-05-04 12:00:00,2025-05-08 01:08:32,3.0,219.947509765625,76.005859375
2025-05-04 13:00:00,2025-05-08 01:08:32,3.0,217.4737548828125,76.0029296875
2025-05-04 14:00:00,2025-05-08 01:08:32,3.0,208.73687744140625,76.00146484375
2025-05-04 15:00:00,2025-05-08 01:08:32,3.0,196.36843872070312,75.500732421875
2025-05-04 16:00:00,2025-05-08 01:08:32,3.0,204.6842193603516,75.2503662109375
2025-05-04 17:00:00,2025-05-08 01:08:32,3.0,200.84210968017575,75.12518310546875
2025-05-04 18:00:00,2025-05-08 01:08:32,3.0,193.4210548400879,75.06259155273438
2025-05-04 19:00:00,2025-05-08 01:08:32,3.0,184.71052742004397,75.03129577636719
2025-05-04 20:00:00,2025-05-08 01:08:32,3.0,174.85526371002197,71.5156478881836
2025-05-04 21:00:00,2025-05-08 01:08:32,3.0,168.927631855011,67.7578239440918
2025-05-04 22:00:00,2025-05-08 01:08:32,3.0,165.4638159275055,62.8789119720459
2025-05-04 23:00:00,2025-05-08 01:08:32,3.0,164.73190796375275,60.43945598602295
