datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean
2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,4.965463553266616,286.5244246040688,276.8932028868618,192.18997992378343,0.1114113056509447
2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,4.965463553266616,286.5244246040688,276.8932028868618,192.18997992378343,0.1114113056509447
2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,4.965463553266616,286.5244246040688,276.8932028868618,192.18997992378343,0.1114113056509447
2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,4.965463553266616,286.5244246040688,276.8932028868618,192.18997992378343,0.1114113056509447
2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,4.073401207390365,284.9389549935271,276.6485036629696,192.18997992378343,0.1114113056509447
2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,4.073401207390365,284.9389549935271,276.6485036629696,192.18997992378343,0.1114113056509447
2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,4.073401207390365,284.9389549935271,276.6485036629696,192.18997992378343,0.1114113056509447
2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,3.478833754055495,283.8280593392126,276.55983872640286,96.11012027379545,0.1661252774369338
2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,3.478833754055495,283.8280593392126,276.55983872640286,96.11012027379545,0.1661252774369338
2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,3.478833754055495,283.8280593392126,276.55983872640286,96.11012027379545,0.1661252774369338
2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,3.1485294485254918,282.90678332529154,276.46325795210885,0.0,0.1844518833429871
2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,3.1485294485254918,282.90678332529154,276.46325795210885,0.0,0.1844518833429871
2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,3.1485294485254918,282.90678332529154,276.46325795210885,0.0,0.1844518833429871
2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,3.2363889476718724,284.76566060648395,276.82764135548763,0.0,0.205937275904055
2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,3.2363889476718724,284.76566060648395,276.82764135548763,0.0,0.205937275904055
2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,3.2363889476718724,284.76566060648395,276.82764135548763,0.0,0.205937275904055
2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,3.728300346409587,287.8797052301184,276.5306741723141,95.9166182693846,0.2359607348445541
2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,3.728300346409587,287.8797052301184,276.5306741723141,95.9166182693846,0.2359607348445541
2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,3.728300346409587,287.8797052301184,276.5306741723141,95.9166182693846,0.2359607348445541
2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,4.315481083155494,289.92435440955575,276.4568542339084,351.59908278332944,0.2752267449395892
2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,4.315481083155494,289.92435440955575,276.4568542339084,351.59908278332944,0.2752267449395892
2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,4.315481083155494,289.92435440955575,276.4568542339084,351.59908278332944,0.2752267449395892
2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,4.637936095342472,290.0074142234084,276.78267455945814,911.3304475081544,0.3376157512097162
2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,4.637936095342472,290.0074142234084,276.78267455945814,911.3304475081544,0.3376157512097162
2025-05-07 00:00:00,2025-05-08 22:24:46,3.0,4.637936095342472,290.0074142234084,276.78267455945814,911.3304475081544,0.3376157512097162
2025-05-07 01:00:00,2025-05-08 22:24:46,3.0,3.64183088253868,287.0137946523495,278.1162063017523,814.74553419932,0.3972633434866164
2025-05-07 02:00:00,2025-05-08 22:24:46,3.0,3.64183088253868,287.0137946523495,278.1162063017523,814.74553419932,0.3972633434866164
2025-05-07 03:00:00,2025-05-08 22:24:46,3.0,3.64183088253868,287.0137946523495,278.1162063017523,814.74553419932,0.3972633434866164
2025-05-07 04:00:00,2025-05-08 22:24:46,3.0,2.811626911847814,285.3024242896144,278.295431106676,204.0134275024353,0.4896866069949577
2025-05-07 05:00:00,2025-05-08 22:24:46,3.0,2.811626911847814,285.3024242896144,278.295431106676,204.0134275024353,0.4896866069949577
2025-05-07 06:00:00,2025-05-08 22:24:46,3.0,2.811626911847814,285.3024242896144,278.295431106676,204.0134275024353,0.4896866069949577
