UTC time,creation_time (UTC),version,coal,nat_gas,hydro,solar,wind
2025-05-03 00:00:00,2025-05-07 19:59:01,3.0,1342.0,272.0,701.0,601.0,394.0
2025-05-03 01:00:00,2025-05-07 19:59:01,3.0,1315.0,336.0,821.0,372.0,222.0
2025-05-03 02:00:00,2025-05-07 19:59:01,3.0,1626.0,590.0,914.0,54.0,187.0
2025-05-03 03:00:00,2025-05-07 19:59:01,3.0,1863.0,573.0,907.0,0.0,274.0
2025-05-03 04:00:00,2025-05-07 19:59:01,3.0,1768.0,515.0,851.0,0.0,366.0
2025-05-03 05:00:00,2025-05-07 19:59:01,3.0,1709.0,499.0,800.0,0.0,492.0
2025-05-03 06:00:00,2025-05-07 19:59:01,3.0,1610.0,400.0,681.0,0.0,671.0
2025-05-03 07:00:00,2025-05-07 19:59:01,3.0,1424.0,321.0,615.0,0.0,925.0
2025-05-03 08:00:00,2025-05-07 19:59:01,3.0,1273.0,272.0,595.0,0.0,1023.0
2025-05-03 09:00:00,2025-05-07 19:59:01,3.0,1270.0,271.0,576.0,0.0,1048.0
2025-05-03 10:00:00,2025-05-07 19:59:01,3.0,1233.0,272.0,593.0,0.0,907.0
2025-05-03 11:00:00,2025-05-07 19:59:01,3.0,1309.0,274.0,601.0,0.0,863.0
2025-05-03 12:00:00,2025-05-07 19:59:01,3.0,1373.0,271.0,697.0,0.0,875.0
2025-05-03 13:00:00,2025-05-07 19:59:01,3.0,1430.0,270.0,749.0,100.0,869.0
2025-05-03 14:00:00,2025-05-07 19:59:01,3.0,1510.0,271.0,768.0,464.0,569.0
2025-05-03 15:00:00,2025-05-07 19:59:01,3.0,1438.0,271.0,746.0,603.0,333.0
2025-05-03 16:00:00,2025-05-07 19:59:01,3.0,1379.0,273.0,654.0,617.0,240.0
2025-05-03 17:00:00,2025-05-07 19:59:01,3.0,1330.0,291.0,610.0,623.0,177.0
2025-05-03 18:00:00,2025-05-07 19:59:01,3.0,1316.0,296.0,586.0,625.0,194.0
2025-05-03 19:00:00,2025-05-07 19:59:01,3.0,1307.0,279.0,590.0,619.0,156.0
2025-05-03 20:00:00,2025-05-07 19:59:01,3.0,1306.0,288.0,591.0,593.0,136.0
2025-05-03 21:00:00,2025-05-07 19:59:01,3.0,1372.0,347.0,608.0,541.0,113.0
2025-05-03 22:00:00,2025-05-07 19:59:01,3.0,1442.0,357.0,650.0,519.0,142.0
2025-05-03 23:00:00,2025-05-07 19:59:01,3.0,1673.0,443.0,704.0,535.0,195.0
2025-05-04 00:00:00,2025-05-07 19:59:01,3.0,1708.0,426.0,738.0,496.0,331.0
2025-05-04 01:00:00,2025-05-07 19:59:01,3.0,1511.5,381.0,779.5,434.0,276.5
2025-05-04 02:00:00,2025-05-07 19:59:01,3.0,1568.75,485.5,846.75,244.0,231.75
2025-05-04 03:00:00,2025-05-07 19:59:01,3.0,1715.875,529.25,876.875,122.0,252.875
2025-05-04 04:00:00,2025-05-07 19:59:01,3.0,1741.9375,522.125,863.9375,61.0,309.4375
2025-05-04 05:00:00,2025-05-07 19:59:01,3.0,1725.46875,510.5625,831.96875,30.5,400.71875
2025-05-04 06:00:00,2025-05-07 19:59:01,3.0,1667.734375,455.28125,756.484375,15.25,535.859375
2025-05-04 07:00:00,2025-05-07 19:59:01,3.0,1545.8671875,388.140625,685.7421875,7.625,730.4296875
2025-05-04 08:00:00,2025-05-07 19:59:01,3.0,1409.43359375,330.0703125,640.37109375,3.8125,876.71484375
2025-05-04 09:00:00,2025-05-07 19:59:01,3.0,1339.716796875,300.53515625,608.185546875,1.90625,962.357421875
2025-05-04 10:00:00,2025-05-07 19:59:01,3.0,1286.3583984375,286.267578125,600.5927734375,0.953125,934.6787109375
2025-05-04 11:00:00,2025-05-07 19:59:01,3.0,1297.67919921875,280.1337890625,600.79638671875,0.4765625,898.83935546875
2025-05-04 12:00:00,2025-05-07 19:59:01,3.0,1335.339599609375,275.56689453125,648.898193359375,0.23828125,886.919677734375
2025-05-04 13:00:00,2025-05-07 19:59:01,3.0,1382.6697998046875,272.783447265625,698.9490966796875,50.119140625,877.9598388671875
2025-05-04 14:00:00,2025-05-07 19:59:01,3.0,1446.3348999023438,271.8917236328125,733.4745483398438,257.0595703125,723.4799194335938
2025-05-04 15:00:00,2025-05-07 19:59:01,3.0,1442.167449951172,271.44586181640625,739.7372741699219,430.02978515625,528.2399597167969
2025-05-04 16:00:00,2025-05-07 19:59:01,3.0,1410.583724975586,272.2229309082031,696.8686370849609,523.514892578125,384.1199798583984
2025-05-04 17:00:00,2025-05-07 19:59:01,3.0,1370.291862487793,281.6114654541016,653.4343185424805,573.2574462890625,280.5599899291992
2025-05-04 18:00:00,2025-05-07 19:59:01,3.0,1343.1459312438965,288.8057327270508,619.7171592712402,599.1287231445312,237.2799949645996
2025-05-04 19:00:00,2025-05-07 19:59:01,3.0,1325.0729656219482,283.9028663635254,604.8585796356201,609.0643615722656,196.6399974822998
2025-05-04 20:00:00,2025-05-07 19:59:01,3.0,1315.536482810974,285.9514331817627,597.9292898178101,601.0321807861328,166.3199987411499
2025-05-04 21:00:00,2025-05-07 19:59:01,3.0,1343.768241405487,316.47571659088135,602.964644908905,571.0160903930664,139.65999937057495
2025-05-04 22:00:00,2025-05-07 19:59:01,3.0,1392.8841207027435,336.7378582954407,626.4823224544525,545.0080451965332,140.82999968528748
2025-05-04 23:00:00,2025-05-07 19:59:01,3.0,1532.9420603513718,389.86892914772034,665.2411612272263,540.0040225982666,167.91499984264374
