datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2025-05-05 16:00:00,2025-05-07 19:59:01,3.0,5.828614751753002,287.2321082340292,278.0313436794339,193.78526207822995,3.4903403716670844,,,,0.0,473.44587
2025-05-05 17:00:00,2025-05-07 19:59:01,3.0,5.828614751753002,287.2321082340292,278.0313436794339,193.78526207822995,3.4903403716670844,,,,0.0,492.92632
2025-05-05 18:00:00,2025-05-07 19:59:01,3.0,5.828614751753002,287.2321082340292,278.0313436794339,193.78526207822995,3.4903403716670844,,,,40.39049,479.05058
2025-05-05 19:00:00,2025-05-07 19:59:01,3.0,6.222983182079756,287.5713259419268,277.7913624609934,361.38985182057297,4.283059013815368,,,,86.1876,492.28785
2025-05-05 20:00:00,2025-05-07 19:59:01,3.0,6.222983182079756,287.5713259419268,277.7913624609934,361.38985182057297,4.283059013815368,,,,148.84868,464.86935
2025-05-05 21:00:00,2025-05-07 19:59:01,3.0,6.222983182079756,287.5713259419268,277.7913624609934,361.38985182057297,4.283059013815368,,,,211.61041,436.43504
2025-05-05 22:00:00,2025-05-07 19:59:01,3.0,5.851114901973173,285.7030931076566,278.2206616111196,562.229950566925,5.172088332624023,,,,269.43764,420.43717
2025-05-05 23:00:00,2025-05-07 19:59:01,3.0,5.851114901973173,285.7030931076566,278.2206616111196,562.229950566925,5.172088332624023,,,,314.28931,445.48298
2025-05-06 00:00:00,2025-05-07 19:59:01,3.0,5.851114901973173,285.7030931076566,278.2206616111196,562.229950566925,5.172088332624023,,,,9624.52999,3816.19007
2025-05-06 01:00:00,2025-05-07 19:59:01,3.0,4.928664765553076,282.46384308521044,277.81942036853394,437.6977866732232,6.136367717915324,,,,4156.49987,3868.6
2025-05-06 02:00:00,2025-05-07 19:59:01,3.0,4.928664765553076,282.46384308521044,277.81942036853394,437.6977866732232,6.136367717915324,,,,485.57001,3819.52998
2025-05-06 03:00:00,2025-05-07 19:59:01,3.0,4.928664765553076,282.46384308521044,277.81942036853394,437.6977866732232,6.136367717915324,,,,198.46899,464.55138
2025-05-06 04:00:00,2025-05-07 19:59:01,3.0,4.236640181365146,281.047897776876,277.48190982854726,45.47033124206125,7.134313321706619,,,,149.99165,469.36262
2025-05-06 05:00:00,2025-05-07 19:59:01,3.0,4.236640181365146,281.047897776876,277.48190982854726,45.47033124206125,7.134313321706619,,,,106.22621,464.46187
2025-05-06 06:00:00,2025-05-07 19:59:01,3.0,4.236640181365146,281.047897776876,277.48190982854726,45.47033124206125,7.134313321706619,,,,43.81747,465.77203
2025-05-06 07:00:00,2025-05-07 19:59:01,3.0,3.696602965799734,280.0469337260176,277.1259860082041,22.73501485341525,7.944920645546063,,,,11.63708,459.58567
2025-05-06 08:00:00,2025-05-07 19:59:01,3.0,3.696602965799734,280.0469337260176,277.1259860082041,22.73501485341525,7.944920645546063,,,,0.0,446.21853
2025-05-06 09:00:00,2025-05-07 19:59:01,3.0,3.696602965799734,280.0469337260176,277.1259860082041,22.73501485341525,7.944920645546063,,,,0.0,415.18078
2025-05-06 10:00:00,2025-05-07 19:59:01,3.0,3.636513638941208,279.4797875006174,276.8682504062712,0.0,8.677218182586085,,,,0.0,433.02972
2025-05-06 11:00:00,2025-05-07 19:59:01,3.0,3.636513638941208,279.4797875006174,276.8682504062712,0.0,8.677218182586085,,,,0.0,422.68683
2025-05-06 12:00:00,2025-05-07 19:59:01,3.0,3.636513638941208,279.4797875006174,276.8682504062712,0.0,8.677218182586085,,,,0.69616,422.79276
2025-05-06 13:00:00,2025-05-07 19:59:01,3.0,4.170952301542791,281.8743350406447,277.32667313351675,0.5830933855025181,9.575521452386424,,,,11.05378,427.27098
2025-05-06 14:00:00,2025-05-07 19:59:01,3.0,4.170952301542791,281.8743350406447,277.32667313351675,0.5830933855025181,9.575521452386424,,,,0.0,451.26854
2025-05-06 15:00:00,2025-05-07 19:59:01,3.0,4.170952301542791,281.8743350406447,277.32667313351675,0.5830933855025181,9.575521452386424,,,,0.0,471.44055
2025-05-06 16:00:00,2025-05-07 19:59:01,3.0,4.570685084584241,284.1556049507131,277.4346258264442,129.99528316125293,10.76819587289824,,,,0.0,473.44587
2025-05-06 17:00:00,2025-05-07 19:59:01,3.0,4.570685084584241,284.1556049507131,277.4346258264442,129.99528316125293,10.76819587289824,,,,0.0,492.92632
2025-05-06 18:00:00,2025-05-07 19:59:01,3.0,4.570685084584241,284.1556049507131,277.4346258264442,129.99528316125293,10.76819587289824,,,,40.39049,479.05058
2025-05-06 19:00:00,2025-05-07 19:59:01,3.0,4.828311379405718,285.1575241294329,277.56714836722193,264.3502736272592,12.114693051362297,,,,86.1876,492.28785
2025-05-06 20:00:00,2025-05-07 19:59:01,3.0,4.828311379405718,285.1575241294329,277.56714836722193,264.3502736272592,12.114693051362297,,,,148.84868,464.86935
