,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,380.05,1669.0,287.0,713.0,266.0,682.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,379.86,1681.0,355.0,855.0,106.0,712.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,416.02,1961.0,474.0,899.0,17.0,653.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,418.34,2061.0,435.0,902.0,0.0,731.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,398.25,1888.0,352.0,837.0,0.0,853.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,380.84,1649.0,273.0,706.0,0.0,928.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,376.78,1572.0,272.0,652.0,0.0,942.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,391.17,1595.0,276.0,589.0,0.0,900.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,413.85,1675.0,283.0,640.0,0.0,731.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,451.4,1764.0,277.0,606.0,0.0,550.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,446.92,1728.0,282.0,614.0,0.0,548.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,462.12,1780.0,338.0,570.0,0.0,510.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,489.24,1991.0,422.0,625.0,0.0,374.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,498.91,2242.0,512.0,801.0,3.0,237.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,505.83,2392.0,521.0,815.0,30.0,217.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,496.5,2278.0,518.0,816.0,72.0,189.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,517.12,2412.0,555.0,734.0,121.0,120.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,528.74,2534.0,554.0,628.0,178.0,136.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,521.95,2477.0,559.0,616.0,190.0,161.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,513.19,2392.0,557.0,563.0,226.0,206.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,500.46,2328.0,477.0,578.0,212.0,293.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,491.17,2289.0,425.0,576.0,194.0,378.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,478.81,2256.0,435.0,586.0,151.0,489.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,451.31,2184.0,421.0,635.0,107.0,676.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,422.88,2031.0,369.0,696.0,71.0,806.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,402.11,1856.0,362.0,775.5,88.5,759.0
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,409.21,1908.5,418.0,837.25,52.75,706.0
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,413.89,1984.75,426.5,869.625,26.375,718.5
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,406.16,1936.375,389.25,853.3125,13.1875,785.75
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,394.21,1792.6875,331.125,779.65625,6.59375,856.875
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,385.89,1682.34375,301.5625,715.828125,3.296875,899.4375
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,388.44,1638.671875,288.78125,652.4140625,1.6484375,899.71875
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,400.86,1656.8359375,285.890625,646.20703125,0.82421875,815.359375
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,425.33,1710.41796875,281.4453125,626.103515625,0.412109375,682.6796875
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,435.91,1719.208984375,281.72265625,620.0517578125,0.2060546875,615.33984375
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,448.94,1749.6044921875,309.861328125,595.02587890625,0.10302734375,562.669921875
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,469.68,1870.30224609375,365.9306640625,610.012939453125,0.051513671875,468.3349609375
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,485.28,2056.151123046875,438.96533203125,705.5064697265625,1.5257568359375,352.66748046875
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,496.13,2224.075561523437,479.982666015625,760.2532348632812,15.76287841796875,284.833740234375
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,496.32,2251.0377807617188,498.9913330078125,788.1266174316406,43.881439208984375,236.9168701171875
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,506.88,2331.5188903808594,526.9956665039062,761.0633087158203,82.44071960449219,178.45843505859375
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,518.02,2432.7594451904297,540.4978332519531,694.5316543579102,130.2203598022461,157.22921752929688
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,519.99,2454.879722595215,549.7489166259766,655.2658271789551,160.11017990112305,159.11460876464844
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,516.61,2423.4398612976074,553.3744583129883,609.1329135894775,193.05508995056152,182.55730438232425
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,508.61,2375.719930648804,515.1872291564941,593.5664567947388,202.5275449752808,237.7786521911621
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,499.96,2332.359965324402,470.0936145782471,584.7832283973694,198.2637724876404,307.88932609558105
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,489.35,2294.179982662201,452.54680728912354,585.3916141986847,174.6318862438202,398.4446630477905
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,470.05,2239.0899913311005,436.77340364456177,610.1958070993423,140.8159431219101,537.2223315238953
