datetime,creation_time (UTC),version,avg_solar_production_forecast
2025-05-04T00:00:00.000000000,2025-05-08 01:08:32,3.0,9624.52985
2025-05-04T01:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-04T02:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-04T03:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-04T04:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-04T05:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-04T06:00:00.000000000,2025-05-08 01:08:32,3.0,3.5629
2025-05-04T07:00:00.000000000,2025-05-08 01:08:32,3.0,5.58827
2025-05-04T08:00:00.000000000,2025-05-08 01:08:32,3.0,9.12503
2025-05-04T09:00:00.000000000,2025-05-08 01:08:32,3.0,3.74162
2025-05-04T10:00:00.000000000,2025-05-08 01:08:32,3.0,2.93075
2025-05-04T11:00:00.000000000,2025-05-08 01:08:32,3.0,3.04363
2025-05-04T12:00:00.000000000,2025-05-08 01:08:32,3.0,10.36921
2025-05-04T13:00:00.000000000,2025-05-08 01:08:32,3.0,39.50445
2025-05-04T14:00:00.000000000,2025-05-08 01:08:32,3.0,64.53433
2025-05-04T15:00:00.000000000,2025-05-08 01:08:32,3.0,85.89162
2025-05-04T16:00:00.000000000,2025-05-08 01:08:32,3.0,95.46023
2025-05-04T17:00:00.000000000,2025-05-08 01:08:32,3.0,98.71496
2025-05-04T18:00:00.000000000,2025-05-08 01:08:32,3.0,94.99957
2025-05-04T19:00:00.000000000,2025-05-08 01:08:32,3.0,88.79939
2025-05-04T20:00:00.000000000,2025-05-08 01:08:32,3.0,77.60035
2025-05-04T21:00:00.000000000,2025-05-08 01:08:32,3.0,59.51203
2025-05-04T22:00:00.000000000,2025-05-08 01:08:32,3.0,37.52216
2025-05-04T23:00:00.000000000,2025-05-08 01:08:32,3.0,18.78687
2025-05-05T00:00:00.000000000,2025-05-08 01:08:32,3.0,9624.52985
2025-05-05T01:00:00.000000000,2025-05-08 01:08:32,3.0,4156.49989
2025-05-05T02:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-05T03:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-05T04:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-05T05:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-05T06:00:00.000000000,2025-05-08 01:08:32,3.0,3.5629
2025-05-05T07:00:00.000000000,2025-05-08 01:08:32,3.0,5.58827
2025-05-05T08:00:00.000000000,2025-05-08 01:08:32,3.0,9.12503
2025-05-05T09:00:00.000000000,2025-05-08 01:08:32,3.0,3.74162
2025-05-05T10:00:00.000000000,2025-05-08 01:08:32,3.0,2.93075
2025-05-05T11:00:00.000000000,2025-05-08 01:08:32,3.0,3.04363
2025-05-05T12:00:00.000000000,2025-05-08 01:08:32,3.0,10.36921
2025-05-05T13:00:00.000000000,2025-05-08 01:08:32,3.0,39.50445
2025-05-05T14:00:00.000000000,2025-05-08 01:08:32,3.0,64.53433
2025-05-05T15:00:00.000000000,2025-05-08 01:08:32,3.0,85.89162
2025-05-05T16:00:00.000000000,2025-05-08 01:08:32,3.0,95.46023
2025-05-05T17:00:00.000000000,2025-05-08 01:08:32,3.0,98.71496
2025-05-05T18:00:00.000000000,2025-05-08 01:08:32,3.0,94.99957
2025-05-05T19:00:00.000000000,2025-05-08 01:08:32,3.0,88.79939
2025-05-05T20:00:00.000000000,2025-05-08 01:08:32,3.0,77.60035
2025-05-05T21:00:00.000000000,2025-05-08 01:08:32,3.0,59.51203
2025-05-05T22:00:00.000000000,2025-05-08 01:08:32,3.0,37.52216
2025-05-05T23:00:00.000000000,2025-05-08 01:08:32,3.0,18.78687
2025-05-06T00:00:00.000000000,2025-05-08 01:08:32,3.0,9624.52985
2025-05-06T01:00:00.000000000,2025-05-08 01:08:32,3.0,4156.49989
2025-05-06T02:00:00.000000000,2025-05-08 01:08:32,3.0,485.57002
2025-05-06T03:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-06T04:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-06T05:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-06T06:00:00.000000000,2025-05-08 01:08:32,3.0,3.5629
2025-05-06T07:00:00.000000000,2025-05-08 01:08:32,3.0,5.58827
2025-05-06T08:00:00.000000000,2025-05-08 01:08:32,3.0,9.12503
2025-05-06T09:00:00.000000000,2025-05-08 01:08:32,3.0,3.74162
2025-05-06T10:00:00.000000000,2025-05-08 01:08:32,3.0,2.93075
2025-05-06T11:00:00.000000000,2025-05-08 01:08:32,3.0,3.04363
2025-05-06T12:00:00.000000000,2025-05-08 01:08:32,3.0,10.36921
2025-05-06T13:00:00.000000000,2025-05-08 01:08:32,3.0,39.50445
2025-05-06T14:00:00.000000000,2025-05-08 01:08:32,3.0,64.53433
2025-05-06T15:00:00.000000000,2025-05-08 01:08:32,3.0,85.89162
2025-05-06T16:00:00.000000000,2025-05-08 01:08:32,3.0,95.46023
2025-05-06T17:00:00.000000000,2025-05-08 01:08:32,3.0,98.71496
2025-05-06T18:00:00.000000000,2025-05-08 01:08:32,3.0,94.99957
2025-05-06T19:00:00.000000000,2025-05-08 01:08:32,3.0,88.79939
2025-05-06T20:00:00.000000000,2025-05-08 01:08:32,3.0,77.60035
2025-05-06T21:00:00.000000000,2025-05-08 01:08:32,3.0,59.51203
2025-05-06T22:00:00.000000000,2025-05-08 01:08:32,3.0,37.52216
2025-05-06T23:00:00.000000000,2025-05-08 01:08:32,3.0,18.78687
2025-05-07T00:00:00.000000000,2025-05-08 01:08:32,3.0,9624.52985
2025-05-07T01:00:00.000000000,2025-05-08 01:08:32,3.0,4156.49989
2025-05-07T02:00:00.000000000,2025-05-08 01:08:32,3.0,485.57002
2025-05-07T03:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-07T04:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-07T05:00:00.000000000,2025-05-08 01:08:32,3.0,0.0
2025-05-07T06:00:00.000000000,2025-05-08 01:08:32,3.0,3.5629
2025-05-07T07:00:00.000000000,2025-05-08 01:08:32,3.0,5.58827
2025-05-07T08:00:00.000000000,2025-05-08 01:08:32,3.0,9.12503
2025-05-07T09:00:00.000000000,2025-05-08 01:08:32,3.0,3.74162
2025-05-07T10:00:00.000000000,2025-05-08 01:08:32,3.0,2.93075
2025-05-07T11:00:00.000000000,2025-05-08 01:08:32,3.0,3.04363
2025-05-07T12:00:00.000000000,2025-05-08 01:08:32,3.0,10.36921
2025-05-07T13:00:00.000000000,2025-05-08 01:08:32,3.0,39.50445
2025-05-07T14:00:00.000000000,2025-05-08 01:08:32,3.0,64.53433
2025-05-07T15:00:00.000000000,2025-05-08 01:08:32,3.0,85.89162
2025-05-07T16:00:00.000000000,2025-05-08 01:08:32,3.0,95.46023
2025-05-07T17:00:00.000000000,2025-05-08 01:08:32,3.0,98.71496
2025-05-07T18:00:00.000000000,2025-05-08 01:08:32,3.0,94.99957
2025-05-07T19:00:00.000000000,2025-05-08 01:08:32,3.0,88.79939
2025-05-07T20:00:00.000000000,2025-05-08 01:08:32,3.0,77.60035
2025-05-07T21:00:00.000000000,2025-05-08 01:08:32,3.0,59.51203
2025-05-07T22:00:00.000000000,2025-05-08 01:08:32,3.0,37.52216
2025-05-07T23:00:00.000000000,2025-05-08 01:08:32,3.0,18.78687
