datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2025-05-06 00:00:00,DSWRF,surface,36.75,-121.75,235.34755016347674,117.67310635651674,0.0,0.0,93.54450132179883,367.2115835794216,977.8111805905075,888.1643564747426,241.7161490489154,120.85801083715664,0.0,0.0,94.59435313973073,364.59347134571965,965.1937732420636,876.9152426134785,238.92533378442846,119.46266384724102,0.0,0.0,90.85984476562251,351.8241382084082,931.5426890030669,840.2619800981107,218.50427912618977,109.25156604243033,0.0,0.0,98.90321741482619,370.82660420959024,974.3929085541325,886.5881004263188
