,UTC time,creation_time (UTC),version,carbon_intensity,hydro
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,24.0,608.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,24.0,775.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,24.0,856.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,24.0,839.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,24.0,874.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,24.0,825.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,24.0,867.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,24.0,772.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,24.0,710.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,24.0,684.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,24.0,698.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,24.0,754.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,24.0,807.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,24.0,879.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,24.0,823.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,24.0,780.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,24.0,732.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,24.0,814.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,24.0,666.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,24.0,501.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,24.0,389.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,24.0,372.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,24.0,375.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,24.0,449.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,24.0,492.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,24.0,633.5
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,24.0,744.75
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,24.0,791.875
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,24.0,832.9375
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,24.0,828.96875
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,24.0,847.984375
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,24.0,809.9921875
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,24.0,759.99609375
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,24.0,721.998046875
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,24.0,709.9990234375
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,24.0,731.99951171875
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,24.0,769.499755859375
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,24.0,824.2498779296875
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,24.0,823.6249389648438
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,24.0,801.8124694824219
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,24.0,766.9062347412109
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,24.0,790.4531173706055
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,24.0,728.2265586853027
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,24.0,614.6132793426514
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,24.0,501.8066396713257
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,24.0,436.9033198356629
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,24.0,405.9516599178314
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,24.0,427.4758299589157
