UTC time,creation_time (UTC),version,hydro
2025-04-28 00:00:00,2025-05-01 15:44:10,3.0,256.0
2025-04-28 01:00:00,2025-05-01 15:44:10,3.0,651.0
2025-04-28 02:00:00,2025-05-01 15:44:10,3.0,853.0
2025-04-28 03:00:00,2025-05-01 15:44:10,3.0,878.0
2025-04-28 04:00:00,2025-05-01 15:44:10,3.0,817.0
2025-04-28 05:00:00,2025-05-01 15:44:10,3.0,864.0
2025-04-28 06:00:00,2025-05-01 15:44:10,3.0,856.0
2025-04-28 07:00:00,2025-05-01 15:44:10,3.0,782.0
2025-04-28 08:00:00,2025-05-01 15:44:10,3.0,696.0
2025-04-28 09:00:00,2025-05-01 15:44:10,3.0,757.0
2025-04-28 10:00:00,2025-05-01 15:44:10,3.0,700.0
2025-04-28 11:00:00,2025-05-01 15:44:10,3.0,700.0
2025-04-28 12:00:00,2025-05-01 15:44:10,3.0,729.0
2025-04-28 13:00:00,2025-05-01 15:44:10,3.0,781.0
2025-04-28 14:00:00,2025-05-01 15:44:10,3.0,936.0
2025-04-28 15:00:00,2025-05-01 15:44:10,3.0,746.0
2025-04-28 16:00:00,2025-05-01 15:44:10,3.0,404.0
2025-04-28 17:00:00,2025-05-01 15:44:10,3.0,409.0
2025-04-28 18:00:00,2025-05-01 15:44:10,3.0,404.0
2025-04-28 19:00:00,2025-05-01 15:44:10,3.0,463.0
2025-04-28 20:00:00,2025-05-01 15:44:10,3.0,416.0
2025-04-28 21:00:00,2025-05-01 15:44:10,3.0,597.0
2025-04-28 22:00:00,2025-05-01 15:44:10,3.0,565.0
2025-04-28 23:00:00,2025-05-01 15:44:10,3.0,587.0
2025-04-29 00:00:00,2025-05-01 15:44:10,3.0,568.0
2025-04-29 01:00:00,2025-05-01 15:44:10,3.0,609.5
2025-04-29 02:00:00,2025-05-01 15:44:10,3.0,731.25
2025-04-29 03:00:00,2025-05-01 15:44:10,3.0,804.625
2025-04-29 04:00:00,2025-05-01 15:44:10,3.0,810.8125
2025-04-29 05:00:00,2025-05-01 15:44:10,3.0,837.40625
2025-04-29 06:00:00,2025-05-01 15:44:10,3.0,846.703125
2025-04-29 07:00:00,2025-05-01 15:44:10,3.0,814.3515625
2025-04-29 08:00:00,2025-05-01 15:44:10,3.0,755.17578125
2025-04-29 09:00:00,2025-05-01 15:44:10,3.0,756.087890625
2025-04-29 10:00:00,2025-05-01 15:44:10,3.0,728.0439453125
2025-04-29 11:00:00,2025-05-01 15:44:10,3.0,714.02197265625
2025-04-29 12:00:00,2025-05-01 15:44:10,3.0,721.510986328125
2025-04-29 13:00:00,2025-05-01 15:44:10,3.0,751.2554931640625
2025-04-29 14:00:00,2025-05-01 15:44:10,3.0,843.6277465820312
2025-04-29 15:00:00,2025-05-01 15:44:10,3.0,794.8138732910156
2025-04-29 16:00:00,2025-05-01 15:44:10,3.0,599.4069366455078
2025-04-29 17:00:00,2025-05-01 15:44:10,3.0,504.2034683227539
2025-04-29 18:00:00,2025-05-01 15:44:10,3.0,454.10173416137695
2025-04-29 19:00:00,2025-05-01 15:44:10,3.0,458.5508670806885
2025-04-29 20:00:00,2025-05-01 15:44:10,3.0,437.2754335403442
2025-04-29 21:00:00,2025-05-01 15:44:10,3.0,517.1377167701721
2025-04-29 22:00:00,2025-05-01 15:44:10,3.0,541.0688583850861
2025-04-29 23:00:00,2025-05-01 15:44:10,3.0,564.034429192543
