UTC time,hydro
2025-04-19 00:00:00,534.0
2025-04-19 01:00:00,726.0
2025-04-19 02:00:00,852.0
2025-04-19 03:00:00,1006.0
2025-04-19 04:00:00,1031.0
2025-04-19 05:00:00,941.0
2025-04-19 06:00:00,937.0
2025-04-19 07:00:00,852.0
2025-04-19 08:00:00,950.0
2025-04-19 09:00:00,806.0
2025-04-19 10:00:00,687.0
2025-04-19 11:00:00,694.0
2025-04-19 12:00:00,713.0
2025-04-19 13:00:00,697.0
2025-04-19 14:00:00,629.0
2025-04-19 15:00:00,665.0
2025-04-19 16:00:00,632.0
2025-04-19 17:00:00,310.0
2025-04-19 18:00:00,305.0
2025-04-19 19:00:00,315.0
2025-04-19 20:00:00,307.0
2025-04-19 21:00:00,309.0
2025-04-19 22:00:00,311.0
2025-04-19 23:00:00,311.0
2025-04-20 00:00:00,627.0
2025-04-20 01:00:00,676.5
2025-04-20 02:00:00,764.25
2025-04-20 03:00:00,885.125
2025-04-20 04:00:00,958.0625
2025-04-20 05:00:00,949.53125
2025-04-20 06:00:00,943.265625
2025-04-20 07:00:00,897.6328125
2025-04-20 08:00:00,923.81640625
2025-04-20 09:00:00,864.908203125
2025-04-20 10:00:00,775.9541015625
2025-04-20 11:00:00,734.97705078125
2025-04-20 12:00:00,723.988525390625
2025-04-20 13:00:00,710.4942626953125
2025-04-20 14:00:00,669.7471313476562
2025-04-20 15:00:00,667.3735656738281
2025-04-20 16:00:00,649.6867828369141
2025-04-20 17:00:00,479.84339141845703
2025-04-20 18:00:00,392.4216957092285
2025-04-20 19:00:00,353.71084785461426
2025-04-20 20:00:00,330.35542392730713
2025-04-20 21:00:00,319.67771196365356
2025-04-20 22:00:00,315.3388559818268
2025-04-20 23:00:00,313.1694279909134
