datetime,param,level,latitude,longitude,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2025-04-29 00:00:00,DPT,2 m above ground,31.5,-83.0,286.33505702048603,286.8077789927864,286.8582420519754,287.41443600776967,287.55379457906395,287.1696749265375,287.3257246539795,288.1108196099036,287.75111528076854,287.5852066746347,287.4718934589894,287.9247859088829,288.27399051973475,288.0765822518723,287.4412226199831,288.37156793465397,287.89560538887326,287.7967727344477,287.7630841704914,288.27236495703096,287.65855758214184,287.1770227466244,287.03214685190574,288.38097983639534,288.4465678181142,288.665055496748,288.88998782623423,289.4333524790236,289.32202691643784,288.42733891513205,288.65358029732374,289.5294890139645
