datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2025-05-06 00:00:00,DSWRF,surface,31.5,-83.0,0.19008013766608028,0.0949833966465965,0.0,20.879605349051026,494.8661761212103,686.6963890563127,761.5658730423391,514.6501306180508,0.2180420860241995,0.10897886827267717,0.0,8.960600855754347,144.08733455852007,148.24234532002316,137.53111470341776,109.41890639836645,0.2032335505089949,0.10052075803744696,0.0,16.69921729054127,460.20080885332663,669.0128354582384,720.6567594706328,446.3578838755708,0.16975940441352766,0.08481308875114918,0.0,16.830781391046692,428.3060520577528,589.1894623408115,601.31080170768,384.5590090306308
