datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2025-05-04 00:00:00,APCP,surface,43.25,-116.5,0.11999692046899416,0.31711754344078724,0.503313589927403,0.6463225225133774,0.7633175256359332,0.9411428542740086,1.266527086907312,1.7890893334790419,2.3734607823970726,2.853135044185402,3.37615977797039,4.110948877569783,4.938157171075371,5.692532241048049,6.524422493834011,7.4064707185266805,8.384994907541198,9.373722449356336,10.121372935769898,10.52539417990069,10.785477373715253,11.116164418913144,11.281102570705553,11.350570532606348,11.396905814384468,11.461625800534101,11.487958492716444,11.494716191620812,11.49724960924937,11.507826561186397,11.532154737549796,11.564337382578454
