,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
32,2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,664.03,884.4453125,260.9375,0.00390625,2.5703125,0.1328125,71.48828125
33,2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,661.69,850.72265625,262.46875,0.001953125,1.28515625,0.06640625,71.244140625
34,2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,656.98,869.861328125,290.234375,0.0009765625,0.642578125,0.033203125,71.6220703125
35,2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,672.54,1019.4306640625,267.6171875,0.00048828125,0.3212890625,1.5166015625,71.31103515625
36,2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,665.78,1100.71533203125,256.80859375,0.000244140625,0.16064453125,31.75830078125,71.655517578125
37,2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,641.48,1144.857666015625,245.904296875,0.0001220703125,0.080322265625,99.879150390625,72.3277587890625
38,2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,616.67,1147.9288330078125,250.9521484375,6.103515625e-05,0.0401611328125,161.4395751953125,73.16387939453125
39,2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,604.72,1140.4644165039062,243.47607421875,3.0517578125e-05,0.02008056640625,194.71978759765625,73.08193969726562
40,2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,603.97,1197.7322082519531,264.738037109375,1.52587890625e-05,0.010040283203125,203.35989379882807,73.04096984863281
41,2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,613.39,1295.3661041259766,279.3690185546875,7.62939453125e-06,0.0050201416015625,194.1799468994141,73.0204849243164
42,2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,609.73,1338.6830520629885,287.6845092773437,3.814697265625e-06,0.0025100708007812,212.58997344970703,74.0102424621582
43,2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,601.44,1378.341526031494,293.3422546386719,1.9073486328125e-06,22.50125503540039,224.79498672485352,72.5051212310791
44,2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,588.87,1409.170763015747,293.67112731933594,9.5367431640625e-07,82.2506275177002,216.3974933624268,73.25256061553955
45,2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,583.42,1449.5853815078735,289.335563659668,4.76837158203125e-07,117.6253137588501,214.19874668121332,73.12628030776978
46,2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,581.14,1483.2926907539368,287.167781829834,2.384185791015625e-07,135.31265687942505,216.0993733406067,74.06314015388489
47,2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,590.51,1545.1463453769684,299.583890914917,1.1920928955078125e-07,144.15632843971252,185.5496866703033,72.53157007694244
