,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2025-05-03 00:00:00,2025-05-08 01:08:32,3.0,621.09,1525.0,413.0,0.0,164.0,7.0,42.0
1,2025-05-03 01:00:00,2025-05-08 01:08:32,3.0,633.99,1523.0,463.0,0.0,106.0,0.0,42.0
2,2025-05-03 02:00:00,2025-05-08 01:08:32,3.0,644.99,1478.0,467.0,0.0,60.0,0.0,41.0
3,2025-05-03 03:00:00,2025-05-08 01:08:32,3.0,645.36,1356.0,465.0,0.0,38.0,0.0,41.0
4,2025-05-03 04:00:00,2025-05-08 01:08:32,3.0,644.65,1106.0,453.0,1.0,0.0,0.0,42.0
5,2025-05-03 05:00:00,2025-05-08 01:08:32,3.0,659.69,1032.0,341.0,0.0,0.0,0.0,56.0
6,2025-05-03 06:00:00,2025-05-08 01:08:32,3.0,680.29,1024.0,242.0,0.0,0.0,0.0,62.0
7,2025-05-03 07:00:00,2025-05-08 01:08:32,3.0,668.45,963.0,276.0,0.0,0.0,0.0,62.0
8,2025-05-03 08:00:00,2025-05-08 01:08:32,3.0,666.0,911.0,269.0,0.0,0.0,0.0,66.0
9,2025-05-03 09:00:00,2025-05-08 01:08:32,3.0,665.19,920.0,275.0,0.0,0.0,0.0,67.0
10,2025-05-03 10:00:00,2025-05-08 01:08:32,3.0,665.45,914.0,272.0,0.0,0.0,0.0,67.0
11,2025-05-03 11:00:00,2025-05-08 01:08:32,3.0,685.95,975.0,205.0,0.0,0.0,0.0,67.0
12,2025-05-03 12:00:00,2025-05-08 01:08:32,3.0,651.49,989.0,245.0,0.0,0.0,51.0,67.0
13,2025-05-03 13:00:00,2025-05-08 01:08:32,3.0,599.86,1039.0,307.0,0.0,1.0,156.0,66.0
14,2025-05-03 14:00:00,2025-05-08 01:08:32,3.0,602.86,1170.0,300.0,0.0,0.0,186.0,67.0
15,2025-05-03 15:00:00,2025-05-08 01:08:32,3.0,616.76,1231.0,203.0,0.0,0.0,200.0,69.0
16,2025-05-03 16:00:00,2025-05-08 01:08:32,3.0,604.79,1306.0,309.0,0.0,0.0,212.0,65.0
17,2025-05-03 17:00:00,2025-05-08 01:08:32,3.0,597.24,1475.0,301.0,0.0,74.0,211.0,66.0
18,2025-05-03 18:00:00,2025-05-08 01:08:32,3.0,600.47,1479.0,266.0,0.0,84.0,204.0,67.0
19,2025-05-03 19:00:00,2025-05-08 01:08:32,3.0,589.77,1560.0,270.0,0.0,147.0,201.0,67.0
20,2025-05-03 20:00:00,2025-05-08 01:08:32,3.0,597.94,1498.0,245.0,0.0,169.0,141.0,68.0
21,2025-05-03 21:00:00,2025-05-08 01:08:32,3.0,609.44,1493.0,308.0,0.0,170.0,74.0,68.0
22,2025-05-03 22:00:00,2025-05-08 01:08:32,3.0,619.1,1509.0,302.0,0.0,171.0,46.0,69.0
23,2025-05-03 23:00:00,2025-05-08 01:08:32,3.0,621.45,1452.0,313.0,0.0,164.0,28.0,68.0
24,2025-05-04 00:00:00,2025-05-08 01:08:32,3.0,660.51,1555.0,319.0,0.0,83.0,2.0,69.0
25,2025-05-04 01:00:00,2025-05-08 01:08:32,3.0,646.91,1539.0,391.0,0.0,94.5,1.0,55.5
26,2025-05-04 02:00:00,2025-05-08 01:08:32,3.0,645.96,1508.5,429.0,0.0,77.25,0.5,48.25
27,2025-05-04 03:00:00,2025-05-08 01:08:32,3.0,645.67,1432.25,447.0,0.0,57.625,0.25,44.625
28,2025-05-04 04:00:00,2025-05-08 01:08:32,3.0,645.21,1269.125,450.0,0.5,28.8125,0.125,43.3125
29,2025-05-04 05:00:00,2025-05-08 01:08:32,3.0,651.63,1150.5625,395.5,0.25,14.40625,0.0625,49.65625
30,2025-05-04 06:00:00,2025-05-08 01:08:32,3.0,664.59,1087.28125,318.75,0.125,7.203125,0.03125,55.828125
31,2025-05-04 07:00:00,2025-05-08 01:08:32,3.0,666.4,1025.140625,297.375,0.0625,3.6015625,0.015625,58.9140625
32,2025-05-04 08:00:00,2025-05-08 01:08:32,3.0,666.21,968.0703125,283.1875,0.03125,1.80078125,0.0078125,62.45703125
33,2025-05-04 09:00:00,2025-05-08 01:08:32,3.0,665.71,944.03515625,279.09375,0.015625,0.900390625,0.00390625,64.728515625
34,2025-05-04 10:00:00,2025-05-08 01:08:32,3.0,665.58,929.017578125,275.546875,0.0078125,0.4501953125,0.001953125,65.8642578125
35,2025-05-04 11:00:00,2025-05-08 01:08:32,3.0,675.67,952.0087890625,240.2734375,0.00390625,0.22509765625,0.0009765625,66.43212890625
36,2025-05-04 12:00:00,2025-05-08 01:08:32,3.0,663.15,970.50439453125,242.63671875,0.001953125,0.112548828125,25.50048828125,66.716064453125
37,2025-05-04 13:00:00,2025-05-08 01:08:32,3.0,628.6,1004.752197265625,274.818359375,0.0009765625,0.5562744140625,90.750244140625,66.3580322265625
38,2025-05-04 14:00:00,2025-05-08 01:08:32,3.0,614.57,1087.3760986328125,287.4091796875,0.00048828125,0.27813720703125,138.3751220703125,66.67901611328125
39,2025-05-04 15:00:00,2025-05-08 01:08:32,3.0,615.71,1159.1880493164062,245.20458984375,0.000244140625,0.139068603515625,169.18756103515625,67.83950805664062
40,2025-05-04 16:00:00,2025-05-08 01:08:32,3.0,609.86,1232.5940246582031,277.102294921875,0.0001220703125,0.0695343017578125,190.59378051757807,66.41975402832031
41,2025-05-04 17:00:00,2025-05-08 01:08:32,3.0,602.96,1353.7970123291016,289.0511474609375,6.103515625e-05,37.034767150878906,200.79689025878903,66.20987701416016
42,2025-05-04 18:00:00,2025-05-08 01:08:32,3.0,601.67,1416.3985061645508,277.52557373046875,3.0517578125e-05,60.51738357543945,202.39844512939453,66.60493850708008
43,2025-05-04 19:00:00,2025-05-08 01:08:32,3.0,595.41,1488.1992530822754,273.7627868652344,1.52587890625e-05,103.75869178771973,201.6992225646973,66.80246925354004
44,2025-05-04 20:00:00,2025-05-08 01:08:32,3.0,596.67,1493.0996265411377,259.3813934326172,7.62939453125e-06,136.37934589385986,171.34961128234863,67.40123462677002
45,2025-05-04 21:00:00,2025-05-08 01:08:32,3.0,603.03,1493.0498132705688,283.6906967163086,3.814697265625e-06,153.18967294692993,122.67480564117432,67.70061731338501
46,2025-05-04 22:00:00,2025-05-08 01:08:32,3.0,611.02,1501.0249066352844,292.8453483581543,1.9073486328125e-06,162.09483647346497,84.33740282058716,68.3503086566925
47,2025-05-04 23:00:00,2025-05-08 01:08:32,3.0,616.13,1476.5124533176422,302.92267417907715,9.5367431640625e-07,163.04741823673248,56.16870141029358,68.17515432834625
