UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2025-04-19 00:00:00,2025-04-25 21:35:28,3.0,1593.0,456.0,0.0,143.0,17.0,62.0
2025-04-19 01:00:00,2025-04-25 21:35:28,3.0,1552.0,463.0,0.0,145.0,0.0,63.0
2025-04-19 02:00:00,2025-04-25 21:35:28,3.0,1499.0,466.0,0.0,149.0,0.0,68.0
2025-04-19 03:00:00,2025-04-25 21:35:28,3.0,1509.0,474.0,0.0,77.0,0.0,67.0
2025-04-19 04:00:00,2025-04-25 21:35:28,3.0,1304.0,479.0,0.0,30.0,0.0,64.0
2025-04-19 05:00:00,2025-04-25 21:35:28,3.0,1185.0,476.0,0.0,0.0,0.0,67.0
2025-04-19 06:00:00,2025-04-25 21:35:28,3.0,1131.0,478.0,0.0,0.0,0.0,68.0
2025-04-19 07:00:00,2025-04-25 21:35:28,3.0,1012.0,479.0,0.0,0.0,0.0,69.0
2025-04-19 08:00:00,2025-04-25 21:35:28,3.0,989.0,480.0,0.0,0.0,0.0,69.0
2025-04-19 09:00:00,2025-04-25 21:35:28,3.0,963.0,482.0,0.0,0.0,0.0,70.0
2025-04-19 10:00:00,2025-04-25 21:35:28,3.0,946.0,482.0,0.0,0.0,0.0,66.0
2025-04-19 11:00:00,2025-04-25 21:35:28,3.0,995.0,485.0,0.0,0.0,0.0,66.0
2025-04-19 12:00:00,2025-04-25 21:35:28,3.0,974.0,489.0,0.0,0.0,41.0,65.0
2025-04-19 13:00:00,2025-04-25 21:35:28,3.0,1027.0,484.0,0.0,0.0,173.0,56.0
2025-04-19 14:00:00,2025-04-25 21:35:28,3.0,974.0,505.0,0.0,0.0,242.0,54.0
2025-04-19 15:00:00,2025-04-25 21:35:28,3.0,1063.0,598.0,0.0,0.0,254.0,57.0
2025-04-19 16:00:00,2025-04-25 21:35:28,3.0,976.0,564.0,0.0,0.0,267.0,57.0
2025-04-19 17:00:00,2025-04-25 21:35:28,3.0,920.0,693.0,0.0,0.0,269.0,58.0
2025-04-19 18:00:00,2025-04-25 21:35:28,3.0,969.0,725.0,0.0,31.0,271.0,67.0
2025-04-19 19:00:00,2025-04-25 21:35:28,3.0,963.0,754.0,0.0,61.0,260.0,70.0
2025-04-19 20:00:00,2025-04-25 21:35:28,3.0,1049.0,709.0,0.0,143.0,262.0,67.0
2025-04-19 21:00:00,2025-04-25 21:35:28,3.0,1062.0,680.0,0.0,144.0,242.0,68.0
2025-04-19 22:00:00,2025-04-25 21:35:28,3.0,1060.0,673.0,0.0,146.0,221.0,69.0
2025-04-19 23:00:00,2025-04-25 21:35:28,3.0,1066.0,720.0,0.0,145.0,91.0,68.0
2025-04-20 00:00:00,2025-04-25 21:35:28,3.0,1065.0,745.0,0.0,145.0,16.0,68.0
2025-04-20 01:00:00,2025-04-25 21:35:28,3.0,1308.5,604.0,0.0,145.0,8.0,65.5
