datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2025-05-04 00:00:00,APCP,surface,34.25,-91.0,1.4415115829848428,2.5444558751427917,3.7208673131796974,4.891833032124702,6.039020745746744,7.394442975911152,8.704649399655551,9.909997543825417,10.781808187464975,11.325014337690728,11.697538445247353,12.12682878269722,12.678675293419847,13.276067051499982,14.034991611400386,14.975603453942066,15.678323098568342,16.194221101755254,16.70278939247823,17.22353168945553,17.521786908235594,17.834565827494625,18.151503469276324,18.515003908001137,18.936318622226537,19.587551355243235,20.23312314162317,20.610699053149737,20.79963815348426,21.013274728565648,21.2175898206509,21.375908912514156
