,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,315.5,1008.0,1161.0,0.0,13.0,737.0,2085.0,330.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,340.41,1041.0,1446.0,0.0,12.0,459.0,1975.0,207.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,363.94,1101.0,1655.0,0.0,12.0,30.0,2076.0,106.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,347.4,1103.0,1621.0,0.0,11.0,0.0,2246.0,19.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,303.92,997.0,1459.0,0.0,13.0,0.0,2671.0,0.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,258.89,1022.0,1153.0,0.0,12.0,0.0,3377.0,0.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,276.72,1056.0,1189.0,0.0,12.0,0.0,3102.0,0.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,305.24,1059.0,1328.0,0.0,12.0,0.0,2675.0,0.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,332.34,1056.0,1445.0,0.0,12.0,0.0,2300.0,0.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,323.06,1056.0,1415.0,0.0,11.0,0.0,2428.0,0.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,331.01,1054.0,1465.0,0.0,13.0,0.0,2326.0,0.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,371.84,1058.0,1626.0,0.0,13.0,0.0,1834.0,0.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,422.81,1108.0,1783.0,0.0,25.0,0.0,1336.0,1.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,496.99,1202.0,2069.0,0.0,161.0,5.0,665.0,137.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,486.94,1202.0,2121.0,0.0,199.0,88.0,669.0,200.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,491.28,1194.0,2114.0,0.0,125.0,203.0,590.0,204.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,496.43,1197.0,2212.0,0.0,212.0,276.0,358.0,125.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,497.65,1199.0,2235.0,0.0,184.0,375.0,274.0,103.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,495.46,1195.0,2226.0,0.0,11.0,469.0,335.0,15.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,479.86,1196.0,2157.0,0.0,11.0,530.0,412.0,0.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,442.02,1166.0,2034.0,0.0,13.0,617.0,668.0,0.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,404.42,1074.0,1824.0,0.0,12.0,606.0,966.0,0.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,388.08,1066.0,1784.0,0.0,12.0,381.0,1345.0,0.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,355.86,1057.0,1645.0,0.0,11.0,245.0,1844.0,13.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,334.95,1034.0,1514.0,0.0,13.0,215.0,2166.0,87.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,337.71,1037.5,1480.0,0.0,12.5,337.0,2070.5,147.0
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,350.69,1069.25,1567.5,0.0,12.25,183.5,2073.25,126.5
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,349.05,1086.125,1594.25,0.0,11.625,91.75,2159.625,72.75
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,326.21,1041.5625,1526.625,0.0,12.3125,45.875,2415.3125,36.375
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,291.01,1031.78125,1339.8125,0.0,12.15625,22.9375,2896.15625,18.1875
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,283.84,1043.890625,1264.40625,0.0,12.078125,11.46875,2999.078125,9.09375
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,294.27,1051.4453125,1296.203125,0.0,12.0390625,5.734375,2837.0390625,4.546875
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,312.56,1053.72265625,1370.6015625,0.0,12.01953125,2.8671875,2568.51953125,2.2734375
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,317.76,1054.861328125,1392.80078125,0.0,11.509765625,1.43359375,2498.259765625,1.13671875
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,324.31,1054.4306640625,1428.900390625,0.0,12.2548828125,0.716796875,2412.1298828125,0.568359375
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,347.12,1056.21533203125,1527.4501953125,0.0,12.62744140625,0.3583984375,2123.06494140625,0.2841796875
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,383.0,1082.107666015625,1655.22509765625,0.0,18.813720703125,0.17919921875,1729.532470703125,0.64208984375
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,438.38,1142.0538330078125,1862.112548828125,0.0,89.9068603515625,2.589599609375,1197.2662353515625,68.821044921875
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,462.98,1172.0269165039062,1991.5562744140625,0.0,144.45343017578125,45.2947998046875,933.1331176757812,134.4105224609375
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,477.14,1183.0134582519531,2052.7781372070312,0.0,134.72671508789062,124.14739990234376,761.5665588378906,169.20526123046875
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,486.74,1190.0067291259766,2132.389068603516,0.0,173.3633575439453,200.07369995117188,559.7832794189453,147.10263061523438
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,492.17,1194.5033645629885,2183.694534301758,0.0,178.68167877197266,287.53684997558594,416.8916397094727,125.0513153076172
