UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,0.0,6593.0,3280.0,0.0,3572.0,0.0,518.0,176.0
2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,0.0,6629.0,3284.0,0.0,3299.0,0.0,551.0,162.0
2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,0.0,6216.0,3297.0,0.0,2674.0,0.0,692.0,163.0
2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,0.0,5585.0,3303.0,0.0,2611.0,0.0,762.0,166.0
2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,0.0,5014.0,3298.0,0.0,2422.0,0.0,698.0,177.0
2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,0.0,4503.0,3244.0,0.0,2303.0,0.0,671.0,147.0
2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,0.0,3970.0,2988.0,0.0,2110.0,0.0,553.0,132.0
2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,0.0,3513.0,2890.0,0.0,2036.0,0.0,611.0,126.0
2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,0.0,3652.0,2893.0,0.0,2054.0,0.0,539.0,127.0
2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,0.0,4043.0,2915.0,0.0,1864.0,0.0,488.0,128.0
2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,0.0,4723.0,3065.0,0.0,2210.0,0.0,460.0,135.0
2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,0.0,5492.0,3311.0,0.0,2827.0,0.0,505.0,150.0
2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,0.0,5935.0,3224.0,0.0,3437.0,0.0,497.0,179.0
2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,0.0,6287.0,3218.0,0.0,3563.0,0.0,458.0,213.0
2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,0.0,6412.0,3215.0,0.0,3495.0,0.0,371.0,247.0
2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,0.0,6614.0,3291.0,0.0,3282.0,0.0,340.0,293.0
2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,0.0,6669.0,3293.0,0.0,3189.0,0.0,419.0,352.0
2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,0.0,6673.0,3284.0,0.0,3225.0,0.0,547.0,294.0
2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,0.0,6463.0,3279.0,0.0,3174.0,0.0,659.0,330.0
2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,0.0,6537.0,3272.0,0.0,3191.0,0.0,748.0,366.0
2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,0.0,6790.0,3286.0,0.0,3267.0,0.0,793.0,281.0
2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,0.0,6721.0,3302.0,0.0,3326.0,0.0,1039.0,236.0
2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,0.0,6869.0,3311.0,0.0,3639.0,0.0,1177.0,178.0
2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,0.0,6899.0,3320.0,0.0,3744.0,0.0,1152.0,164.0
2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,0.0,7243.0,3315.0,0.0,3835.0,0.0,1118.0,175.0
2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,0.0,6936.0,3299.5,0.0,3567.0,0.0,834.5,168.5
2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,0.0,6576.0,3298.25,0.0,3120.5,0.0,763.25,165.75
2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,0.0,6080.5,3300.625,0.0,2865.75,0.0,762.625,165.875
2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,0.0,5547.25,3299.3125,0.0,2643.875,0.0,730.3125,171.4375
2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,0.0,5025.125,3271.65625,0.0,2473.4375,0.0,700.65625,159.21875
2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,0.0,4497.5625,3129.828125,0.0,2291.71875,0.0,626.828125,145.609375
2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,0.0,4005.28125,3009.9140625,0.0,2163.859375,0.0,618.9140625,135.8046875
2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,0.0,3828.640625,2951.45703125,0.0,2108.9296875,0.0,578.95703125,131.40234375
2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,0.0,3935.8203125,2933.228515625,0.0,1986.46484375,0.0,533.478515625,129.701171875
2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,0.0,4329.41015625,2999.1142578125,0.0,2098.232421875,0.0,496.7392578125,132.3505859375
2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,0.0,4910.705078125,3155.05712890625,0.0,2462.6162109375,0.0,500.86962890625,141.17529296875
2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,0.0,5422.8525390625,3189.528564453125,0.0,2949.80810546875,0.0,498.934814453125,160.087646484375
2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,0.0,5854.92626953125,3203.7642822265625,0.0,3256.404052734375,0.0,478.4674072265625,186.5438232421875
2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,0.0,6133.463134765625,3209.382141113281,0.0,3375.7020263671875,0.0,424.7337036132813,216.77191162109372
2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,0.0,6373.7315673828125,3250.1910705566406,0.0,3328.8510131835938,0.0,382.3668518066406,254.88595581054688
2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,0.0,6521.365783691406,3271.5955352783203,0.0,3258.925506591797,0.0,400.6834259033203,303.44297790527344
2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,0.0,6597.182891845703,3277.79776763916,0.0,3241.9627532958984,0.0,473.84171295166016,298.7214889526367
2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,0.0,6530.091445922852,3278.39888381958,0.0,3207.981376647949,0.0,566.4208564758301,314.3607444763184
2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,0.0,6533.545722961426,3275.19944190979,0.0,3199.4906883239746,0.0,657.210428237915,340.1803722381592
2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,0.0,6661.772861480713,3280.599720954895,0.0,3233.2453441619878,0.0,725.1052141189575,310.5901861190796
2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,0.0,6691.386430740356,3291.2998604774475,0.0,3279.6226720809937,0.0,882.0526070594788,273.2950930595398
2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,0.0,6780.193215370178,3301.149930238724,0.0,3459.311336040497,0.0,1029.5263035297394,225.6475465297699
2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,0.0,6839.596607685089,3310.574965119362,0.0,3601.6556680202484,0.0,1090.7631517648697,194.82377326488492
