datetime,creation_time (UTC),version,avg_wind_production_forecast
2025-05-04T00:00:00.000000000,2025-05-08 01:08:32,3.0,3816.18985
2025-05-04T01:00:00.000000000,2025-05-08 01:08:32,3.0,2912.51147
2025-05-04T02:00:00.000000000,2025-05-08 01:08:32,3.0,2917.17018
2025-05-04T03:00:00.000000000,2025-05-08 01:08:32,3.0,2980.64118
2025-05-04T04:00:00.000000000,2025-05-08 01:08:32,3.0,2998.01491
2025-05-04T05:00:00.000000000,2025-05-08 01:08:32,3.0,2999.4692
2025-05-04T06:00:00.000000000,2025-05-08 01:08:32,3.0,2982.59351
2025-05-04T07:00:00.000000000,2025-05-08 01:08:32,3.0,2992.62858
2025-05-04T08:00:00.000000000,2025-05-08 01:08:32,3.0,2982.3465
2025-05-04T09:00:00.000000000,2025-05-08 01:08:32,3.0,2979.49
2025-05-04T10:00:00.000000000,2025-05-08 01:08:32,3.0,2930.19024
2025-05-04T11:00:00.000000000,2025-05-08 01:08:32,3.0,2914.43661
2025-05-04T12:00:00.000000000,2025-05-08 01:08:32,3.0,2921.96062
2025-05-04T13:00:00.000000000,2025-05-08 01:08:32,3.0,2921.83616
2025-05-04T14:00:00.000000000,2025-05-08 01:08:32,3.0,2950.16408
2025-05-04T15:00:00.000000000,2025-05-08 01:08:32,3.0,2962.8615
2025-05-04T16:00:00.000000000,2025-05-08 01:08:32,3.0,2964.57639
2025-05-04T17:00:00.000000000,2025-05-08 01:08:32,3.0,2948.67265
2025-05-04T18:00:00.000000000,2025-05-08 01:08:32,3.0,2946.82601
2025-05-04T19:00:00.000000000,2025-05-08 01:08:32,3.0,2922.66144
2025-05-04T20:00:00.000000000,2025-05-08 01:08:32,3.0,2910.92334
2025-05-04T21:00:00.000000000,2025-05-08 01:08:32,3.0,2896.7611
2025-05-04T22:00:00.000000000,2025-05-08 01:08:32,3.0,2901.72005
2025-05-04T23:00:00.000000000,2025-05-08 01:08:32,3.0,2903.46328
2025-05-05T00:00:00.000000000,2025-05-08 01:08:32,3.0,3816.18985
2025-05-05T01:00:00.000000000,2025-05-08 01:08:32,3.0,3868.59982
2025-05-05T02:00:00.000000000,2025-05-08 01:08:32,3.0,2917.17018
2025-05-05T03:00:00.000000000,2025-05-08 01:08:32,3.0,2980.64118
2025-05-05T04:00:00.000000000,2025-05-08 01:08:32,3.0,2998.01491
2025-05-05T05:00:00.000000000,2025-05-08 01:08:32,3.0,2999.4692
2025-05-05T06:00:00.000000000,2025-05-08 01:08:32,3.0,2982.59351
2025-05-05T07:00:00.000000000,2025-05-08 01:08:32,3.0,2992.62858
2025-05-05T08:00:00.000000000,2025-05-08 01:08:32,3.0,2982.3465
2025-05-05T09:00:00.000000000,2025-05-08 01:08:32,3.0,2979.49
2025-05-05T10:00:00.000000000,2025-05-08 01:08:32,3.0,2930.19024
2025-05-05T11:00:00.000000000,2025-05-08 01:08:32,3.0,2914.43661
2025-05-05T12:00:00.000000000,2025-05-08 01:08:32,3.0,2921.96062
2025-05-05T13:00:00.000000000,2025-05-08 01:08:32,3.0,2921.83616
2025-05-05T14:00:00.000000000,2025-05-08 01:08:32,3.0,2950.16408
2025-05-05T15:00:00.000000000,2025-05-08 01:08:32,3.0,2962.8615
2025-05-05T16:00:00.000000000,2025-05-08 01:08:32,3.0,2964.57639
2025-05-05T17:00:00.000000000,2025-05-08 01:08:32,3.0,2948.67265
2025-05-05T18:00:00.000000000,2025-05-08 01:08:32,3.0,2946.82601
2025-05-05T19:00:00.000000000,2025-05-08 01:08:32,3.0,2922.66144
2025-05-05T20:00:00.000000000,2025-05-08 01:08:32,3.0,2910.92334
2025-05-05T21:00:00.000000000,2025-05-08 01:08:32,3.0,2896.7611
2025-05-05T22:00:00.000000000,2025-05-08 01:08:32,3.0,2901.72005
2025-05-05T23:00:00.000000000,2025-05-08 01:08:32,3.0,2903.46328
2025-05-06T00:00:00.000000000,2025-05-08 01:08:32,3.0,3816.18985
2025-05-06T01:00:00.000000000,2025-05-08 01:08:32,3.0,3868.59982
2025-05-06T02:00:00.000000000,2025-05-08 01:08:32,3.0,3819.53003
2025-05-06T03:00:00.000000000,2025-05-08 01:08:32,3.0,2980.64118
2025-05-06T04:00:00.000000000,2025-05-08 01:08:32,3.0,2998.01491
2025-05-06T05:00:00.000000000,2025-05-08 01:08:32,3.0,2999.4692
2025-05-06T06:00:00.000000000,2025-05-08 01:08:32,3.0,2982.59351
2025-05-06T07:00:00.000000000,2025-05-08 01:08:32,3.0,2992.62858
2025-05-06T08:00:00.000000000,2025-05-08 01:08:32,3.0,2982.3465
2025-05-06T09:00:00.000000000,2025-05-08 01:08:32,3.0,2979.49
2025-05-06T10:00:00.000000000,2025-05-08 01:08:32,3.0,2930.19024
2025-05-06T11:00:00.000000000,2025-05-08 01:08:32,3.0,2914.43661
2025-05-06T12:00:00.000000000,2025-05-08 01:08:32,3.0,2921.96062
2025-05-06T13:00:00.000000000,2025-05-08 01:08:32,3.0,2921.83616
2025-05-06T14:00:00.000000000,2025-05-08 01:08:32,3.0,2950.16408
2025-05-06T15:00:00.000000000,2025-05-08 01:08:32,3.0,2962.8615
2025-05-06T16:00:00.000000000,2025-05-08 01:08:32,3.0,2964.57639
2025-05-06T17:00:00.000000000,2025-05-08 01:08:32,3.0,2948.67265
