,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,545.77,1362.0,862.0,257.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,567.97,1389.0,785.0,196.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,576.16,1390.0,784.0,163.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,568.89,1270.0,757.0,162.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,538.51,1000.0,688.0,196.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,546.95,933.0,567.0,180.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,538.7,940.0,636.0,187.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,506.09,894.0,530.0,306.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,542.9,882.0,649.0,146.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,573.7,933.0,659.0,69.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,531.62,856.0,657.0,168.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,497.61,898.0,661.0,304.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,450.75,935.0,678.0,520.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,453.05,930.0,655.0,510.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,493.1,1036.0,696.0,387.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,522.97,1106.0,630.0,317.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,514.92,1101.0,565.0,365.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,495.55,1046.0,577.0,412.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,483.56,1056.0,565.0,471.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,501.41,1128.0,663.0,408.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,527.08,1203.0,700.0,323.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,562.58,1322.0,695.0,226.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,539.3,1234.0,688.0,289.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,523.47,1230.0,678.0,357.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,520.6,1269.0,676.0,388.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,544.47,1329.0,730.5,292.0
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,560.27,1359.5,757.25,227.5
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,564.43,1314.75,757.125,194.75
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,552.67,1157.375,722.5625,195.375
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,550.11,1045.1875,644.78125,187.6875
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,544.58,992.59375,640.390625,187.34375
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,525.83,943.296875,585.1953125,246.671875
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,534.12,912.6484375,617.09765625,196.3359375
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,553.53,922.82421875,638.048828125,132.66796875
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,542.61,889.412109375,647.5244140625,150.333984375
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,519.0,893.7060546875,654.26220703125,227.1669921875
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,481.75,914.35302734375,666.131103515625,373.58349609375
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,466.9,922.176513671875,660.5655517578125,441.791748046875
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,480.3,979.0882568359376,678.2827758789062,414.3958740234375
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,501.54,1042.5441284179688,654.1413879394531,365.6979370117188
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,508.18,1071.7720642089844,609.5706939697266,365.3489685058594
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,501.88,1058.8860321044922,593.2853469848633,388.6744842529297
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,492.61,1057.443016052246,579.1426734924316,429.8372421264648
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,497.14,1092.721508026123,621.0713367462158,418.9186210632324
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,512.43,1147.8607540130615,660.5356683731079,370.9593105316162
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,537.87,1234.9303770065308,677.767834186554,298.4796552658081
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,538.59,1234.4651885032654,682.883917093277,293.73982763290405
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,530.94,1232.2325942516327,680.4419585466385,325.369913816452
