UTC time,creation_time (UTC),version,coal,nat_gas,wind
2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,748.0,694.0,30.0
2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,617.0,689.0,105.0
2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,660.0,693.0,195.0
2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,650.0,695.0,333.0
2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,722.0,699.0,255.0
2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,650.0,700.0,142.0
2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,648.0,673.0,77.0
2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,761.0,662.0,55.0
2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,747.0,663.0,27.0
2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,731.0,663.0,33.0
2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,757.0,661.0,41.0
2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,809.0,706.0,26.0
2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,831.0,857.0,7.0
2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,748.0,817.0,10.0
2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,810.0,827.0,7.0
2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,833.0,871.0,1.0
2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,821.0,859.0,32.0
2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,830.0,859.0,89.0
2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,783.0,828.0,143.0
2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,816.0,775.0,143.0
2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,832.0,774.0,102.0
2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,823.0,771.0,78.0
2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,827.0,909.0,59.0
2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,817.0,960.0,27.0
2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,829.0,967.0,19.0
2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,723.0,828.0,62.0
2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,691.5,760.5,128.5
2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,670.75,727.75,230.75
2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,696.375,713.375,242.875
2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,673.1875,706.6875,192.4375
2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,660.59375,689.84375,134.71875
2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,710.796875,675.921875,94.859375
2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,728.8984375,669.4609375,60.9296875
2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,729.94921875,666.23046875,46.96484375
2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,743.474609375,663.615234375,43.982421875
2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,776.2373046875,684.8076171875,34.9912109375
2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,803.61865234375,770.90380859375,20.99560546875
2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,775.809326171875,793.951904296875,15.497802734375
2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,792.9046630859375,810.4759521484375,11.2489013671875
2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,812.9523315429688,840.7379760742188,6.12445068359375
2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,816.9761657714844,849.8689880371094,19.062225341796875
2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,823.4880828857422,854.4344940185547,54.03111267089844
2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,803.2440414428711,841.2172470092773,98.51555633544922
2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,809.6220207214355,808.1086235046387,120.7577781677246
2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,820.8110103607178,791.0543117523193,111.3788890838623
2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,821.9055051803589,781.0271558761597,94.68944454193117
2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,824.4527525901794,845.0135779380798,76.84472227096558
2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,820.7263762950897,902.50678896904,51.92236113548279
