,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,647.93,748.0,694.0,30.0
1,2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,598.66,617.0,689.0,105.0
2,2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,570.36,660.0,693.0,195.0
3,2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,522.77,650.0,695.0,333.0
4,2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,559.28,722.0,699.0,255.0
5,2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,588.18,650.0,700.0,142.0
6,2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,616.58,648.0,673.0,77.0
7,2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,642.09,761.0,662.0,55.0
8,2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,652.54,747.0,663.0,27.0
9,2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,647.97,731.0,663.0,33.0
10,2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,647.76,757.0,661.0,41.0
11,2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,655.16,809.0,706.0,26.0
12,2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,649.81,831.0,857.0,7.0
13,2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,643.68,748.0,817.0,10.0
14,2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,650.55,810.0,827.0,7.0
15,2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,650.94,833.0,871.0,1.0
16,2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,639.3,821.0,859.0,32.0
17,2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,620.07,830.0,859.0,89.0
18,2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,598.26,783.0,828.0,143.0
19,2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,605.79,816.0,775.0,143.0
20,2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,622.14,832.0,774.0,102.0
21,2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,630.09,823.0,771.0,78.0
22,2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,626.29,827.0,909.0,59.0
23,2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,632.28,817.0,960.0,27.0
24,2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,635.71,829.0,967.0,19.0
25,2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,619.51,723.0,828.0,62.0
26,2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,595.44,691.5,760.5,128.5
27,2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,558.02,670.75,727.75,230.75
28,2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,558.66,696.375,713.375,242.875
29,2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,572.66,673.1875,706.6875,192.4375
30,2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,593.33,660.59375,689.84375,134.71875
31,2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,617.65,710.796875,675.921875,94.859375
32,2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,634.83,728.8984375,669.4609375,60.9296875
33,2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,641.33,729.94921875,666.23046875,46.96484375
34,2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,644.56,743.474609375,663.615234375,43.982421875
35,2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,650.02,776.2373046875,684.8076171875,34.9912109375
36,2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,649.91,803.61865234375,770.90380859375,20.99560546875
37,2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,646.82,775.809326171875,793.951904296875,15.497802734375
38,2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,648.72,792.9046630859375,810.4759521484375,11.2489013671875
39,2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,649.86,812.9523315429688,840.7379760742188,6.12445068359375
40,2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,644.5,816.9761657714844,849.8689880371094,19.062225341796875
41,2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,631.96,823.4880828857422,854.4344940185547,54.03111267089844
42,2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,615.01,803.2440414428711,841.2172470092773,98.51555633544922
43,2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,610.41,809.6220207214355,808.1086235046387,120.7577781677246
44,2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,616.23,820.8110103607178,791.0543117523193,111.3788890838623
45,2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,623.05,821.9055051803589,781.0271558761597,94.68944454193117
46,2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,624.72,824.4527525901794,845.0135779380798,76.84472227096558
47,2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,628.56,820.7263762950897,902.50678896904,51.92236113548279
