,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,443.71,835.0,537.0,506.0
1,2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,439.73,855.0,610.0,526.0
2,2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,436.58,855.0,645.0,535.0
3,2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,434.77,802.0,550.0,518.0
4,2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,415.05,707.0,420.0,542.0
5,2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,389.96,622.0,376.0,571.0
6,2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,376.9,575.0,408.0,577.0
7,2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,373.14,564.0,327.0,582.0
8,2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,339.4,459.0,335.0,599.0
9,2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,336.97,459.0,324.0,608.0
10,2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,332.45,460.0,349.0,631.0
11,2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,355.94,541.0,402.0,630.0
12,2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,375.91,619.0,538.0,624.0
13,2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,374.18,622.0,569.0,635.0
14,2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,369.49,620.0,538.0,656.0
15,2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,383.91,697.0,630.0,660.0
16,2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,392.81,737.0,636.0,652.0
17,2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,437.32,827.0,638.0,512.0
18,2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,447.52,796.0,605.0,451.0
19,2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,367.66,604.0,545.0,648.0
20,2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,395.35,747.0,639.0,648.0
21,2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,398.36,768.0,649.0,651.0
22,2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,393.33,747.0,647.0,658.0
23,2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,377.53,664.0,637.0,660.0
24,2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,367.95,590.0,601.0,632.0
25,2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,405.42,722.5,605.5,579.0
26,2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,421.51,788.75,625.25,557.0
27,2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,427.96,795.375,587.625,537.5
28,2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,421.96,751.1875,503.8125,539.75
29,2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,407.03,686.59375,439.90625,555.375
30,2025-04-29 06:00:00,2025-05-01 22:23:48,3.0,392.53,630.796875,423.953125,566.1875
31,2025-04-29 07:00:00,2025-05-01 22:23:48,3.0,383.3,597.3984375,375.4765625,574.09375
32,2025-04-29 08:00:00,2025-05-01 22:23:48,3.0,362.5,528.19921875,355.23828125,586.546875
33,2025-04-29 09:00:00,2025-05-01 22:23:48,3.0,350.09,493.599609375,339.619140625,597.2734375
34,2025-04-29 10:00:00,2025-05-01 22:23:48,3.0,341.24,476.7998046875,344.3095703125,614.13671875
35,2025-04-29 11:00:00,2025-05-01 22:23:48,3.0,348.93,508.89990234375,373.15478515625,622.068359375
36,2025-04-29 12:00:00,2025-05-01 22:23:48,3.0,363.56,563.949951171875,455.577392578125,623.0341796875
37,2025-04-29 13:00:00,2025-05-01 22:23:48,3.0,369.15,592.9749755859375,512.2886962890625,629.01708984375
38,2025-04-29 14:00:00,2025-05-01 22:23:48,3.0,369.32,606.4874877929688,525.1443481445312,642.508544921875
39,2025-04-29 15:00:00,2025-05-01 22:23:48,3.0,377.03,651.7437438964844,577.5721740722656,651.2542724609375
40,2025-04-29 16:00:00,2025-05-01 22:23:48,3.0,385.21,694.3718719482422,606.7860870361328,651.6271362304688
41,2025-04-29 17:00:00,2025-05-01 22:23:48,3.0,411.43,760.6859359741211,622.3930435180664,581.8135681152344
42,2025-04-29 18:00:00,2025-05-01 22:23:48,3.0,428.94,778.3429679870605,613.6965217590332,516.4067840576172
43,2025-04-29 19:00:00,2025-05-01 22:23:48,3.0,399.22,691.1714839935303,579.3482608795166,582.2033920288086
44,2025-04-29 20:00:00,2025-05-01 22:23:48,3.0,397.2,719.0857419967651,609.1741304397583,615.1016960144043
45,2025-04-29 21:00:00,2025-05-01 22:23:48,3.0,397.8,743.5428709983826,629.0870652198792,633.0508480072021
46,2025-04-29 22:00:00,2025-05-01 22:23:48,3.0,395.54,745.2714354991913,638.0435326099396,645.5254240036011
47,2025-04-29 23:00:00,2025-05-01 22:23:48,3.0,386.69,704.6357177495956,637.5217663049698,652.7627120018005
