datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_wind_production_forecast
2025-05-06 14:00:00,2025-05-08 01:08:32,3.0,3.061092580555973,289.41612466152435,283.73039289488275,4.354893152057346,0.9710371643146732,,,133.89135
2025-05-06 15:00:00,2025-05-08 01:08:32,3.0,3.061092580555973,289.41612466152435,283.73039289488275,4.354893152057346,0.9710371643146732,,,129.20056
2025-05-06 16:00:00,2025-05-08 01:08:32,3.0,3.5957583450328,292.2272081887626,284.2962656653699,302.4973219254955,1.6635135938292027,,,128.02901
2025-05-06 17:00:00,2025-05-08 01:08:32,3.0,3.5957583450328,292.2272081887626,284.2962656653699,302.4973219254955,1.6635135938292027,,,134.38392
2025-05-06 18:00:00,2025-05-08 01:08:32,3.0,3.5957583450328,292.2272081887626,284.2962656653699,302.4973219254955,1.6635135938292027,,,133.86256
2025-05-06 19:00:00,2025-05-08 01:08:32,3.0,3.534562333393702,292.3442885799885,284.8063957987813,454.4479462142469,2.9214576152251226,,,137.36302
2025-05-06 20:00:00,2025-05-08 01:08:32,3.0,3.534562333393702,292.3442885799885,284.8063957987813,454.4479462142469,2.9214576152251226,,,142.7588
2025-05-06 21:00:00,2025-05-08 01:08:32,3.0,3.534562333393702,292.3442885799885,284.8063957987813,454.4479462142469,2.9214576152251226,,,145.26485
2025-05-06 22:00:00,2025-05-08 01:08:32,3.0,3.579266236757787,290.13468136109344,285.9002266860824,487.418221523159,4.96118620186922,,,143.36484
2025-05-06 23:00:00,2025-05-08 01:08:32,3.0,3.579266236757787,290.13468136109344,285.9002266860824,487.418221523159,4.96118620186922,,,151.33389
2025-05-07 00:00:00,2025-05-08 01:08:32,3.0,3.579266236757787,290.13468136109344,285.9002266860824,487.418221523159,4.96118620186922,,,3816.18996
2025-05-07 01:00:00,2025-05-08 01:08:32,3.0,3.5090186075705123,287.96571581088034,285.1670496351968,334.25114937440463,7.090351009200923,,,3868.60018
2025-05-07 02:00:00,2025-05-08 01:08:32,3.0,3.5090186075705123,287.96571581088034,285.1670496351968,334.25114937440463,7.090351009200923,,,3819.53013
2025-05-07 03:00:00,2025-05-08 01:08:32,3.0,3.5090186075705123,287.96571581088034,285.1670496351968,334.25114937440463,7.090351009200923,,,3838.16014
2025-05-07 04:00:00,2025-05-08 01:08:32,3.0,3.1789866703336767,287.1185881564023,285.0881386830074,8.559456436652374,9.260087360290974,,,202.33005
2025-05-07 05:00:00,2025-05-08 01:08:32,3.0,3.1789866703336767,287.1185881564023,285.0881386830074,8.559456436652374,9.260087360290974,,,194.35447
2025-05-07 06:00:00,2025-05-08 01:08:32,3.0,3.1789866703336767,287.1185881564023,285.0881386830074,8.559456436652374,9.260087360290974,,,178.2552
2025-05-07 07:00:00,2025-05-08 01:08:32,3.0,2.9005724827492525,286.6034008293535,284.9709758647833,4.279722101463588,11.142238783924306,,,166.28688
2025-05-07 08:00:00,2025-05-08 01:08:32,3.0,2.9005724827492525,286.6034008293535,284.9709758647833,4.279722101463588,11.142238783924306,,,160.3907
2025-05-07 09:00:00,2025-05-08 01:08:32,3.0,2.9005724827492525,286.6034008293535,284.9709758647833,4.279722101463588,11.142238783924306,,,153.68242
2025-05-07 10:00:00,2025-05-08 01:08:32,3.0,2.6541052979581896,286.6308387525605,285.15425816783807,0.0,12.48646890003047,,,144.90242
2025-05-07 11:00:00,2025-05-08 01:08:32,3.0,2.6541052979581896,286.6308387525605,285.15425816783807,0.0,12.48646890003047,,,136.95672
2025-05-07 12:00:00,2025-05-08 01:08:32,3.0,2.6541052979581896,286.6308387525605,285.15425816783807,0.0,12.48646890003047,,,132.54111
2025-05-07 13:00:00,2025-05-08 01:08:32,3.0,3.256730045017369,289.00789697036424,285.982530685503,1.9939601798537152,13.098409146560767,,,132.18807
2025-05-07 14:00:00,2025-05-08 01:08:32,3.0,3.256730045017369,289.00789697036424,285.982530685503,1.9939601798537152,13.098409146560767,,,133.89135
2025-05-07 15:00:00,2025-05-08 01:08:32,3.0,3.256730045017369,289.00789697036424,285.982530685503,1.9939601798537152,13.098409146560767,,,129.20056
2025-05-07 16:00:00,2025-05-08 01:08:32,3.0,3.514497924445348,291.0612554554509,286.38495083265656,135.01286248861646,13.58358959096982,,,128.02901
2025-05-07 17:00:00,2025-05-08 01:08:32,3.0,3.514497924445348,291.0612554554509,286.38495083265656,135.01286248861646,13.58358959096982,,,134.38392
2025-05-07 18:00:00,2025-05-08 01:08:32,3.0,3.514497924445348,291.0612554554509,286.38495083265656,135.01286248861646,13.58358959096982,,,133.86256
2025-05-07 19:00:00,2025-05-08 01:08:32,3.0,3.4927321104378595,291.6749007332875,286.56266771795333,243.9135515848311,14.014401552873128,,,137.36302
2025-05-07 20:00:00,2025-05-08 01:08:32,3.0,3.4927321104378595,291.6749007332875,286.56266771795333,243.9135515848311,14.014401552873128,,,142.7588
2025-05-07 21:00:00,2025-05-08 01:08:32,3.0,3.4927321104378595,291.6749007332875,286.56266771795333,243.9135515848311,14.014401552873128,,,145.26485
2025-05-07 22:00:00,2025-05-08 01:08:32,3.0,3.0308411477387645,290.0412801418033,286.9805113265601,383.5116243174207,14.452934606115257,,,143.36484
2025-05-07 23:00:00,2025-05-08 01:08:32,3.0,3.0308411477387645,290.0412801418033,286.9805113265601,383.5116243174207,14.452934606115257,,,151.33389
