,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,169.31,0.0,103.0,0.0,133.0,15.0,34.0,25.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,168.44,0.0,103.0,0.0,134.0,13.0,39.0,26.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,171.91,0.0,103.0,0.0,134.0,7.0,41.0,27.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,174.04,0.0,104.0,0.0,135.0,0.0,42.0,26.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,182.03,0.0,104.0,0.0,135.0,0.0,35.0,29.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,180.73,0.0,104.0,0.0,135.0,0.0,35.0,28.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,179.54,0.0,104.0,0.0,137.0,0.0,35.0,28.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,192.86,0.0,104.0,0.0,135.0,0.0,16.0,28.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,196.43,0.0,104.0,0.0,136.0,0.0,6.0,26.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,198.4,0.0,104.0,0.0,130.0,0.0,15.0,29.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,178.37,0.0,104.0,0.0,141.0,0.0,33.0,28.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,167.94,0.0,104.0,0.0,137.0,0.0,56.0,28.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,152.66,0.0,104.0,0.0,136.0,0.0,84.0,26.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,143.63,0.0,104.0,0.0,140.0,0.0,105.0,27.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,139.91,0.0,104.0,0.0,135.0,2.0,118.0,27.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,123.95,0.0,103.0,0.0,137.0,8.0,165.0,29.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,107.99,0.0,103.0,0.0,137.0,12.0,222.0,28.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,108.89,0.0,103.0,0.0,136.0,15.0,203.0,25.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,111.39,0.0,104.0,0.0,139.0,15.0,204.0,28.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,109.91,0.0,103.0,0.0,136.0,15.0,207.0,27.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,117.59,0.0,103.0,0.0,139.0,13.0,178.0,28.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,117.88,0.0,103.0,0.0,139.0,15.0,171.0,27.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,120.01,0.0,104.0,0.0,135.0,15.0,169.0,27.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,118.1,0.0,103.0,0.0,138.0,15.0,175.0,28.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,121.62,0.0,103.0,0.0,144.0,15.0,152.0,27.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,141.13,0.0,103.0,0.0,139.0,14.0,95.5,26.5
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,155.05,0.0,103.0,0.0,136.5,10.5,68.25,26.75
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,163.99,0.0,103.5,0.0,135.75,5.25,55.125,26.375
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,172.68,0.0,103.75,0.0,135.375,2.625,45.0625,27.6875
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,176.62,0.0,103.875,0.0,135.1875,1.3125,40.03125,27.84375
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,178.07,0.0,103.9375,0.0,136.09375,0.65625,37.515625,27.921875
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,185.18,0.0,103.96875,0.0,135.546875,0.328125,26.7578125,27.9609375
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,190.58,0.0,103.984375,0.0,135.7734375,0.1640625,16.37890625,26.98046875
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,194.45,0.0,103.9921875,0.0,132.88671875,0.08203125,15.689453125,27.990234375
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,186.06,0.0,103.99609375,0.0,136.943359375,0.041015625,24.3447265625,27.9951171875
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,176.54,0.0,103.998046875,0.0,136.9716796875,0.0205078125,40.17236328125,27.99755859375
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,163.86,0.0,103.9990234375,0.0,136.48583984375,0.01025390625,62.086181640625,26.998779296875
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,153.08,0.0,103.99951171875,0.0,138.242919921875,0.005126953125,83.5430908203125,26.9993896484375
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,146.2,0.0,103.999755859375,0.0,136.6214599609375,1.0025634765625,100.77154541015624,26.99969482421875
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,134.08,0.0,103.4998779296875,0.0,136.81072998046875,4.50128173828125,132.88577270507812,27.99984741210937
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,119.65,0.0,103.24993896484376,0.0,136.90536499023438,8.250640869140625,177.44288635253906,27.999923706054688
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,114.11,0.0,103.12496948242188,0.0,136.4526824951172,11.625320434570312,190.2214431762696,26.499961853027344
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,112.72,0.0,103.56248474121094,0.0,137.7263412475586,13.312660217285156,197.1107215881348,27.249980926513672
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,111.3,0.0,103.28124237060548,0.0,136.8631706237793,14.156330108642578,202.05536079406733,27.12499046325684
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,114.37,0.0,103.14062118530272,0.0,137.93158531188965,13.578165054321287,190.0276803970337,27.56249523162841
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,116.09,0.0,103.07031059265135,0.0,138.46579265594482,14.289082527160645,180.51384019851685,27.28124761581421
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,118.02,0.0,103.53515529632568,0.0,136.7328963279724,14.644541263580322,174.75692009925842,27.140623807907104
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,118.06,0.0,103.26757764816284,0.0,137.3664481639862,14.82227063179016,174.8784600496292,27.570311903953552
