UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind,other
2025-04-19 00:00:00,2025-04-24 22:29:03,3.0,0.0,355.0,0.0,184.0,15.0,21.0,26.0
2025-04-19 01:00:00,2025-04-24 22:29:03,3.0,0.0,357.0,0.0,184.0,14.0,38.0,27.0
2025-04-19 02:00:00,2025-04-24 22:29:03,3.0,0.0,358.0,0.0,181.0,6.0,60.0,26.0
2025-04-19 03:00:00,2025-04-24 22:29:03,3.0,0.0,359.0,0.0,186.0,0.0,128.0,27.0
2025-04-19 04:00:00,2025-04-24 22:29:03,3.0,0.0,360.0,0.0,182.0,0.0,271.0,27.0
2025-04-19 05:00:00,2025-04-24 22:29:03,3.0,0.0,355.0,0.0,185.0,0.0,322.0,27.0
2025-04-19 06:00:00,2025-04-24 22:29:03,3.0,0.0,339.0,0.0,183.0,0.0,369.0,28.0
2025-04-19 07:00:00,2025-04-24 22:29:03,3.0,0.0,278.0,0.0,178.0,0.0,363.0,26.0
2025-04-19 08:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,165.0,0.0,355.0,28.0
2025-04-19 09:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,158.0,0.0,336.0,27.0
2025-04-19 10:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,147.0,0.0,308.0,27.0
2025-04-19 11:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,142.0,0.0,330.0,28.0
2025-04-19 12:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,125.0,0.0,339.0,25.0
2025-04-19 13:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,90.0,0.0,336.0,26.0
2025-04-19 14:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,89.0,0.0,311.0,26.0
2025-04-19 15:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,92.0,0.0,218.0,26.0
2025-04-19 16:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,138.0,3.0,297.0,26.0
