UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind,other
2025-04-19 17:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,135.0,10.0,324.0,26.0
2025-04-19 18:00:00,2025-04-24 22:29:03,3.0,0.0,103.0,0.0,140.0,15.0,277.0,25.0
2025-04-19 19:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,139.0,15.0,305.0,26.0
2025-04-19 20:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,136.0,15.0,315.0,26.0
2025-04-19 21:00:00,2025-04-24 22:29:03,3.0,0.0,103.0,0.0,138.0,15.0,344.0,26.0
2025-04-19 22:00:00,2025-04-24 22:29:03,3.0,0.0,104.0,0.0,137.0,15.0,364.0,24.0
2025-04-19 23:00:00,2025-04-24 22:29:03,3.0,0.0,103.0,0.0,138.0,15.0,375.0,26.0
2025-04-20 00:00:00,2025-04-24 22:29:03,3.0,0.0,103.0,0.0,138.0,15.0,378.0,26.0
2025-04-20 01:00:00,2025-04-24 22:29:03,3.0,0.0,230.0,0.0,161.0,14.5,208.0,26.5
2025-04-20 02:00:00,2025-04-24 22:29:03,3.0,0.0,294.0,0.0,171.0,10.25,134.0,26.25
2025-04-20 03:00:00,2025-04-24 22:29:03,3.0,0.0,326.5,0.0,178.5,5.125,131.0,26.625
2025-04-20 04:00:00,2025-04-24 22:29:03,3.0,0.0,343.25,0.0,180.25,2.5625,201.0,26.8125
2025-04-20 05:00:00,2025-04-24 22:29:03,3.0,0.0,349.125,0.0,182.625,1.28125,261.5,26.90625
2025-04-20 06:00:00,2025-04-24 22:29:03,3.0,0.0,344.0625,0.0,182.8125,0.640625,315.25,27.453125
2025-04-20 07:00:00,2025-04-24 22:29:03,3.0,0.0,311.03125,0.0,180.40625,0.3203125,339.125,26.7265625
2025-04-20 08:00:00,2025-04-24 22:29:03,3.0,0.0,207.515625,0.0,172.703125,0.16015625,347.0625,27.36328125
2025-04-20 09:00:00,2025-04-24 22:29:03,3.0,0.0,155.7578125,0.0,165.3515625,0.080078125,341.53125,27.181640625
2025-04-20 10:00:00,2025-04-24 22:29:03,3.0,0.0,129.87890625,0.0,156.17578125,0.0400390625,324.765625,27.0908203125
2025-04-20 11:00:00,2025-04-24 22:29:03,3.0,0.0,116.939453125,0.0,149.087890625,0.02001953125,327.3828125,27.54541015625
2025-04-20 12:00:00,2025-04-24 22:29:03,3.0,0.0,110.4697265625,0.0,137.0439453125,0.010009765625,333.19140625,26.272705078125
2025-04-20 13:00:00,2025-04-24 22:29:03,3.0,0.0,107.23486328125,0.0,113.52197265625,0.0050048828125,334.595703125,26.1363525390625
2025-04-20 14:00:00,2025-04-24 22:29:03,3.0,0.0,105.617431640625,0.0,101.260986328125,0.00250244140625,322.7978515625,26.06817626953125
2025-04-20 15:00:00,2025-04-24 22:29:03,3.0,0.0,104.8087158203125,0.0,96.6304931640625,0.001251220703125,270.39892578125,26.034088134765625
2025-04-20 16:00:00,2025-04-24 22:29:03,3.0,0.0,104.40435791015624,0.0,117.31524658203124,1.5006256103515625,283.699462890625,26.01704406738281
2025-04-20 17:00:00,2025-04-24 22:29:03,3.0,0.0,104.20217895507812,0.0,126.15762329101562,5.750312805175781,303.8497314453125,26.008522033691406
2025-04-20 18:00:00,2025-04-24 22:29:03,3.0,0.0,103.60108947753906,0.0,133.0788116455078,10.37515640258789,290.42486572265625,25.504261016845703
2025-04-20 19:00:00,2025-04-24 22:29:03,3.0,0.0,103.80054473876952,0.0,136.0394058227539,12.687578201293944,297.7124328613281,25.75213050842285
2025-04-20 20:00:00,2025-04-24 22:29:03,3.0,0.0,103.90027236938477,0.0,136.01970291137695,13.843789100646973,306.35621643066406,25.876065254211422
2025-04-20 21:00:00,2025-04-24 22:29:03,3.0,0.0,103.45013618469238,0.0,137.00985145568848,14.421894550323486,325.17810821533203,25.938032627105716
2025-04-20 22:00:00,2025-04-24 22:29:03,3.0,0.0,103.7250680923462,0.0,137.00492572784424,14.710947275161743,344.589054107666,24.969016313552856
2025-04-20 23:00:00,2025-04-24 22:29:03,3.0,0.0,103.3625340461731,0.0,137.50246286392212,14.855473637580872,359.794527053833,25.484508156776428
