UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind,other
2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,133.0,15.0,34.0,25.0
2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,134.0,13.0,39.0,26.0
2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,134.0,7.0,41.0,27.0
2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,135.0,0.0,42.0,26.0
2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,135.0,0.0,35.0,29.0
2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,135.0,0.0,35.0,28.0
2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,137.0,0.0,35.0,28.0
2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,135.0,0.0,16.0,28.0
2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,136.0,0.0,6.0,26.0
2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,130.0,0.0,15.0,29.0
2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,141.0,0.0,33.0,28.0
2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,137.0,0.0,56.0,28.0
2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,136.0,0.0,84.0,26.0
2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,140.0,0.0,105.0,27.0
2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,135.0,2.0,118.0,27.0
2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,137.0,8.0,165.0,29.0
2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,137.0,12.0,222.0,28.0
2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,136.0,15.0,203.0,25.0
