UTC time,creation_time (UTC),version,hydro
2025-04-28 00:00:00,2025-05-01 14:55:20,3.0,1033.0
2025-04-28 01:00:00,2025-05-01 14:55:20,3.0,1033.0
2025-04-28 02:00:00,2025-05-01 14:55:20,3.0,1078.0
2025-04-28 03:00:00,2025-05-01 14:55:20,3.0,1049.0
2025-04-28 04:00:00,2025-05-01 14:55:20,3.0,1086.0
2025-04-28 05:00:00,2025-05-01 14:55:20,3.0,1056.0
2025-04-28 06:00:00,2025-05-01 14:55:20,3.0,1019.0
2025-04-28 07:00:00,2025-05-01 14:55:20,3.0,1030.0
2025-04-28 08:00:00,2025-05-01 14:55:20,3.0,1067.0
2025-04-28 09:00:00,2025-05-01 14:55:20,3.0,930.0
2025-04-28 10:00:00,2025-05-01 14:55:20,3.0,1039.0
2025-04-28 11:00:00,2025-05-01 14:55:20,3.0,1039.0
2025-04-28 12:00:00,2025-05-01 14:55:20,3.0,993.0
2025-04-28 13:00:00,2025-05-01 14:55:20,3.0,1131.0
2025-04-28 14:00:00,2025-05-01 14:55:20,3.0,1077.0
2025-04-28 15:00:00,2025-05-01 14:55:20,3.0,1013.0
2025-04-28 16:00:00,2025-05-01 14:55:20,3.0,957.0
2025-04-28 17:00:00,2025-05-01 14:55:20,3.0,902.0
2025-04-28 18:00:00,2025-05-01 14:55:20,3.0,781.0
2025-04-28 19:00:00,2025-05-01 14:55:20,3.0,740.0
2025-04-28 20:00:00,2025-05-01 14:55:20,3.0,797.0
2025-04-28 21:00:00,2025-05-01 14:55:20,3.0,860.0
2025-04-28 22:00:00,2025-05-01 14:55:20,3.0,783.0
2025-04-28 23:00:00,2025-05-01 14:55:20,3.0,775.0
2025-04-29 00:00:00,2025-05-01 14:55:20,3.0,683.0
2025-04-29 01:00:00,2025-05-01 14:55:20,3.0,858.0
2025-04-29 02:00:00,2025-05-01 14:55:20,3.0,968.0
2025-04-29 03:00:00,2025-05-01 14:55:20,3.0,1008.5
2025-04-29 04:00:00,2025-05-01 14:55:20,3.0,1047.25
2025-04-29 05:00:00,2025-05-01 14:55:20,3.0,1051.625
2025-04-29 06:00:00,2025-05-01 14:55:20,3.0,1035.3125
2025-04-29 07:00:00,2025-05-01 14:55:20,3.0,1032.65625
2025-04-29 08:00:00,2025-05-01 14:55:20,3.0,1049.828125
2025-04-29 09:00:00,2025-05-01 14:55:20,3.0,989.9140625
2025-04-29 10:00:00,2025-05-01 14:55:20,3.0,1014.45703125
2025-04-29 11:00:00,2025-05-01 14:55:20,3.0,1026.728515625
2025-04-29 12:00:00,2025-05-01 14:55:20,3.0,1009.8642578125
2025-04-29 13:00:00,2025-05-01 14:55:20,3.0,1070.43212890625
2025-04-29 14:00:00,2025-05-01 14:55:20,3.0,1073.716064453125
2025-04-29 15:00:00,2025-05-01 14:55:20,3.0,1043.3580322265625
2025-04-29 16:00:00,2025-05-01 14:55:20,3.0,1000.1790161132812
2025-04-29 17:00:00,2025-05-01 14:55:20,3.0,951.0895080566406
2025-04-29 18:00:00,2025-05-01 14:55:20,3.0,866.0447540283203
2025-04-29 19:00:00,2025-05-01 14:55:20,3.0,803.0223770141602
2025-04-29 20:00:00,2025-05-01 14:55:20,3.0,800.0111885070801
2025-04-29 21:00:00,2025-05-01 14:55:20,3.0,830.00559425354
2025-04-29 22:00:00,2025-05-01 14:55:20,3.0,806.50279712677
2025-04-29 23:00:00,2025-05-01 14:55:20,3.0,790.751398563385
