UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,143.0,916.0,0.0,0.0,5.0,2637.0,140.0,303.0
2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,188.0,1156.0,0.0,0.0,7.0,2319.0,75.0,317.0
2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,189.0,1904.0,0.0,0.0,121.0,878.0,61.0,749.0
2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,188.0,2409.0,0.0,0.0,124.0,45.0,98.0,731.0
2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,188.0,2670.0,0.0,0.0,124.0,27.0,69.0,680.0
2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,187.0,6722.0,0.0,0.0,5.0,3.0,25.0,273.0
2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,118.0,5560.0,0.0,0.0,5.0,2.0,40.0,218.0
2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,100.0,6000.0,0.0,0.0,5.0,4.0,89.0,269.0
2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,99.0,2726.0,0.0,0.0,61.0,2.0,100.0,481.0
2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,100.0,2717.0,0.0,0.0,6.0,1.0,35.0,289.0
2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,100.0,2737.0,0.0,0.0,5.0,0.0,34.0,279.0
2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,101.0,2730.0,0.0,0.0,5.0,0.0,31.0,288.0
2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,101.0,2710.0,0.0,0.0,5.0,0.0,9.0,289.0
2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,101.0,2686.0,0.0,0.0,6.0,0.0,0.0,289.0
2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,103.0,2304.0,0.0,0.0,100.0,231.0,0.0,291.0
2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,104.0,1591.0,0.0,0.0,7.0,1007.0,0.0,315.0
2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,103.0,597.0,0.0,0.0,5.0,1871.0,3.0,334.0
2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,102.0,441.0,0.0,0.0,5.0,2447.0,18.0,346.0
2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,103.0,655.0,0.0,0.0,5.0,2971.0,57.0,366.0
2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,103.0,701.0,0.0,0.0,4.0,3037.0,120.0,344.0
2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,104.0,685.0,0.0,0.0,4.0,3037.0,118.0,340.0
2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,104.0,689.0,0.0,0.0,4.0,2697.0,105.0,317.0
2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,108.0,566.0,0.0,0.0,4.0,2658.0,95.0,312.0
2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,115.0,837.0,0.0,0.0,4.0,2460.0,81.0,315.0
2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,188.0,1434.0,0.0,0.0,4.0,2602.0,67.0,297.0
2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,188.0,1295.0,0.0,0.0,5.5,2460.5,71.0,307.0
2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,188.5,1599.5,0.0,0.0,63.25,1669.25,66.0,528.0
2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,188.25,2004.25,0.0,0.0,93.625,857.125,82.0,629.5
2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,188.125,2337.125,0.0,0.0,108.8125,442.0625,75.5,654.75
2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,187.5625,4529.5625,0.0,0.0,56.90625,222.53125,50.25,463.875
