,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2025-05-03 00:00:00,2025-05-08 01:08:32,3.0,183.99,292.0,1457.0,0.0,0.0,101.0,2894.0,0.0,286.0
1,2025-05-03 01:00:00,2025-05-08 01:08:32,3.0,220.54,322.0,1941.0,0.0,0.0,102.0,2431.0,4.0,270.0
2,2025-05-03 02:00:00,2025-05-08 01:08:32,3.0,340.0,357.0,2842.0,0.0,0.0,103.0,959.0,21.0,566.0
3,2025-05-03 03:00:00,2025-05-08 01:08:32,3.0,430.43,392.0,3138.0,0.0,0.0,102.0,54.0,16.0,930.0
4,2025-05-03 04:00:00,2025-05-08 01:08:32,3.0,430.43,393.0,3246.0,0.0,0.0,102.0,24.0,3.0,845.0
5,2025-05-03 05:00:00,2025-05-08 01:08:32,3.0,394.65,385.0,7632.0,0.0,0.0,4.0,0.0,1.0,274.0
6,2025-05-03 06:00:00,2025-05-08 01:08:32,3.0,393.25,311.0,7317.0,0.0,0.0,4.0,0.0,0.0,317.0
7,2025-05-03 07:00:00,2025-05-08 01:08:32,3.0,393.62,303.0,6761.0,0.0,0.0,4.0,0.0,0.0,277.0
8,2025-05-03 08:00:00,2025-05-08 01:08:32,3.0,408.52,304.0,3213.0,0.0,0.0,102.0,0.0,0.0,352.0
9,2025-05-03 09:00:00,2025-05-08 01:08:32,3.0,407.25,305.0,3001.0,0.0,0.0,103.0,0.0,0.0,275.0
10,2025-05-03 10:00:00,2025-05-08 01:08:32,3.0,411.83,305.0,2607.0,0.0,0.0,102.0,0.0,0.0,275.0
11,2025-05-03 11:00:00,2025-05-08 01:08:32,3.0,413.82,305.0,2452.0,0.0,0.0,103.0,0.0,0.0,276.0
12,2025-05-03 12:00:00,2025-05-08 01:08:32,3.0,414.44,306.0,2412.0,0.0,0.0,102.0,0.0,3.0,280.0
13,2025-05-03 13:00:00,2025-05-08 01:08:32,3.0,414.57,305.0,2410.0,0.0,0.0,103.0,0.0,0.0,279.0
14,2025-05-03 14:00:00,2025-05-08 01:08:32,3.0,363.12,306.0,2259.0,0.0,0.0,102.0,441.0,0.0,284.0
15,2025-05-03 15:00:00,2025-05-08 01:08:32,3.0,234.74,254.0,1342.0,0.0,0.0,101.0,1661.0,0.0,290.0
