,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,150.05,143.0,916.0,0.0,0.0,5.0,2637.0,140.0,303.0
1,2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,185.35,188.0,1156.0,0.0,0.0,7.0,2319.0,75.0,317.0
2,2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,327.73,189.0,1904.0,0.0,0.0,121.0,878.0,61.0,749.0
3,2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,404.6,188.0,2409.0,0.0,0.0,124.0,45.0,98.0,731.0
4,2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,404.94,188.0,2670.0,0.0,0.0,124.0,27.0,69.0,680.0
5,2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,386.17,187.0,6722.0,0.0,0.0,5.0,3.0,25.0,273.0
6,2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,382.34,118.0,5560.0,0.0,0.0,5.0,2.0,40.0,218.0
7,2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,378.95,100.0,6000.0,0.0,0.0,5.0,4.0,89.0,269.0
8,2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,392.17,99.0,2726.0,0.0,0.0,61.0,2.0,100.0,481.0
9,2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,396.27,100.0,2717.0,0.0,0.0,6.0,1.0,35.0,289.0
10,2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,395.92,100.0,2737.0,0.0,0.0,5.0,0.0,34.0,279.0
11,2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,396.98,101.0,2730.0,0.0,0.0,5.0,0.0,31.0,288.0
12,2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,400.01,101.0,2710.0,0.0,0.0,5.0,0.0,9.0,289.0
13,2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,401.28,101.0,2686.0,0.0,0.0,6.0,0.0,0.0,289.0
14,2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,362.52,103.0,2304.0,0.0,0.0,100.0,231.0,0.0,291.0
15,2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,280.7,104.0,1591.0,0.0,0.0,7.0,1007.0,0.0,315.0
16,2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,168.63,103.0,597.0,0.0,0.0,5.0,1871.0,3.0,334.0
17,2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,130.88,102.0,441.0,0.0,0.0,5.0,2447.0,18.0,346.0
18,2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,127.76,103.0,655.0,0.0,0.0,5.0,2971.0,57.0,366.0
19,2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,124.26,103.0,701.0,0.0,0.0,4.0,3037.0,120.0,344.0
20,2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,123.13,104.0,685.0,0.0,0.0,4.0,3037.0,118.0,340.0
21,2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,131.83,104.0,689.0,0.0,0.0,4.0,2697.0,105.0,317.0
22,2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,125.81,108.0,566.0,0.0,0.0,4.0,2658.0,95.0,312.0
23,2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,151.68,115.0,837.0,0.0,0.0,4.0,2460.0,81.0,315.0
24,2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,183.85,188.0,1434.0,0.0,0.0,4.0,2602.0,67.0,297.0
25,2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,184.55,188.0,1295.0,0.0,0.0,5.5,2460.5,71.0,307.0
26,2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,252.44,188.5,1599.5,0.0,0.0,63.25,1669.25,66.0,528.0
27,2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,323.39,188.25,2004.25,0.0,0.0,93.625,857.125,82.0,629.5
28,2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,363.65,188.125,2337.125,0.0,0.0,108.8125,442.0625,75.5,654.75
29,2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,378.39,187.5625,4529.5625,0.0,0.0,56.90625,222.53125,50.25,463.875
30,2025-04-29 06:00:00,2025-05-01 22:23:48,3.0,380.44,152.78125,5044.78125,0.0,0.0,30.953125,112.265625,45.125,340.9375
31,2025-04-29 07:00:00,2025-05-01 22:23:48,3.0,379.65,126.390625,5522.390625,0.0,0.0,17.9765625,58.1328125,67.0625,304.96875
32,2025-04-29 08:00:00,2025-05-01 22:23:48,3.0,384.19,112.6953125,4124.1953125,0.0,0.0,39.48828125,30.06640625,83.53125,392.984375
33,2025-04-29 09:00:00,2025-05-01 22:23:48,3.0,388.99,106.34765625,3420.59765625,0.0,0.0,22.744140625,15.533203125,59.265625,340.9921875
34,2025-04-29 10:00:00,2025-05-01 22:23:48,3.0,392.06,103.173828125,3078.798828125,0.0,0.0,13.8720703125,7.7666015625,46.6328125,309.99609375
35,2025-04-29 11:00:00,2025-05-01 22:23:48,3.0,394.37,102.0869140625,2904.3994140625,0.0,0.0,9.43603515625,3.88330078125,38.81640625,298.998046875
36,2025-04-29 12:00:00,2025-05-01 22:23:48,3.0,397.08,101.54345703125,2807.19970703125,0.0,0.0,7.218017578125,1.941650390625,23.908203125,293.9990234375
37,2025-04-29 13:00:00,2025-05-01 22:23:48,3.0,399.13,101.271728515625,2746.599853515625,0.0,0.0,6.6090087890625,0.9708251953125,11.9541015625,291.49951171875
38,2025-04-29 14:00:00,2025-05-01 22:23:48,3.0,381.21,102.1358642578125,2525.2999267578125,0.0,0.0,53.30450439453125,115.98541259765624,5.97705078125,291.249755859375
39,2025-04-29 15:00:00,2025-05-01 22:23:48,3.0,331.53,103.06793212890624,2058.1499633789062,0.0,0.0,30.152252197265625,561.4927062988281,2.988525390625,303.1248779296875
40,2025-04-29 16:00:00,2025-05-01 22:23:48,3.0,252.07,103.03396606445312,1327.5749816894531,0.0,0.0,17.576126098632812,1216.246353149414,2.9942626953125,318.5624389648437
41,2025-04-29 17:00:00,2025-05-01 22:23:48,3.0,187.92,102.51698303222656,884.2874908447266,0.0,0.0,11.288063049316406,1831.623176574707,10.49713134765625,332.2812194824219
42,2025-04-29 18:00:00,2025-05-01 22:23:48,3.0,153.8,102.75849151611328,769.6437454223633,0.0,0.0,8.144031524658203,2401.311588287353,33.748565673828125,349.14060974121094
43,2025-04-29 19:00:00,2025-05-01 22:23:48,3.0,137.84,102.87924575805664,735.3218727111816,0.0,0.0,6.072015762329102,2719.1557941436768,76.87428283691406,346.57030487060547
44,2025-04-29 20:00:00,2025-05-01 22:23:48,3.0,130.22,103.43962287902832,710.1609363555908,0.0,0.0,5.036007881164551,2878.0778970718384,97.43714141845705,343.28515243530273
45,2025-04-29 21:00:00,2025-05-01 22:23:48,3.0,131.0,103.71981143951416,699.5804681777954,0.0,0.0,4.518003940582275,2787.538948535919,101.21857070922852,330.14257621765137
46,2025-04-29 22:00:00,2025-05-01 22:23:48,3.0,128.5,105.85990571975708,632.7902340888977,0.0,0.0,4.259001970291138,2722.76947426796,98.10928535461426,321.0712881088257
47,2025-04-29 23:00:00,2025-05-01 22:23:48,3.0,139.98,110.42995285987854,734.8951170444489,0.0,0.0,4.129500985145569,2591.38473713398,89.55464267730713,318.03564405441284
