,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,216.83,143.0,916.0,0.0,0.0,5.0,2637.0,140.0,303.0
1,2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,257.96,188.0,1156.0,0.0,0.0,7.0,2319.0,75.0,317.0
2,2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,424.22,189.0,1904.0,0.0,0.0,121.0,878.0,61.0,749.0
3,2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,515.26,188.0,2409.0,0.0,0.0,124.0,45.0,98.0,731.0
4,2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,517.14,188.0,2670.0,0.0,0.0,124.0,27.0,69.0,680.0
5,2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,504.33,187.0,6722.0,0.0,0.0,5.0,3.0,25.0,273.0
6,2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,500.49,118.0,5560.0,0.0,0.0,5.0,2.0,40.0,218.0
7,2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,496.61,100.0,6000.0,0.0,0.0,5.0,4.0,89.0,269.0
8,2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,506.28,99.0,2726.0,0.0,0.0,61.0,2.0,100.0,481.0
9,2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,513.41,100.0,2717.0,0.0,0.0,6.0,1.0,35.0,289.0
10,2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,513.13,100.0,2737.0,0.0,0.0,5.0,0.0,34.0,279.0
11,2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,514.29,101.0,2730.0,0.0,0.0,5.0,0.0,31.0,288.0
12,2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,518.06,101.0,2710.0,0.0,0.0,5.0,0.0,9.0,289.0
13,2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,519.6,101.0,2686.0,0.0,0.0,6.0,0.0,0.0,289.0
14,2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,472.07,103.0,2304.0,0.0,0.0,100.0,231.0,0.0,291.0
15,2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,373.96,104.0,1591.0,0.0,0.0,7.0,1007.0,0.0,315.0
16,2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,238.63,103.0,597.0,0.0,0.0,5.0,1871.0,3.0,334.0
17,2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,194.21,102.0,441.0,0.0,0.0,5.0,2447.0,18.0,346.0
