,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,283.21,547.0,1172.0,993.0,228.0,59.0,0.0
1,2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,284.97,550.0,1284.0,992.0,309.0,0.0,1.0
2,2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,289.1,548.0,1202.0,993.0,236.0,0.0,0.0
3,2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,283.7,485.0,1140.0,994.0,167.0,0.0,0.0
4,2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,288.98,456.0,1094.0,993.0,57.0,0.0,0.0
5,2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,288.32,453.0,988.0,994.0,27.0,0.0,0.0
6,2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,287.01,456.0,932.0,994.0,27.0,0.0,0.0
7,2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,286.37,451.0,935.0,992.0,27.0,0.0,0.0
8,2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,297.31,515.0,898.0,995.0,26.0,0.0,0.0
9,2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,300.64,530.0,911.0,993.0,27.0,0.0,0.0
10,2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,301.86,529.0,953.0,992.0,26.0,0.0,0.0
11,2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,304.51,531.0,1059.0,995.0,27.0,0.0,0.0
12,2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,297.99,530.0,1040.0,995.0,26.0,52.0,0.0
13,2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,279.38,533.0,996.0,994.0,26.0,220.0,0.0
14,2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,254.68,528.0,955.0,993.0,25.0,462.0,0.0
15,2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,239.16,531.0,927.0,994.0,26.0,645.0,1.0
16,2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,234.4,529.0,966.0,992.0,27.0,726.0,0.0
17,2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,234.91,527.0,1046.0,994.0,24.0,763.0,1.0
18,2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,237.13,522.0,1160.0,993.0,27.0,781.0,0.0
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,235.68,531.0,1154.0,993.0,26.0,820.0,0.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,239.36,530.0,1162.0,993.0,23.0,771.0,0.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,250.71,603.0,1114.0,995.0,26.0,734.0,0.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,253.79,604.0,1147.0,993.0,52.0,685.0,0.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,286.66,680.0,1225.0,994.0,115.0,370.0,0.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,313.11,719.0,1254.0,993.0,196.0,65.0,0.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,299.24,634.5,1269.0,992.5,252.5,32.5,0.5
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,294.34,591.25,1235.5,992.75,244.25,16.25,0.25
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,289.29,538.125,1187.75,993.375,205.625,8.125,0.125
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,289.14,497.0625,1140.875,993.1875,131.3125,4.0625,0.0625
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,288.75,475.03125,1064.4375,993.59375,79.15625,2.03125,0.03125
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,287.92,465.515625,998.21875,993.796875,53.078125,1.015625,0.015625
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,287.16,458.2578125,966.609375,992.8984375,40.0390625,0.5078125,0.0078125
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,292.21,486.62890625,932.3046875,993.94921875,33.01953125,0.25390625,0.00390625
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,296.44,508.314453125,921.65234375,993.474609375,30.009765625,0.126953125,0.001953125
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,299.17,518.6572265625,937.326171875,992.7373046875,28.0048828125,0.0634765625,0.0009765625
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,301.91,524.82861328125,998.1630859375,993.86865234375,27.50244140625,0.03173828125,0.00048828125
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,299.92,527.414306640625,1019.08154296875,994.434326171875,26.751220703125,26.015869140625,0.000244140625
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,289.31,530.2071533203125,1007.540771484375,994.2171630859376,26.3756103515625,123.0079345703125,0.0001220703125
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,271.13,529.1035766601562,981.2703857421876,993.6085815429688,25.68780517578125,292.50396728515625,6.103515625e-05
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,254.33,530.0517883300781,954.1351928710938,993.8042907714844,25.843902587890625,468.7519836425781,0.500030517578125
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,243.94,529.5258941650391,960.0675964355468,992.9021453857422,26.421951293945312,597.3759918212891,0.2500152587890625
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,239.25,528.2629470825195,1003.0337982177734,993.4510726928712,25.210975646972656,680.1879959106445,0.6250076293945312
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,238.15,525.1314735412598,1081.5168991088867,993.2255363464355,26.105487823486328,730.5939979553223,0.3125038146972656
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,236.89,528.0657367706299,1117.7584495544434,993.1127681732178,26.052743911743164,775.2969989776611,0.1562519073486328
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,238.13,529.0328683853149,1139.8792247772217,993.0563840866088,24.526371955871586,773.1484994888306,0.0781259536743164
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,244.43,566.0164341926575,1126.9396123886108,994.0281920433044,25.26318597793579,753.5742497444153,0.0390629768371582
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,249.12,585.0082170963287,1136.9698061943054,993.5140960216522,38.631592988967896,719.2871248722076,0.0195314884185791
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,267.64,632.5041085481644,1180.9849030971527,993.757048010826,76.81579649448395,544.6435624361038,0.0097657442092895
