,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
30,2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,376.66,723.171875,533.71875,991.40625,52.421875,3.3125,0.0
31,2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,368.45,677.5859375,533.359375,991.203125,49.2109375,1.65625,0.0
32,2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,363.56,655.79296875,518.1796875,990.6015625,48.10546875,0.828125,0.0
33,2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,361.14,647.896484375,501.58984375,991.30078125,46.552734375,0.4140625,0.0
34,2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,362.22,645.9482421875,526.794921875,992.150390625,45.7763671875,0.20703125,0.0
35,2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,365.06,644.47412109375,583.3974609375,991.5751953125,45.38818359375,1.603515625,0.0
36,2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,349.38,643.737060546875,565.19873046875,992.28759765625,44.694091796875,108.8017578125,0.0
37,2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,313.84,643.3685302734375,488.099365234375,992.143798828125,43.8470458984375,369.90087890625,0.0
38,2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,289.87,643.1842651367188,458.0496826171875,992.0718994140624,42.92352294921875,594.450439453125,0.0
39,2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,281.3,642.0921325683594,498.52484130859375,992.0359497070312,43.461761474609375,726.2252197265625,0.0
40,2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,280.95,640.5460662841797,569.2624206542969,991.0179748535156,43.23088073730469,791.1126098632812,0.0
41,2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,285.11,638.2730331420898,636.6312103271484,991.5089874267578,42.61544036865234,791.0563049316406,0.0
42,2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,289.79,638.6365165710449,712.3156051635742,991.2544937133788,42.30772018432617,795.0281524658203,0.0
43,2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,291.84,638.8182582855225,754.1578025817871,991.1272468566896,41.653860092163086,803.5140762329102,0.0
44,2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,293.59,640.4091291427612,771.0789012908936,992.0636234283448,41.32693004608154,796.7570381164551,0.0
45,2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,294.99,651.7045645713806,775.0394506454468,991.5318117141724,39.16346502304077,808.3785190582275,0.0
46,2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,301.21,703.8522822856903,740.5197253227234,992.2659058570862,37.58173251152039,810.1892595291138,0.0
47,2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,316.78,779.4261411428452,711.2598626613617,992.1329529285432,71.79086625576019,706.5946297645569,0.0
