,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,397.15,1027.0,679.0,991.0,191.0,126.0,0.0
1,2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,415.33,1063.0,680.0,990.0,185.0,25.0,0.0
2,2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,427.15,1060.0,657.0,992.0,92.0,23.0,0.0
3,2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,425.11,990.0,569.0,993.0,44.0,0.0,0.0
4,2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,401.9,854.0,526.0,991.0,45.0,0.0,0.0
5,2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,369.84,684.0,521.0,990.0,47.0,0.0,0.0
6,2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,360.34,639.0,519.0,992.0,46.0,0.0,0.0
7,2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,359.86,632.0,533.0,991.0,46.0,0.0,0.0
8,2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,358.49,634.0,503.0,990.0,47.0,0.0,0.0
9,2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,358.67,640.0,485.0,992.0,45.0,0.0,0.0
10,2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,363.27,644.0,552.0,993.0,45.0,0.0,0.0
11,2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,367.77,643.0,640.0,991.0,45.0,3.0,0.0
12,2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,334.83,643.0,547.0,993.0,44.0,216.0,0.0
13,2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,283.08,643.0,411.0,992.0,43.0,631.0,0.0
14,2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,269.07,643.0,428.0,992.0,42.0,819.0,0.0
15,2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,273.68,641.0,539.0,992.0,44.0,858.0,0.0
16,2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,280.62,639.0,640.0,990.0,43.0,856.0,0.0
17,2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,289.1,636.0,704.0,992.0,42.0,791.0,0.0
18,2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,294.25,639.0,788.0,991.0,42.0,799.0,0.0
19,2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,293.82,639.0,796.0,991.0,41.0,812.0,0.0
20,2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,295.33,642.0,788.0,993.0,41.0,790.0,0.0
21,2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,296.37,663.0,779.0,991.0,37.0,820.0,0.0
22,2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,307.35,756.0,706.0,993.0,36.0,812.0,0.0
23,2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,332.57,855.0,682.0,992.0,106.0,603.0,0.0
24,2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,377.09,916.0,736.0,992.0,226.0,141.0,0.0
25,2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,395.99,989.5,708.0,991.0,205.5,83.0,0.0
26,2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,411.16,1024.75,682.5,991.5,148.75,53.0,0.0
27,2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,417.75,1007.375,625.75,992.25,96.375,26.5,0.0
28,2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,410.33,930.6875,575.875,991.625,70.6875,13.25,0.0
29,2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,391.51,807.34375,548.4375,990.8125,58.84375,6.625,0.0
