UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2025-04-19 00:00:00,2025-04-25 21:35:28,3.0,510.0,1032.0,994.0,372.0,86.0,0.0
2025-04-19 01:00:00,2025-04-25 21:35:28,3.0,566.0,1008.0,995.0,367.0,15.0,0.0
2025-04-19 02:00:00,2025-04-25 21:35:28,3.0,520.0,987.0,995.0,304.0,7.0,0.0
2025-04-19 03:00:00,2025-04-25 21:35:28,3.0,453.0,1016.0,996.0,225.0,0.0,0.0
2025-04-19 04:00:00,2025-04-25 21:35:28,3.0,454.0,1006.0,995.0,139.0,0.0,0.0
2025-04-19 05:00:00,2025-04-25 21:35:28,3.0,454.0,945.0,995.0,28.0,0.0,0.0
2025-04-19 06:00:00,2025-04-25 21:35:28,3.0,453.0,820.0,995.0,28.0,0.0,0.0
2025-04-19 07:00:00,2025-04-25 21:35:28,3.0,443.0,757.0,995.0,28.0,0.0,0.0
2025-04-19 08:00:00,2025-04-25 21:35:28,3.0,446.0,713.0,996.0,27.0,0.0,0.0
2025-04-19 09:00:00,2025-04-25 21:35:28,3.0,451.0,720.0,995.0,28.0,0.0,0.0
2025-04-19 10:00:00,2025-04-25 21:35:28,3.0,452.0,739.0,996.0,28.0,0.0,0.0
2025-04-19 11:00:00,2025-04-25 21:35:28,3.0,451.0,763.0,996.0,27.0,0.0,0.0
2025-04-19 12:00:00,2025-04-25 21:35:28,3.0,454.0,730.0,994.0,26.0,143.0,0.0
2025-04-19 13:00:00,2025-04-25 21:35:28,3.0,452.0,591.0,996.0,27.0,615.0,1.0
2025-04-19 14:00:00,2025-04-25 21:35:28,3.0,453.0,590.0,996.0,23.0,884.0,0.0
2025-04-19 15:00:00,2025-04-25 21:35:28,3.0,452.0,718.0,995.0,19.0,936.0,1.0
2025-04-19 16:00:00,2025-04-25 21:35:28,3.0,453.0,769.0,995.0,18.0,960.0,1.0
2025-04-19 17:00:00,2025-04-25 21:35:28,3.0,447.0,883.0,994.0,17.0,981.0,0.0
2025-04-19 18:00:00,2025-04-25 21:35:28,3.0,449.0,1032.0,995.0,14.0,969.0,1.0
2025-04-19 19:00:00,2025-04-25 21:35:28,3.0,453.0,1108.0,995.0,16.0,962.0,1.0
2025-04-19 20:00:00,2025-04-25 21:35:28,3.0,538.0,1089.0,994.0,18.0,943.0,1.0
2025-04-19 21:00:00,2025-04-25 21:35:28,3.0,655.0,1071.0,994.0,22.0,872.0,0.0
2025-04-19 22:00:00,2025-04-25 21:35:28,3.0,683.0,1104.0,995.0,57.0,763.0,1.0
2025-04-19 23:00:00,2025-04-25 21:35:28,3.0,803.0,1184.0,994.0,210.0,402.0,0.0
2025-04-20 00:00:00,2025-04-25 21:35:28,3.0,872.0,1206.0,995.0,350.0,44.0,0.0
2025-04-20 01:00:00,2025-04-25 21:35:28,3.0,719.0,1107.0,995.0,358.5,29.5,0.0
2025-04-20 02:00:00,2025-04-25 21:35:28,3.0,619.5,1047.0,995.0,331.25,18.25,0.0
2025-04-20 03:00:00,2025-04-25 21:35:28,3.0,536.25,1031.5,995.5,278.125,9.125,0.0
2025-04-20 04:00:00,2025-04-25 21:35:28,3.0,495.125,1018.75,995.25,208.5625,4.5625,0.0
2025-04-20 05:00:00,2025-04-25 21:35:28,3.0,474.5625,981.875,995.125,118.28125,2.28125,0.0
2025-04-20 06:00:00,2025-04-25 21:35:28,3.0,463.78125,900.9375,995.0625,73.140625,1.140625,0.0
2025-04-20 07:00:00,2025-04-25 21:35:28,3.0,453.390625,828.96875,995.03125,50.5703125,0.5703125,0.0
2025-04-20 08:00:00,2025-04-25 21:35:28,3.0,449.6953125,770.984375,995.515625,38.78515625,0.28515625,0.0
2025-04-20 09:00:00,2025-04-25 21:35:28,3.0,450.34765625,745.4921875,995.2578125,33.392578125,0.142578125,0.0
2025-04-20 10:00:00,2025-04-25 21:35:28,3.0,451.173828125,742.24609375,995.62890625,30.6962890625,0.0712890625,0.0
2025-04-20 11:00:00,2025-04-25 21:35:28,3.0,451.0869140625,752.623046875,995.814453125,28.84814453125,0.03564453125,0.0
2025-04-20 12:00:00,2025-04-25 21:35:28,3.0,452.54345703125,741.3115234375,994.9072265625,27.424072265625,71.517822265625,0.0
2025-04-20 13:00:00,2025-04-25 21:35:28,3.0,452.271728515625,666.15576171875,995.45361328125,27.2120361328125,343.2589111328125,0.5
2025-04-20 14:00:00,2025-04-25 21:35:28,3.0,452.6358642578125,628.077880859375,995.726806640625,25.10601806640625,613.6294555664062,0.25
2025-04-20 15:00:00,2025-04-25 21:35:28,3.0,452.3179321289063,673.0389404296875,995.3634033203124,22.053009033203125,774.8147277832031,0.625
2025-04-20 16:00:00,2025-04-25 21:35:28,3.0,452.6589660644531,721.0194702148438,995.1817016601562,20.02650451660156,867.4073638916016,0.8125
2025-04-20 17:00:00,2025-04-25 21:35:28,3.0,449.82948303222656,802.0097351074219,994.590850830078,18.51325225830078,924.2036819458008,0.40625
2025-04-20 18:00:00,2025-04-25 21:35:28,3.0,449.4147415161133,917.0048675537108,994.7954254150392,16.25662612915039,946.6018409729004,0.703125
2025-04-20 19:00:00,2025-04-25 21:35:28,3.0,451.20737075805664,1012.5024337768556,994.8977127075196,16.128313064575195,954.3009204864502,0.8515625
2025-04-20 20:00:00,2025-04-25 21:35:28,3.0,494.6036853790283,1050.7512168884275,994.4488563537598,17.064156532287598,948.6504602432252,0.92578125
2025-04-20 21:00:00,2025-04-25 21:35:28,3.0,574.8018426895142,1060.875608444214,994.22442817688,19.5320782661438,910.3252301216124,0.462890625
2025-04-20 22:00:00,2025-04-25 21:35:28,3.0,628.9009213447571,1082.437804222107,994.61221408844,38.2660391330719,836.6626150608063,0.7314453125
2025-04-20 23:00:00,2025-04-25 21:35:28,3.0,715.9504606723785,1133.2189021110537,994.30610704422,124.13301956653596,619.3313075304031,0.36572265625
