UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2025-04-25 00:00:00,2025-05-01 04:36:13,3.0,547.0,1172.0,993.0,228.0,59.0,0.0
2025-04-25 01:00:00,2025-05-01 04:36:13,3.0,550.0,1284.0,992.0,309.0,0.0,1.0
2025-04-25 02:00:00,2025-05-01 04:36:13,3.0,548.0,1202.0,993.0,236.0,0.0,0.0
2025-04-25 03:00:00,2025-05-01 04:36:13,3.0,485.0,1140.0,994.0,167.0,0.0,0.0
2025-04-25 04:00:00,2025-05-01 04:36:13,3.0,456.0,1094.0,993.0,57.0,0.0,0.0
2025-04-25 05:00:00,2025-05-01 04:36:13,3.0,453.0,988.0,994.0,27.0,0.0,0.0
2025-04-25 06:00:00,2025-05-01 04:36:13,3.0,456.0,932.0,994.0,27.0,0.0,0.0
2025-04-25 07:00:00,2025-05-01 04:36:13,3.0,451.0,935.0,992.0,27.0,0.0,0.0
2025-04-25 08:00:00,2025-05-01 04:36:13,3.0,515.0,898.0,995.0,26.0,0.0,0.0
2025-04-25 09:00:00,2025-05-01 04:36:13,3.0,530.0,911.0,993.0,27.0,0.0,0.0
2025-04-25 10:00:00,2025-05-01 04:36:13,3.0,529.0,953.0,992.0,26.0,0.0,0.0
2025-04-25 11:00:00,2025-05-01 04:36:13,3.0,531.0,1059.0,995.0,27.0,0.0,0.0
2025-04-25 12:00:00,2025-05-01 04:36:13,3.0,530.0,1040.0,995.0,26.0,52.0,0.0
2025-04-25 13:00:00,2025-05-01 04:36:13,3.0,533.0,996.0,994.0,26.0,220.0,0.0
2025-04-25 14:00:00,2025-05-01 04:36:13,3.0,528.0,955.0,993.0,25.0,462.0,0.0
2025-04-25 15:00:00,2025-05-01 04:36:13,3.0,531.0,927.0,994.0,26.0,645.0,1.0
2025-04-25 16:00:00,2025-05-01 04:36:13,3.0,529.0,966.0,992.0,27.0,726.0,0.0
2025-04-25 17:00:00,2025-05-01 04:36:13,3.0,527.0,1046.0,994.0,24.0,763.0,1.0
2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,522.0,1160.0,993.0,27.0,781.0,0.0
2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,531.0,1154.0,993.0,26.0,820.0,0.0
2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,530.0,1162.0,993.0,23.0,771.0,0.0
2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,603.0,1114.0,995.0,26.0,734.0,0.0
2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,604.0,1147.0,993.0,52.0,685.0,0.0
2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,680.0,1225.0,994.0,115.0,370.0,0.0
2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,719.0,1254.0,993.0,196.0,65.0,0.0
2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,634.5,1269.0,992.5,252.5,32.5,0.5
2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,591.25,1235.5,992.75,244.25,16.25,0.25
2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,538.125,1187.75,993.375,205.625,8.125,0.125
2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,497.0625,1140.875,993.1875,131.3125,4.0625,0.0625
2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,475.03125,1064.4375,993.59375,79.15625,2.03125,0.03125
2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,465.515625,998.21875,993.796875,53.078125,1.015625,0.015625
2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,458.2578125,966.609375,992.8984375,40.0390625,0.5078125,0.0078125
2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,486.62890625,932.3046875,993.94921875,33.01953125,0.25390625,0.00390625
2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,508.314453125,921.65234375,993.474609375,30.009765625,0.126953125,0.001953125
2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,518.6572265625,937.326171875,992.7373046875,28.0048828125,0.0634765625,0.0009765625
2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,524.82861328125,998.1630859375,993.86865234375,27.50244140625,0.03173828125,0.00048828125
2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,527.414306640625,1019.08154296875,994.434326171875,26.751220703125,26.015869140625,0.000244140625
2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,530.2071533203125,1007.540771484375,994.2171630859376,26.3756103515625,123.0079345703125,0.0001220703125
