UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,529.1035766601562,981.2703857421876,993.6085815429688,25.68780517578125,292.50396728515625,6.103515625e-05
2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,530.0517883300781,954.1351928710938,993.8042907714844,25.843902587890625,468.7519836425781,0.500030517578125
2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,529.5258941650391,960.0675964355468,992.9021453857422,26.421951293945312,597.3759918212891,0.2500152587890625
2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,528.2629470825195,1003.0337982177734,993.4510726928712,25.210975646972656,680.1879959106445,0.6250076293945312
2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,525.1314735412598,1081.5168991088867,993.2255363464355,26.105487823486328,730.5939979553223,0.3125038146972656
2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,528.0657367706299,1117.7584495544434,993.1127681732178,26.052743911743164,775.2969989776611,0.1562519073486328
2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,529.0328683853149,1139.8792247772217,993.0563840866088,24.526371955871586,773.1484994888306,0.0781259536743164
2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,566.0164341926575,1126.9396123886108,994.0281920433044,25.26318597793579,753.5742497444153,0.0390629768371582
2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,585.0082170963287,1136.9698061943054,993.5140960216522,38.631592988967896,719.2871248722076,0.0195314884185791
2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,632.5041085481644,1180.9849030971527,993.757048010826,76.81579649448395,544.6435624361038,0.0097657442092895
