UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,1027.0,679.0,991.0,191.0,126.0,0.0
2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,1063.0,680.0,990.0,185.0,25.0,0.0
2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,1060.0,657.0,992.0,92.0,23.0,0.0
2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,990.0,569.0,993.0,44.0,0.0,0.0
2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,854.0,526.0,991.0,45.0,0.0,0.0
2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,684.0,521.0,990.0,47.0,0.0,0.0
2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,639.0,519.0,992.0,46.0,0.0,0.0
2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,632.0,533.0,991.0,46.0,0.0,0.0
2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,634.0,503.0,990.0,47.0,0.0,0.0
2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,640.0,485.0,992.0,45.0,0.0,0.0
2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,644.0,552.0,993.0,45.0,0.0,0.0
2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,643.0,640.0,991.0,45.0,3.0,0.0
2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,643.0,547.0,993.0,44.0,216.0,0.0
2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,643.0,411.0,992.0,43.0,631.0,0.0
2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,643.0,428.0,992.0,42.0,819.0,0.0
2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,641.0,539.0,992.0,44.0,858.0,0.0
2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,639.0,640.0,990.0,43.0,856.0,0.0
2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,636.0,704.0,992.0,42.0,791.0,0.0
2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,639.0,788.0,991.0,42.0,799.0,0.0
2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,639.0,796.0,991.0,41.0,812.0,0.0
2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,642.0,788.0,993.0,41.0,790.0,0.0
2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,663.0,779.0,991.0,37.0,820.0,0.0
2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,756.0,706.0,993.0,36.0,812.0,0.0
2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,855.0,682.0,992.0,106.0,603.0,0.0
2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,916.0,736.0,992.0,226.0,141.0,0.0
2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,989.5,708.0,991.0,205.5,83.0,0.0
2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,1024.75,682.5,991.5,148.75,53.0,0.0
2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,1007.375,625.75,992.25,96.375,26.5,0.0
2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,930.6875,575.875,991.625,70.6875,13.25,0.0
2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,807.34375,548.4375,990.8125,58.84375,6.625,0.0
2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,723.171875,533.71875,991.40625,52.421875,3.3125,0.0
2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,677.5859375,533.359375,991.203125,49.2109375,1.65625,0.0
2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,655.79296875,518.1796875,990.6015625,48.10546875,0.828125,0.0
2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,647.896484375,501.58984375,991.30078125,46.552734375,0.4140625,0.0
2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,645.9482421875,526.794921875,992.150390625,45.7763671875,0.20703125,0.0
2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,644.47412109375,583.3974609375,991.5751953125,45.38818359375,1.603515625,0.0
2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,643.737060546875,565.19873046875,992.28759765625,44.694091796875,108.8017578125,0.0
2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,643.3685302734375,488.099365234375,992.143798828125,43.8470458984375,369.90087890625,0.0
2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,643.1842651367188,458.0496826171875,992.0718994140624,42.92352294921875,594.450439453125,0.0
2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,642.0921325683594,498.52484130859375,992.0359497070312,43.461761474609375,726.2252197265625,0.0
2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,640.5460662841797,569.2624206542969,991.0179748535156,43.23088073730469,791.1126098632812,0.0
2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,638.2730331420898,636.6312103271484,991.5089874267578,42.61544036865234,791.0563049316406,0.0
2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,638.6365165710449,712.3156051635742,991.2544937133788,42.30772018432617,795.0281524658203,0.0
2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,638.8182582855225,754.1578025817871,991.1272468566896,41.653860092163086,803.5140762329102,0.0
2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,640.4091291427612,771.0789012908936,992.0636234283448,41.32693004608154,796.7570381164551,0.0
2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,651.7045645713806,775.0394506454468,991.5318117141724,39.16346502304077,808.3785190582275,0.0
2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,703.8522822856903,740.5197253227234,992.2659058570862,37.58173251152039,810.1892595291138,0.0
2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,779.4261411428452,711.2598626613617,992.1329529285432,71.79086625576019,706.5946297645569,0.0
