,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
22,2025-04-19 22:00:00,2025-04-25 21:35:28,3.0,319.0,683.0,1104.0,995.0,57.0,763.0,1.0
23,2025-04-19 23:00:00,2025-04-25 21:35:28,3.0,354.49,803.0,1184.0,994.0,210.0,402.0,0.0
24,2025-04-20 00:00:00,2025-04-25 21:35:28,3.0,383.13,872.0,1206.0,995.0,350.0,44.0,0.0
25,2025-04-20 01:00:00,2025-04-25 21:35:28,3.0,359.58,719.0,1107.0,995.0,358.5,29.5,0.0
26,2025-04-20 02:00:00,2025-04-25 21:35:28,3.0,345.98,619.5,1047.0,995.0,331.25,18.25,0.0
27,2025-04-20 03:00:00,2025-04-25 21:35:28,3.0,338.25,536.25,1031.5,995.5,278.125,9.125,0.0
28,2025-04-20 04:00:00,2025-04-25 21:35:28,3.0,338.82,495.125,1018.75,995.25,208.5625,4.5625,0.0
29,2025-04-20 05:00:00,2025-04-25 21:35:28,3.0,344.13,474.5625,981.875,995.125,118.28125,2.28125,0.0
30,2025-04-20 06:00:00,2025-04-25 21:35:28,3.0,343.26,463.78125,900.9375,995.0625,73.140625,1.140625,0.0
31,2025-04-20 07:00:00,2025-04-25 21:35:28,3.0,339.77,453.390625,828.96875,995.03125,50.5703125,0.5703125,0.0
32,2025-04-20 08:00:00,2025-04-25 21:35:28,3.0,336.73,449.6953125,770.984375,995.515625,38.78515625,0.28515625,0.0
33,2025-04-20 09:00:00,2025-04-25 21:35:28,3.0,335.93,450.34765625,745.4921875,995.2578125,33.392578125,0.142578125,0.0
34,2025-04-20 10:00:00,2025-04-25 21:35:28,3.0,336.22,451.173828125,742.24609375,995.62890625,30.6962890625,0.0712890625,0.0
35,2025-04-20 11:00:00,2025-04-25 21:35:28,3.0,337.16,451.0869140625,752.623046875,995.814453125,28.84814453125,0.03564453125,0.0
36,2025-04-20 12:00:00,2025-04-25 21:35:28,3.0,327.9,452.54345703125,741.3115234375,994.9072265625,27.424072265625,71.517822265625,0.0
37,2025-04-20 13:00:00,2025-04-25 21:35:28,3.0,292.04,452.271728515625,666.15576171875,995.45361328125,27.2120361328125,343.2589111328125,0.5
38,2025-04-20 14:00:00,2025-04-25 21:35:28,3.0,264.88,452.6358642578125,628.077880859375,995.726806640625,25.10601806640625,613.6294555664062,0.25
39,2025-04-20 15:00:00,2025-04-25 21:35:28,3.0,256.48,452.3179321289063,673.0389404296875,995.3634033203124,22.053009033203125,774.8147277832031,0.625
40,2025-04-20 16:00:00,2025-04-25 21:35:28,3.0,254.0,452.6589660644531,721.0194702148438,995.1817016601562,20.02650451660156,867.4073638916016,0.8125
41,2025-04-20 17:00:00,2025-04-25 21:35:28,3.0,255.87,449.82948303222656,802.0097351074219,994.590850830078,18.51325225830078,924.2036819458008,0.40625
42,2025-04-20 18:00:00,2025-04-25 21:35:28,3.0,262.66,449.4147415161133,917.0048675537108,994.7954254150392,16.25662612915039,946.6018409729004,0.703125
43,2025-04-20 19:00:00,2025-04-25 21:35:28,3.0,268.81,451.20737075805664,1012.5024337768556,994.8977127075196,16.128313064575195,954.3009204864502,0.8515625
44,2025-04-20 20:00:00,2025-04-25 21:35:28,3.0,278.38,494.6036853790283,1050.7512168884275,994.4488563537598,17.064156532287598,948.6504602432252,0.92578125
45,2025-04-20 21:00:00,2025-04-25 21:35:28,3.0,293.48,574.8018426895142,1060.875608444214,994.22442817688,19.5320782661438,910.3252301216124,0.462890625
46,2025-04-20 22:00:00,2025-04-25 21:35:28,3.0,306.32,628.9009213447571,1082.437804222107,994.61221408844,38.2660391330719,836.6626150608063,0.7314453125
47,2025-04-20 23:00:00,2025-04-25 21:35:28,3.0,330.44,715.9504606723785,1133.2189021110537,994.30610704422,124.13301956653596,619.3313075304031,0.36572265625
