,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2025-04-19 00:00:00,2025-04-25 21:35:28,3.0,316.84,510.0,1032.0,994.0,372.0,86.0,0.0
1,2025-04-19 01:00:00,2025-04-25 21:35:28,3.0,331.91,566.0,1008.0,995.0,367.0,15.0,0.0
2,2025-04-19 02:00:00,2025-04-25 21:35:28,3.0,330.46,520.0,987.0,995.0,304.0,7.0,0.0
3,2025-04-19 03:00:00,2025-04-25 21:35:28,3.0,329.61,453.0,1016.0,996.0,225.0,0.0,0.0
4,2025-04-19 04:00:00,2025-04-25 21:35:28,3.0,339.44,454.0,1006.0,995.0,139.0,0.0,0.0
5,2025-04-19 05:00:00,2025-04-25 21:35:28,3.0,350.1,454.0,945.0,995.0,28.0,0.0,0.0
6,2025-04-19 06:00:00,2025-04-25 21:35:28,3.0,342.28,453.0,820.0,995.0,28.0,0.0,0.0
7,2025-04-19 07:00:00,2025-04-25 21:35:28,3.0,335.94,443.0,757.0,995.0,28.0,0.0,0.0
8,2025-04-19 08:00:00,2025-04-25 21:35:28,3.0,333.5,446.0,713.0,996.0,27.0,0.0,0.0
9,2025-04-19 09:00:00,2025-04-25 21:35:28,3.0,335.11,451.0,720.0,995.0,28.0,0.0,0.0
10,2025-04-19 10:00:00,2025-04-25 21:35:28,3.0,336.51,452.0,739.0,996.0,28.0,0.0,0.0
11,2025-04-19 11:00:00,2025-04-25 21:35:28,3.0,338.08,451.0,763.0,996.0,27.0,0.0,0.0
12,2025-04-19 12:00:00,2025-04-25 21:35:28,3.0,319.12,454.0,730.0,994.0,26.0,143.0,0.0
13,2025-04-19 13:00:00,2025-04-25 21:35:28,3.0,261.45,452.0,591.0,996.0,27.0,615.0,1.0
14,2025-04-19 14:00:00,2025-04-25 21:35:28,3.0,241.97,453.0,590.0,996.0,23.0,884.0,0.0
15,2025-04-19 15:00:00,2025-04-25 21:35:28,3.0,249.18,452.0,718.0,995.0,19.0,936.0,1.0
16,2025-04-19 16:00:00,2025-04-25 21:35:28,3.0,251.73,453.0,769.0,995.0,18.0,960.0,1.0
17,2025-04-19 17:00:00,2025-04-25 21:35:28,3.0,257.58,447.0,883.0,994.0,17.0,981.0,0.0
18,2025-04-19 18:00:00,2025-04-25 21:35:28,3.0,268.91,449.0,1032.0,995.0,14.0,969.0,1.0
19,2025-04-19 19:00:00,2025-04-25 21:35:28,3.0,274.6,453.0,1108.0,995.0,16.0,962.0,1.0
20,2025-04-19 20:00:00,2025-04-25 21:35:28,3.0,287.54,538.0,1089.0,994.0,18.0,943.0,1.0
21,2025-04-19 21:00:00,2025-04-25 21:35:28,3.0,308.13,655.0,1071.0,994.0,22.0,872.0,0.0
