UTC time,creation_time (UTC),version,nat_gas,nuclear,oil,solar,other
2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,14289.0,3754.0,0.0,773.0,475.0
2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,14718.0,3755.0,0.0,17.0,430.0
2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,13800.0,3755.0,0.0,2.0,380.0
2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,12266.0,3756.0,0.0,0.0,195.0
2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,10490.0,3757.0,0.0,2.0,155.0
2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,8725.0,3758.0,0.0,0.0,114.0
2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,7682.0,3760.0,0.0,8.0,200.0
2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,7227.0,3761.0,0.0,0.0,114.0
2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,6922.0,3762.0,0.0,0.0,115.0
2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,7006.0,3761.0,0.0,0.0,117.0
2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,7610.0,3762.0,0.0,0.0,124.0
2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,8573.0,3764.0,0.0,1.0,157.0
2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,8575.0,3762.0,0.0,792.0,154.0
2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,7467.0,3764.0,0.0,3475.0,159.0
2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,7067.0,3763.0,0.0,5408.0,160.0
2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,7898.0,3762.0,0.0,6249.0,187.0
2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,8973.0,3761.0,0.0,6564.0,262.0
2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,10266.0,3760.0,0.0,6414.0,297.0
2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,11472.0,3760.0,0.0,6108.0,364.0
2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,12039.0,3757.0,0.0,5862.0,493.0
2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,12015.0,3755.0,0.0,5568.0,600.0
2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,12296.0,3752.0,0.0,5126.0,621.0
2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,13205.0,3749.0,0.0,4250.0,599.0
2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,14452.0,3748.0,0.0,2590.0,634.0
2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,15638.0,3747.0,0.0,687.0,754.0
2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,15178.0,3751.0,0.0,352.0,592.0
2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,14489.0,3753.0,0.0,177.0,486.0
2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,13377.5,3754.5,0.0,88.5,340.5
2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,11933.75,3755.75,0.0,45.25,247.75
2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,10329.375,3756.875,0.0,22.625,180.875
2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,9005.6875,3758.4375,0.0,15.3125,190.4375
2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,8116.34375,3759.71875,0.0,7.65625,152.21875
2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,7519.171875,3760.859375,0.0,3.828125,133.609375
2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,7262.5859375,3760.9296875,0.0,1.9140625,125.3046875
2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,7436.29296875,3761.46484375,0.0,0.95703125,124.65234375
2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,8004.646484375,3762.732421875,0.0,0.978515625,140.826171875
2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,8289.8232421875,3762.3662109375,0.0,396.4892578125,147.4130859375
2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,7878.41162109375,3763.18310546875,0.0,1935.74462890625,153.20654296875
2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,7472.705810546875,3763.091552734375,0.0,3671.872314453125,156.603271484375
2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,7685.352905273437,3762.545776367188,0.0,4960.4361572265625,171.8016357421875
2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,8329.176452636719,3761.7728881835938,0.0,5762.218078613281,216.90081787109372
2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,9297.58822631836,3760.886444091797,0.0,6088.109039306641,256.9504089355469
2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,10384.79411315918,3760.4432220458975,0.0,6098.05451965332,310.47520446777344
2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,11211.89705657959,3758.721611022949,0.0,5980.02725982666,401.7376022338867
2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,11613.448528289797,3756.8608055114746,0.0,5774.01362991333,500.86880111694336
2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,11954.724264144896,3754.430402755737,0.0,5450.006814956665,560.9344005584717
2025-05-06 22:00:00,2025-05-08 22:24:46,3.0,12579.862132072449,3751.7152013778687,0.0,4850.0034074783325,579.9672002792358
2025-05-06 23:00:00,2025-05-08 22:24:46,3.0,13515.931066036224,3749.8576006889343,0.0,3720.0017037391663,606.9836001396179
