,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2025-04-28 00:00:00,2025-05-01 22:23:48,3.0,401.85,16840.0,3756.0,0.0,535.0,573.0
1,2025-04-28 01:00:00,2025-05-01 22:23:48,3.0,411.95,16512.0,3756.0,0.0,0.0,741.0
2,2025-04-28 02:00:00,2025-05-01 22:23:48,3.0,402.99,15302.0,3757.0,0.0,0.0,463.0
3,2025-04-28 03:00:00,2025-05-01 22:23:48,3.0,393.18,13832.0,3759.0,0.0,0.0,305.0
4,2025-04-28 04:00:00,2025-05-01 22:23:48,3.0,382.63,12000.0,3760.0,0.0,0.0,331.0
5,2025-04-28 05:00:00,2025-05-01 22:23:48,3.0,364.78,10138.0,3761.0,0.0,0.0,171.0
6,2025-04-28 06:00:00,2025-05-01 22:23:48,3.0,352.62,8971.0,3763.0,0.0,0.0,142.0
7,2025-04-28 07:00:00,2025-05-01 22:23:48,3.0,342.37,8118.0,3762.0,0.0,0.0,124.0
8,2025-04-28 08:00:00,2025-05-01 22:23:48,3.0,335.94,7629.0,3763.0,0.0,0.0,120.0
9,2025-04-28 09:00:00,2025-05-01 22:23:48,3.0,334.95,7555.0,3763.0,0.0,0.0,120.0
10,2025-04-28 10:00:00,2025-05-01 22:23:48,3.0,340.26,7949.0,3764.0,0.0,0.0,126.0
11,2025-04-28 11:00:00,2025-05-01 22:23:48,3.0,349.9,8783.0,3765.0,0.0,2.0,121.0
12,2025-04-28 12:00:00,2025-05-01 22:23:48,3.0,338.21,8945.0,3764.0,0.0,591.0,120.0
13,2025-04-28 13:00:00,2025-05-01 22:23:48,3.0,281.63,8018.0,3766.0,0.0,2978.0,118.0
14,2025-04-28 14:00:00,2025-05-01 22:23:48,3.0,242.96,7388.0,3770.0,0.0,5101.0,121.0
15,2025-04-28 15:00:00,2025-05-01 22:23:48,3.0,239.92,7891.0,3771.0,0.0,6029.0,133.0
16,2025-04-28 16:00:00,2025-05-01 22:23:48,3.0,239.85,8375.0,3766.0,0.0,6773.0,180.0
17,2025-04-28 17:00:00,2025-05-01 22:23:48,3.0,247.3,9165.0,3766.0,0.0,7069.0,203.0
18,2025-04-28 18:00:00,2025-05-01 22:23:48,3.0,262.84,10297.0,3763.0,0.0,7065.0,329.0
19,2025-04-28 19:00:00,2025-05-01 22:23:48,3.0,276.36,11446.0,3760.0,0.0,6877.0,330.0
20,2025-04-28 20:00:00,2025-05-01 22:23:48,3.0,286.08,12248.0,3758.0,0.0,6658.0,332.0
21,2025-04-28 21:00:00,2025-05-01 22:23:48,3.0,311.26,13766.0,3756.0,0.0,5506.0,333.0
22,2025-04-28 22:00:00,2025-05-01 22:23:48,3.0,338.99,15370.0,3756.0,0.0,4126.0,333.0
23,2025-04-28 23:00:00,2025-05-01 22:23:48,3.0,372.86,16897.0,3756.0,0.0,2245.0,343.0
24,2025-04-29 00:00:00,2025-05-01 22:23:48,3.0,402.37,17354.0,3757.0,0.0,501.0,420.0
25,2025-04-29 01:00:00,2025-05-01 22:23:48,3.0,407.05,16933.0,3756.5,0.0,250.5,580.5
26,2025-04-29 02:00:00,2025-05-01 22:23:48,3.0,405.12,16117.5,3756.75,0.0,125.25,521.75
27,2025-04-29 03:00:00,2025-05-01 22:23:48,3.0,399.56,14974.75,3757.875,0.0,62.625,413.375
28,2025-04-29 04:00:00,2025-05-01 22:23:48,3.0,391.84,13487.375,3758.9375,0.0,31.3125,372.1875
29,2025-04-29 05:00:00,2025-05-01 22:23:48,3.0,379.84,11812.6875,3759.96875,0.0,15.65625,271.59375
30,2025-04-29 06:00:00,2025-05-01 22:23:48,3.0,367.64,10391.84375,3761.484375,0.0,7.828125,206.796875
31,2025-04-29 07:00:00,2025-05-01 22:23:48,3.0,356.14,9254.921875,3761.7421875,0.0,3.9140625,165.3984375
32,2025-04-29 08:00:00,2025-05-01 22:23:48,3.0,346.72,8441.9609375,3762.37109375,0.0,1.95703125,142.69921875
