,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
33,2025-04-29 09:00:00,2025-05-01 22:23:48,3.0,341.06,7998.48046875,3762.685546875,0.0,0.978515625,131.349609375
34,2025-04-29 10:00:00,2025-05-01 22:23:48,3.0,340.66,7973.740234375,3763.3427734375,0.0,0.4892578125,128.6748046875
35,2025-04-29 11:00:00,2025-05-01 22:23:48,3.0,345.44,8378.3701171875,3764.17138671875,0.0,1.24462890625,124.83740234375
36,2025-04-29 12:00:00,2025-05-01 22:23:48,3.0,341.66,8661.68505859375,3764.085693359375,0.0,296.122314453125,122.418701171875
37,2025-04-29 13:00:00,2025-05-01 22:23:48,3.0,309.44,8339.842529296875,3765.042846679688,0.0,1637.0611572265625,120.2093505859375
38,2025-04-29 14:00:00,2025-05-01 22:23:48,3.0,273.43,7863.921264648437,3767.521423339844,0.0,3369.030578613281,120.60467529296876
39,2025-04-29 15:00:00,2025-05-01 22:23:48,3.0,255.3,7877.460632324219,3769.260711669922,0.0,4699.015289306641,126.80233764648438
40,2025-04-29 16:00:00,2025-05-01 22:23:48,3.0,247.01,8126.230316162109,3767.630355834961,0.0,5736.00764465332,153.4011688232422
41,2025-04-29 17:00:00,2025-05-01 22:23:48,3.0,247.16,8645.615158081055,3766.815177917481,0.0,6402.50382232666,178.2005844116211
42,2025-04-29 18:00:00,2025-05-01 22:23:48,3.0,255.48,9471.307579040527,3764.90758895874,0.0,6733.75191116333,253.6002922058105
43,2025-04-29 19:00:00,2025-05-01 22:23:48,3.0,266.46,10458.653789520264,3762.45379447937,0.0,6805.375955581665,291.8001461029053
44,2025-04-29 20:00:00,2025-05-01 22:23:48,3.0,276.64,11353.326894760132,3760.226897239685,0.0,6731.6879777908325,311.90007305145264
45,2025-04-29 21:00:00,2025-05-01 22:23:48,3.0,294.41,12559.663447380066,3758.1134486198425,0.0,6118.843988895416,322.4500365257263
46,2025-04-29 22:00:00,2025-05-01 22:23:48,3.0,317.1,13964.831723690031,3757.056724309921,0.0,5122.421994447708,327.7250182628632
47,2025-04-29 23:00:00,2025-05-01 22:23:48,3.0,345.02,15430.915861845016,3756.5283621549606,0.0,3683.710997223854,335.3625091314316
