datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,3.2626132677067474,296.92115538054406,292.694519640694,0.0359242014426712,0.5850383750758033,,,9301.84961,
2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,3.2626132677067474,296.92115538054406,292.694519640694,0.0359242014426712,0.5850383750758033,,,0.0,
2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,3.2626132677067474,296.92115538054406,292.694519640694,0.0359242014426712,0.5850383750758033,,,0.0,
2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,3.2626132677067474,296.92115538054406,292.694519640694,0.0359242014426712,0.5850383750758033,,,0.04987,
2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,3.448883566560924,296.3980544082019,292.6092164653513,0.0359242014426712,0.5850383750758033,,,0.01274,
2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,3.448883566560924,296.3980544082019,292.6092164653513,0.0359242014426712,0.5850383750758033,,,0.0,
2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,3.448883566560924,296.3980544082019,292.6092164653513,0.0359242014426712,0.5850383750758033,,,0.0,
2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,3.570687694833026,296.0787441865592,292.466536760954,0.018009933887294,0.7810665251619509,,,0.0,
2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,3.570687694833026,296.0787441865592,292.466536760954,0.018009933887294,0.7810665251619509,,,0.05637,
2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,3.570687694833026,296.0787441865592,292.466536760954,0.018009933887294,0.7810665251619509,,,0.01313,
2025-05-06 10:00:00,2025-05-08 22:24:46,3.0,3.782841479141658,296.9086320896079,292.7344206387186,0.0,0.9312298191784044,,,0.0,
2025-05-06 11:00:00,2025-05-08 22:24:46,3.0,3.782841479141658,296.9086320896079,292.7344206387186,0.0,0.9312298191784044,,,0.0,
2025-05-06 12:00:00,2025-05-08 22:24:46,3.0,3.782841479141658,296.9086320896079,292.7344206387186,0.0,0.9312298191784044,,,0.0,
2025-05-06 13:00:00,2025-05-08 22:24:46,3.0,4.152043927205094,299.88882056349786,292.82538382448354,17.9378906068825,1.0239500583371042,,,0.00081,
2025-05-06 14:00:00,2025-05-08 22:24:46,3.0,4.152043927205094,299.88882056349786,292.82538382448354,17.9378906068825,1.0239500583371042,,,0.0,
2025-05-06 15:00:00,2025-05-08 22:24:46,3.0,4.152043927205094,299.88882056349786,292.82538382448354,17.9378906068825,1.0239500583371042,,,0.0,
2025-05-06 16:00:00,2025-05-08 22:24:46,3.0,4.184580489961453,301.51752600894,292.56331759241687,514.4552278188677,1.0849538126415836,,,0.0,
2025-05-06 17:00:00,2025-05-08 22:24:46,3.0,4.184580489961453,301.51752600894,292.56331759241687,514.4552278188677,1.0849538126415836,,,0.0,
2025-05-06 18:00:00,2025-05-08 22:24:46,3.0,4.184580489961453,301.51752600894,292.56331759241687,514.4552278188677,1.0849538126415836,,,0.01061,
2025-05-06 19:00:00,2025-05-08 22:24:46,3.0,4.786572207876552,300.89323287257287,292.97666114860107,705.0855969985889,1.168959444572825,,,0.0,
2025-05-06 20:00:00,2025-05-08 22:24:46,3.0,4.786572207876552,300.89323287257287,292.97666114860107,705.0855969985889,1.168959444572825,,,0.01592,
2025-05-06 21:00:00,2025-05-08 22:24:46,3.0,4.786572207876552,300.89323287257287,292.97666114860107,705.0855969985889,1.168959444572825,,,0.0,
