,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2025-04-19 00:00:00,2025-04-25 21:35:28,3.0,293.31,14124.0,3753.0,0.0,542.0,627.0
1,2025-04-19 01:00:00,2025-04-25 21:35:28,3.0,299.38,13994.0,3752.0,0.0,0.0,490.0
2,2025-04-19 02:00:00,2025-04-25 21:35:28,3.0,295.44,13118.0,3756.0,0.0,0.0,471.0
3,2025-04-19 03:00:00,2025-04-25 21:35:28,3.0,291.46,12249.0,3765.0,0.0,0.0,477.0
4,2025-04-19 04:00:00,2025-04-25 21:35:28,3.0,282.88,10874.0,3763.0,0.0,0.0,401.0
5,2025-04-19 05:00:00,2025-04-25 21:35:28,3.0,271.23,9524.0,3766.0,0.0,0.0,266.0
6,2025-04-19 06:00:00,2025-04-25 21:35:28,3.0,261.79,8445.0,3769.0,0.0,15.0,245.0
7,2025-04-19 07:00:00,2025-04-25 21:35:28,3.0,256.9,7961.0,3770.0,0.0,0.0,214.0
8,2025-04-19 08:00:00,2025-04-25 21:35:28,3.0,251.7,7440.0,3769.0,0.0,0.0,212.0
9,2025-04-19 09:00:00,2025-04-25 21:35:28,3.0,250.54,7249.0,3771.0,0.0,0.0,243.0
10,2025-04-19 10:00:00,2025-04-25 21:35:28,3.0,253.3,7260.0,3769.0,0.0,0.0,334.0
11,2025-04-19 11:00:00,2025-04-25 21:35:28,3.0,255.82,7522.0,3769.0,0.0,0.0,330.0
12,2025-04-19 12:00:00,2025-04-25 21:35:28,3.0,247.7,7681.0,3770.0,0.0,453.0,326.0
13,2025-04-19 13:00:00,2025-04-25 21:35:28,3.0,197.51,6847.0,3771.0,0.0,2862.0,342.0
14,2025-04-19 14:00:00,2025-04-25 21:35:28,3.0,165.52,6400.0,3772.0,0.0,4968.0,337.0
15,2025-04-19 15:00:00,2025-04-25 21:35:28,3.0,166.92,7100.0,3770.0,0.0,5697.0,339.0
16,2025-04-19 16:00:00,2025-04-25 21:35:28,3.0,167.23,7497.0,3770.0,0.0,6201.0,361.0
17,2025-04-19 17:00:00,2025-04-25 21:35:28,3.0,170.43,7824.0,3768.0,0.0,6564.0,493.0
18,2025-04-19 18:00:00,2025-04-25 21:35:28,3.0,174.16,8197.0,3767.0,0.0,6778.0,577.0
19,2025-04-19 19:00:00,2025-04-25 21:35:28,3.0,183.48,8916.0,3766.0,0.0,6730.0,671.0
20,2025-04-19 20:00:00,2025-04-25 21:35:28,3.0,192.41,9550.0,3763.0,0.0,6541.0,749.0
21,2025-04-19 21:00:00,2025-04-25 21:35:28,3.0,205.98,10456.0,3762.0,0.0,6019.0,812.0
22,2025-04-19 22:00:00,2025-04-25 21:35:28,3.0,224.14,11500.0,3769.0,0.0,4997.0,819.0
23,2025-04-19 23:00:00,2025-04-25 21:35:28,3.0,261.18,13245.0,3765.0,0.0,2697.0,785.0
24,2025-04-20 00:00:00,2025-04-25 21:35:28,3.0,298.49,14580.0,3767.0,0.0,432.0,762.0
25,2025-04-20 01:00:00,2025-04-25 21:35:28,3.0,298.92,14287.0,3759.5,0.0,216.0,626.0
26,2025-04-20 02:00:00,2025-04-25 21:35:28,3.0,297.26,13702.5,3757.75,0.0,108.0,548.5
27,2025-04-20 03:00:00,2025-04-25 21:35:28,3.0,294.49,12975.75,3761.375,0.0,54.0,512.75
28,2025-04-20 04:00:00,2025-04-25 21:35:28,3.0,289.09,11924.875,3762.1875,0.0,27.0,456.875
29,2025-04-20 05:00:00,2025-04-25 21:35:28,3.0,280.95,10724.4375,3764.09375,0.0,13.5,361.4375
30,2025-04-20 06:00:00,2025-04-25 21:35:28,3.0,272.2,9584.71875,3766.546875,0.0,14.25,303.21875
31,2025-04-20 07:00:00,2025-04-25 21:35:28,3.0,265.07,8772.859375,3768.2734375,0.0,7.125,258.609375
32,2025-04-20 08:00:00,2025-04-25 21:35:28,3.0,258.77,8106.4296875,3768.63671875,0.0,3.5625,235.3046875
33,2025-04-20 09:00:00,2025-04-25 21:35:28,3.0,254.8,7677.71484375,3769.818359375,0.0,1.78125,239.15234375
34,2025-04-20 10:00:00,2025-04-25 21:35:28,3.0,254.06,7468.857421875,3769.4091796875,0.0,0.890625,286.576171875
35,2025-04-20 11:00:00,2025-04-25 21:35:28,3.0,254.95,7495.4287109375,3769.20458984375,0.0,0.4453125,308.2880859375
36,2025-04-20 12:00:00,2025-04-25 21:35:28,3.0,251.22,7588.21435546875,3769.602294921875,0.0,226.72265625,317.14404296875
37,2025-04-20 13:00:00,2025-04-25 21:35:28,3.0,222.36,7217.607177734375,3770.3011474609375,0.0,1544.361328125,329.572021484375
38,2025-04-20 14:00:00,2025-04-25 21:35:28,3.0,191.32,6808.803588867188,3771.1505737304688,0.0,3256.1806640625,333.2860107421875
39,2025-04-20 15:00:00,2025-04-25 21:35:28,3.0,178.04,6954.401794433594,3770.5752868652335,0.0,4476.59033203125,336.1430053710937
40,2025-04-20 16:00:00,2025-04-25 21:35:28,3.0,172.26,7225.700897216797,3770.287643432617,0.0,5338.795166015625,348.5715026855469
41,2025-04-20 17:00:00,2025-04-25 21:35:28,3.0,171.3,7524.850448608398,3769.1438217163086,0.0,5951.3975830078125,420.78575134277344
42,2025-04-20 18:00:00,2025-04-25 21:35:28,3.0,172.79,7860.925224304199,3768.0719108581534,0.0,6364.698791503906,498.8928756713867
43,2025-04-20 19:00:00,2025-04-25 21:35:28,3.0,178.36,8388.4626121521,3767.035955429077,0.0,6547.349395751953,584.9464378356934
44,2025-04-20 20:00:00,2025-04-25 21:35:28,3.0,185.61,8969.23130607605,3765.0179777145386,0.0,6544.174697875977,666.9732189178467
45,2025-04-20 21:00:00,2025-04-25 21:35:28,3.0,196.07,9712.615653038025,3763.508988857269,0.0,6281.587348937988,739.4866094589233
46,2025-04-20 22:00:00,2025-04-25 21:35:28,3.0,210.3,10606.307826519012,3766.254494428634,0.0,5639.293674468994,779.2433047294617
47,2025-04-20 23:00:00,2025-04-25 21:35:28,3.0,235.55,11925.653913259506,3765.627247214317,0.0,4168.146837234497,782.1216523647308
